# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   201435228 | 3927 |  329 |  394 | 4.888 | 0.150 | 0.125 | -0.210 | 0.250 | 0.300 |   0.374 |   0.125 |   0.138 |   0.423 |   0.141 |   0.197 | 7.241e+00 | 8.970e+00 | 3.169e+00 | 5.855e+02 | 2.805e+02 | 2.725e+02 | 0.0326 | 0.0140 | 0.0100 |   col
   201436056 | 2033 |  109 |   78 | 5.361 | 0.020 | 0.027 | -0.084 | 0.160 | 0.240 |   0.094 |   0.002 |   0.002 |   0.075 |   0.002 |   0.003 | 8.899e+01 | 5.339e+00 | 7.830e+00 | 6.679e+01 | 2.755e+01 | 2.561e+01 | 0.0133 | 0.0084 | 0.0070 |   col
   201436231 | 3858 |  389 |  389 | 4.911 | 0.140 | 0.140 | -0.176 | 0.200 | 0.280 |   0.343 |   0.148 |   0.135 |   0.368 |   0.174 |   0.174 | 8.382e+00 | 1.109e+01 | 4.229e+00 | 4.119e+02 | 2.546e+02 | 1.807e+02 | 0.0301 | 0.0140 | 0.0100 |   col
   201436238 | 3668 |  460 |  287 | 4.987 | 0.115 | 0.161 | -0.165 | 0.200 | 0.320 |   0.271 |   0.168 |   0.090 |   0.276 |   0.217 |   0.121 | 1.148e+01 | 1.090e+01 | 6.327e+00 | 3.617e+02 | 3.288e+02 | 1.507e+02 | 0.0315 | 0.0126 | 0.0108 |   col
   201436499 | 3545 |  144 |  202 | 5.043 | 0.091 | 0.065 | -0.043 | 0.150 | 0.210 |   0.243 |   0.062 |   0.058 |   0.236 |   0.087 |   0.073 | 1.634e+01 | 1.103e+01 | 5.037e+00 | 1.102e+02 | 4.164e+01 | 3.439e+01 | 0.0197 | 0.0096 | 0.0080 |   col
   201436931 | 4832 |   88 |  176 | 1.691 | 0.081 | 0.045 | -1.234 | 0.240 | 0.090 |  21.270 |   1.209 |   1.692 |   0.832 |   0.030 |   0.017 | 8.283e-05 | 2.437e-05 | 1.393e-05 | 7.406e+03 | 2.658e+03 | 2.964e+03 | 0.0329 | 0.0096 | 0.0096 |   rav
   201437341 | 4817 |   95 |   76 | 3.378 | 0.140 | 0.140 |  0.103 | 0.100 | 0.080 |   3.758 |   0.698 |   0.695 |   1.327 |   0.139 |   0.139 | 2.205e-02 | 1.680e-02 | 8.296e-03 | 2.403e+02 | 4.203e+01 | 4.855e+01 | 0.0304 | 0.0070 | 0.0098 |   apo
   201437560 | 4870 |   77 |   77 | 3.211 | 0.140 | 0.140 | -0.226 | 0.150 | 0.120 |   4.165 |   0.765 |   0.646 |   1.125 |   0.128 |   0.128 | 1.422e-02 | 8.577e-03 | 5.350e-03 | 9.564e+02 | 1.819e+02 | 1.528e+02 | 0.0347 | 0.0156 | 0.0130 |   apo
   201437903 | 5876 |  117 |  117 | 4.356 | 0.085 | 0.340 | -0.108 | 0.160 | 0.240 |   1.108 |   0.623 |   0.136 |   1.018 |   0.108 |   0.090 | 7.427e-01 | 3.064e-01 | 5.285e-01 | 4.523e+02 | 2.266e+02 | 7.226e+01 | 0.0344 | 0.0126 | 0.0090 |   rpm
   201438227 | 3790 |  426 |  426 | 4.973 | 0.135 | 0.162 | -0.230 | 0.250 | 0.350 |   0.277 |   0.145 |   0.095 |   0.320 |   0.177 |   0.177 | 1.061e+01 | 1.234e+01 | 5.705e+00 | 6.966e+02 | 4.973e+02 | 3.317e+02 | 0.0325 | 0.0140 | 0.0100 |   col
   201438739 | 5341 |  147 |  105 | 4.548 | 0.078 | 1.079 | -0.676 | 0.400 | 0.480 |   0.781 |   2.046 |   0.114 |   0.798 |   0.081 |   0.097 | 1.682e+00 | 5.352e-01 | 1.630e+00 | 6.201e+02 | 1.391e+03 | 9.594e+01 | 0.0329 | 0.0108 | 0.0090 |   rpm
   201438901 | 3542 |   98 |   70 | 5.027 | 0.056 | 0.040 | -0.029 | 0.150 | 0.120 |   0.246 |   0.036 |   0.041 |   0.241 |   0.045 |   0.045 | 1.546e+01 | 6.078e+00 | 3.403e+00 | 7.776e+01 | 1.681e+01 | 1.382e+01 | 0.0160 | 0.0060 | 0.0060 |   rpm
   201439028 | 4160 |  240 |  240 | 4.796 | 0.108 | 0.090 | -0.218 | 0.250 | 0.300 |   0.465 |   0.095 |   0.093 |   0.530 |   0.098 |   0.117 | 4.677e+00 | 2.804e+00 | 1.515e+00 | 5.418e+02 | 1.708e+02 | 1.518e+02 | 0.0328 | 0.0140 | 0.0100 |   col
   201439215 | 5251 |   63 |  127 | 3.239 | 0.273 | 0.195 | -1.090 | 0.280 | 0.160 |   3.663 |   0.896 |   0.846 |   0.879 |   0.021 |   0.018 | 1.711e-02 | 2.647e-02 | 8.335e-03 | 3.347e+02 | 6.956e+01 | 7.776e+01 | 0.0375 | 0.0220 | 0.0132 |   rpm
   201439373 | 4750 |   56 |   75 | 2.274 | 0.280 | 1.160 | -0.900 | 0.350 | 0.980 |  10.890 |  27.644 |   2.950 |   0.882 |   0.065 |   0.091 | 6.317e-04 | 9.771e-04 | 6.186e-04 | 4.018e+03 | 9.535e+03 | 1.134e+03 | 0.0327 | 0.0120 | 0.0072 |   rpm
   201439444 | 5590 |  112 |  112 | 4.469 | 0.055 | 0.506 | -0.093 | 0.160 | 0.280 |   0.936 |   0.836 |   0.103 |   0.955 |   0.078 |   0.094 | 1.132e+00 | 2.767e-01 | 9.515e-01 | 2.442e+02 | 1.849e+02 | 2.706e+01 | 0.0313 | 0.0140 | 0.0100 |   rpm
   201441046 | 3930 |  378 |  378 | 4.891 | 0.140 | 0.140 | -0.153 | 0.200 | 0.280 |   0.374 |   0.140 |   0.134 |   0.404 |   0.159 |   0.190 | 7.354e+00 | 8.368e+00 | 3.450e+00 | 3.949e+02 | 2.139e+02 | 1.795e+02 | 0.0318 | 0.0126 | 0.0108 |   col
   201441056 | 3557 |  429 |  307 | 5.035 | 0.115 | 0.138 | -0.185 | 0.240 | 0.360 |   0.238 |   0.129 |   0.072 |   0.223 |   0.179 |   0.089 | 1.634e+01 | 1.409e+01 | 9.498e+00 | 4.606e+02 | 3.995e+02 | 1.869e+02 | 0.0310 | 0.0126 | 0.0090 |   col
   201441105 | 5178 |  122 |  122 | 3.719 | 0.084 | 0.084 | -0.356 | 0.150 | 0.150 |   2.337 |   0.266 |   0.276 |   0.994 |   0.121 |   0.055 | 8.066e-02 | 3.433e-02 | 1.805e-02 | 1.300e+03 | 1.254e+02 | 1.360e+02 | 0.0327 | 0.0176 | 0.0096 |   apo
   201441922 | 3674 |  390 |  278 | 4.997 | 0.120 | 0.144 | -0.165 | 0.200 | 0.320 |   0.271 |   0.137 |   0.091 |   0.285 |   0.202 |   0.126 | 1.200e+01 | 1.167e+01 | 6.691e+00 | 4.300e+02 | 3.003e+02 | 1.768e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201441977 | 3627 |  349 |  249 | 5.004 | 0.110 | 0.132 | -0.125 | 0.200 | 0.280 |   0.248 |   0.139 |   0.077 |   0.268 |   0.166 |   0.124 | 1.438e+01 | 1.240e+01 | 7.562e+00 | 3.004e+02 | 2.333e+02 | 1.143e+02 | 0.0297 | 0.0126 | 0.0090 |   col
   201443037 | 6067 |   98 |   98 | 4.284 | 0.100 | 0.180 | -0.311 | 0.240 | 0.320 |   1.190 |   0.250 |   0.175 |   0.978 |   0.117 |   0.117 | 5.901e-01 | 2.628e-01 | 2.628e-01 | 2.422e+02 | 5.249e+01 | 3.652e+01 | 0.0276 | 0.0128 | 0.0080 |   rpm
   201443169 | 3589 |   62 |  104 | 4.999 | 0.048 | 0.048 |  0.060 | 0.100 | 0.080 |   0.278 |   0.042 |   0.042 |   0.285 |   0.054 |   0.064 | 1.257e+01 | 3.774e+00 | 2.470e+00 | 8.996e+01 | 1.428e+01 | 2.096e+01 | 0.0163 | 0.0156 | 0.0060 |   rpm
   201443467 | 3777 |  788 |  358 | 4.965 | 0.125 | 0.250 | -0.265 | 0.250 | 0.450 |   0.294 |   0.250 |   0.105 |   0.316 |   0.260 |   0.145 | 1.137e+01 | 1.211e+01 | 7.808e+00 | 6.247e+02 | 7.874e+02 | 2.758e+02 | 0.0328 | 0.0126 | 0.0108 |   col
   201443585 | 3568 |  358 |  255 | 5.026 | 0.110 | 0.132 | -0.125 | 0.200 | 0.280 |   0.239 |   0.128 |   0.072 |   0.250 |   0.170 |   0.095 | 1.482e+01 | 1.215e+01 | 7.594e+00 | 3.385e+02 | 2.662e+02 | 1.298e+02 | 0.0306 | 0.0120 | 0.0100 |   col
   201443737 | 3571 |  384 |  320 | 5.035 | 0.115 | 0.138 | -0.185 | 0.240 | 0.320 |   0.230 |   0.132 |   0.072 |   0.231 |   0.170 |   0.094 | 1.508e+01 | 1.365e+01 | 8.121e+00 | 4.874e+02 | 3.422e+02 | 2.011e+02 | 0.0316 | 0.0126 | 0.0090 |   col
   201443856 | 4154 |  127 |  127 | 4.947 | 0.075 | 0.090 | -0.686 | 0.160 | 0.200 |   0.336 |   0.078 |   0.063 |   0.379 |   0.093 |   0.093 | 8.957e+00 | 4.445e+00 | 2.971e+00 | 2.542e+02 | 7.327e+01 | 5.687e+01 | 0.0282 | 0.0120 | 0.0060 |   lam
   201444091 | 3582 |  213 |  213 | 5.021 | 0.102 | 0.085 | -0.073 | 0.150 | 0.270 |   0.249 |   0.095 |   0.069 |   0.249 |   0.113 |   0.094 | 1.383e+01 | 1.020e+01 | 5.104e+00 | 2.251e+02 | 9.287e+01 | 7.639e+01 | 0.0270 | 0.0128 | 0.0080 |   col
   201444633 | 4793 |  142 |  142 | 4.607 | 0.030 | 0.025 |  0.025 | 0.100 | 0.120 |   0.722 |   0.045 |   0.043 |   0.781 |   0.047 |   0.039 | 2.020e+00 | 3.153e-01 | 1.988e-01 | 5.016e+02 | 4.840e+01 | 5.249e+01 | 0.0314 | 0.0144 | 0.0090 |   lam
   201444706 | 5093 |   61 |   81 | 2.508 | 0.155 | 0.186 | -1.332 | 0.150 | 0.210 |   8.167 |   1.936 |   1.327 |   0.827 |   0.036 |   0.017 | 1.289e-03 | 1.178e-03 | 6.156e-04 | 5.694e+03 | 1.608e+03 | 1.066e+03 | 0.0374 | 0.0130 | 0.0156 |   lam
   201444773 | 5985 |   93 |  117 | 4.120 | 0.235 | 0.235 | -0.076 | 0.150 | 0.270 |   1.412 |   0.594 |   0.358 |   1.109 |   0.183 |   0.131 | 3.196e-01 | 4.211e-01 | 1.817e-01 | 2.375e+02 | 1.008e+02 | 6.063e+01 | 0.0303 | 0.0140 | 0.0100 |   rpm
   201444820 | 3538 |  124 |  174 | 5.049 | 0.084 | 0.060 | -0.043 | 0.150 | 0.210 |   0.232 |   0.056 |   0.053 |   0.220 |   0.078 |   0.065 | 1.644e+01 | 8.788e+00 | 4.934e+00 | 1.072e+02 | 3.509e+01 | 3.088e+01 | 0.0199 | 0.0096 | 0.0080 |   col
   201444868 | 4817 |   75 |   94 | 2.888 | 0.168 | 0.126 | -0.411 | 0.150 | 0.150 |   5.827 |   0.845 |   1.071 |   0.965 |   0.032 |   0.019 | 4.734e-03 | 3.646e-03 | 1.649e-03 | 3.425e+03 | 4.108e+02 | 6.423e+02 | 0.0278 | 0.0132 | 0.0060 |   apo
   201445265 | 3749 |  394 |  329 | 4.963 | 0.125 | 0.150 | -0.210 | 0.250 | 0.300 |   0.300 |   0.155 |   0.118 |   0.314 |   0.200 |   0.143 | 1.127e+01 | 1.174e+01 | 6.483e+00 | 4.837e+02 | 3.396e+02 | 1.995e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201445728 | 5132 |  153 |  153 | 4.579 | 0.030 | 0.030 | -0.060 | 0.100 | 0.120 |   0.778 |   0.042 |   0.048 |   0.835 |   0.050 |   0.050 | 1.746e+00 | 2.131e-01 | 1.899e-01 | 1.727e+02 | 1.622e+01 | 1.483e+01 | 0.0258 | 0.0096 | 0.0080 |   rav
   201445759 | 5295 |  102 |  123 | 3.435 | 1.040 | 0.780 | -0.980 | 0.640 | 0.400 |   2.801 |   3.962 |   1.937 |   0.875 |   0.032 |   0.071 | 3.168e-02 | 1.077e+00 | 2.948e-02 | 1.445e+03 | 1.949e+03 | 9.824e+02 | 0.0338 | 0.0198 | 0.0110 |   rpm
   201446637 | 4348 |   68 |   85 | 4.725 | 0.063 | 0.045 | -0.098 | 0.200 | 0.320 |   0.574 |   0.057 |   0.071 |   0.634 |   0.055 |   0.099 | 3.262e+00 | 9.210e-01 | 6.106e-01 | 2.044e+02 | 2.921e+01 | 3.027e+01 | 0.0254 | 0.0126 | 0.0070 |   rpm
   201447054 | 5023 |   79 |   79 | 2.840 | 0.535 | 0.749 | -0.803 | 0.300 | 0.480 |   5.069 |   6.803 |   2.309 |   0.892 |   0.042 |   0.075 | 4.600e-03 | 2.476e-02 | 4.257e-03 | 3.070e+03 | 3.193e+03 | 1.375e+03 | 0.0382 | 0.0120 | 0.0168 |   rpm
   201447328 | 4661 |   56 |   94 | 4.639 | 0.030 | 1.992 | -0.070 | 0.180 | 0.210 |   0.693 |   7.232 |   0.042 |   0.763 |   0.200 |   0.042 | 2.262e+00 | 3.352e-01 | 2.260e+00 | 2.286e+02 | 2.223e+03 | 8.268e+00 | 0.0356 | 0.0234 | 0.0130 |   rpm
   201447508 | 4689 |   94 |   94 | 2.504 | 0.140 | 0.100 | -0.023 | 0.100 | 0.120 |  11.216 |   0.448 |   1.398 |   1.441 |   0.303 |   0.252 | 1.026e-03 | 6.004e-04 | 2.111e-04 | 6.382e+02 | 3.069e+01 | 6.175e+01 | 0.0333 | 0.0120 | 0.0100 |   apo
   201447662 | 4898 |   59 |   59 | 4.618 | 0.020 | 0.028 | -0.088 | 0.150 | 0.270 |   0.719 |   0.039 |   0.044 |   0.792 |   0.039 |   0.063 | 2.058e+00 | 2.511e-01 | 2.238e-01 | 2.606e+02 | 1.735e+01 | 2.554e+01 | 0.0310 | 0.0160 | 0.0120 |   rpm
   201447820 | 3744 |  486 |  347 | 4.990 | 0.130 | 0.182 | -0.230 | 0.250 | 0.400 |   0.266 |   0.183 |   0.094 |   0.292 |   0.209 |   0.130 | 1.133e+01 | 1.234e+01 | 6.652e+00 | 6.247e+02 | 4.939e+02 | 2.758e+02 | 0.0325 | 0.0140 | 0.0100 |   col
   201448376 | 4702 |   75 |   56 | 1.364 | 3.230 | 0.510 | -1.622 | 1.120 | 0.960 |  27.036 |  20.733 |  26.368 |   0.805 |   0.024 |   0.087 | 2.526e-05 | 2.072e+00 | 1.933e-05 | 2.572e+04 | 1.898e+04 | 2.513e+04 | 0.0265 | 0.0176 | 0.0080 |   rpm
   201448444 | 3777 |  788 |  358 | 4.962 | 0.130 | 0.260 | -0.260 | 0.250 | 0.500 |   0.303 |   0.267 |   0.110 |   0.343 |   0.257 |   0.161 | 9.601e+00 | 1.069e+01 | 6.702e+00 | 6.101e+02 | 8.050e+02 | 2.756e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201449060 | 3985 |  335 |  402 | 4.865 | 0.150 | 0.125 | -0.278 | 0.250 | 0.350 |   0.392 |   0.126 |   0.141 |   0.439 |   0.137 |   0.191 | 6.476e+00 | 8.022e+00 | 2.834e+00 | 7.605e+02 | 3.748e+02 | 3.265e+02 | 0.0339 | 0.0140 | 0.0100 |   col
   201449480 | 3751 |  435 |  311 | 4.949 | 0.120 | 0.168 | -0.165 | 0.200 | 0.320 |   0.307 |   0.160 |   0.105 |   0.328 |   0.212 |   0.151 | 9.436e+00 | 9.392e+00 | 5.317e+00 | 4.214e+02 | 3.076e+02 | 1.778e+02 | 0.0315 | 0.0126 | 0.0108 |   col
   201450009 | 5648 |  222 |  177 | 3.678 | 0.620 | 1.240 | -0.697 | 0.550 | 0.770 |   2.032 |   6.676 |   1.050 |   0.889 |   0.209 |   0.028 | 8.567e-02 | 6.520e-01 | 8.452e-02 | 4.953e+02 | 1.273e+03 | 2.510e+02 | 0.0298 | 0.0112 | 0.0080 |   rpm
   201450090 | 4419 |  871 | 1045 | 4.771 | 0.258 | 0.258 | -0.326 | 0.300 | 0.540 |   0.480 |   0.307 |   0.251 |   0.539 |   0.222 |   0.311 | 4.435e+00 | 1.116e+01 | 2.926e+00 | 6.497e+02 | 7.625e+02 | 4.190e+02 | 0.0302 | 0.0126 | 0.0090 |   col
   201451176 | 3502 |  180 |  252 | 5.058 | 0.090 | 0.075 | -0.058 | 0.150 | 0.210 |   0.221 |   0.067 |   0.060 |   0.217 |   0.098 |   0.070 | 1.821e+01 | 1.215e+01 | 7.288e+00 | 1.995e+02 | 7.780e+01 | 6.512e+01 | 0.0271 | 0.0112 | 0.0096 |   col
   201451361 | 3816 |  385 |  321 | 4.938 | 0.150 | 0.150 | -0.210 | 0.250 | 0.300 |   0.313 |   0.153 |   0.119 |   0.340 |   0.191 |   0.159 | 9.768e+00 | 1.018e+01 | 5.620e+00 | 4.842e+02 | 3.250e+02 | 2.227e+02 | 0.0326 | 0.0140 | 0.0100 |   col
   201451811 | 5746 |   91 |   91 | 4.431 | 0.045 | 0.171 |  0.010 | 0.100 | 0.140 |   1.019 |   0.309 |   0.096 |   1.011 |   0.063 |   0.075 | 9.648e-01 | 1.951e-01 | 4.297e-01 | 3.539e+02 | 9.000e+01 | 3.188e+01 | 0.0335 | 0.0132 | 0.0110 |   rpm
   201452069 | 5301 |  129 |   86 | 3.605 | 0.090 | 0.108 | -0.888 | 0.150 | 0.120 |   2.436 |   0.338 |   0.250 |   0.893 |   0.018 |   0.018 | 6.016e-02 | 2.288e-02 | 1.930e-02 | 4.108e+02 | 4.548e+01 | 3.442e+01 | 0.0310 | 0.0126 | 0.0090 |   apo
   201452080 | 6234 |  101 |  101 | 4.214 | 0.102 | 0.153 | -0.302 | 0.300 | 0.250 |   1.340 |   0.211 |   0.182 |   1.084 |   0.116 |   0.139 | 4.265e-01 | 2.190e-01 | 1.635e-01 | 6.257e+02 | 9.668e+01 | 9.656e+01 | 0.0298 | 0.0112 | 0.0080 |   rpm
   201452160 | 4709 |   75 |   75 | 4.655 | 0.050 | 0.050 | -0.280 | 0.300 | 0.360 |   0.643 |   0.077 |   0.081 |   0.697 |   0.078 |   0.093 | 2.560e+00 | 5.462e-01 | 5.497e-01 | 1.928e+02 | 3.986e+01 | 8.848e+00 | 0.0370 | 0.0264 | 0.0144 |   rpm
   201452440 | 3750 |  538 |  404 | 4.990 | 0.125 | 0.175 | -0.230 | 0.250 | 0.400 |   0.266 |   0.183 |   0.094 |   0.296 |   0.213 |   0.133 | 1.137e+01 | 1.212e+01 | 6.609e+00 | 6.247e+02 | 6.321e+02 | 2.758e+02 | 0.0328 | 0.0126 | 0.0108 |   col
   201452623 | 3723 |  454 |  324 | 4.990 | 0.125 | 0.175 | -0.210 | 0.250 | 0.350 |   0.288 |   0.156 |   0.101 |   0.305 |   0.193 |   0.138 | 1.137e+01 | 1.211e+01 | 6.609e+00 | 5.569e+02 | 4.176e+02 | 2.386e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201452834 | 4890 |   77 |   96 | 3.111 | 0.160 | 0.160 | -0.409 | 0.180 | 0.120 |   4.482 |   0.736 |   0.747 |   0.969 |   0.100 |   0.020 | 1.095e-02 | 8.302e-03 | 4.722e-03 | 1.927e+03 | 4.177e+02 | 3.433e+02 | 0.0335 | 0.0160 | 0.0100 |   apo
   201453259 | 6242 |  100 |  125 | 4.153 | 0.140 | 0.140 | -0.228 | 0.200 | 0.280 |   1.409 |   0.320 |   0.221 |   1.112 |   0.145 |   0.145 | 3.722e-01 | 2.315e-01 | 1.639e-01 | 5.904e+02 | 1.162e+02 | 1.145e+02 | 0.0313 | 0.0126 | 0.0084 |   rpm
   201453319 | 3823 |  597 |  331 | 4.949 | 0.120 | 0.192 | -0.210 | 0.250 | 0.400 |   0.311 |   0.205 |   0.107 |   0.335 |   0.218 |   0.156 | 9.437e+00 | 9.392e+00 | 5.849e+00 | 5.214e+02 | 4.878e+02 | 2.207e+02 | 0.0310 | 0.0126 | 0.0090 |   col
   201453322 | 3710 |  424 |  353 | 4.990 | 0.130 | 0.156 | -0.230 | 0.250 | 0.350 |   0.269 |   0.149 |   0.096 |   0.292 |   0.183 |   0.157 | 1.300e+01 | 1.447e+01 | 7.702e+00 | 6.465e+02 | 4.926e+02 | 3.189e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201453778 | 5888 |   95 |   95 | 4.345 | 0.090 | 0.180 | -0.124 | 0.160 | 0.200 |   1.091 |   0.285 |   0.156 |   0.998 |   0.089 |   0.089 | 7.144e-01 | 3.520e-01 | 3.227e-01 | 4.422e+02 | 1.259e+02 | 6.409e+01 | 0.0395 | 0.0144 | 0.0144 |   rpm
   201454088 | 4991 |   79 |   59 | 4.635 | 0.020 | 0.028 | -0.440 | 0.200 | 0.200 |   0.668 |   0.041 |   0.039 |   0.704 |   0.066 |   0.047 | 2.329e+00 | 2.543e-01 | 2.723e-01 | 4.836e+01 | 3.554e+00 | 3.554e+00 | 0.0121 | 0.0104 | 0.0040 |   plx
   201454153 | 3903 |  315 |  378 | 4.888 | 0.150 | 0.125 | -0.210 | 0.250 | 0.300 |   0.360 |   0.151 |   0.135 |   0.402 |   0.144 |   0.202 | 7.283e+00 | 9.287e+00 | 3.234e+00 | 5.802e+02 | 2.859e+02 | 2.746e+02 | 0.0326 | 0.0140 | 0.0100 |   col
   201454322 | 4006 |  596 |  447 | 4.869 | 0.155 | 0.186 | -0.275 | 0.240 | 0.420 |   0.381 |   0.183 |   0.143 |   0.439 |   0.194 |   0.194 | 7.233e+00 | 9.147e+00 | 4.039e+00 | 6.816e+02 | 5.305e+02 | 2.983e+02 | 0.0326 | 0.0140 | 0.0100 |   col
   201454462 | 3756 |  559 |  349 | 4.990 | 0.130 | 0.182 | -0.280 | 0.250 | 0.450 |   0.273 |   0.195 |   0.099 |   0.311 |   0.227 |   0.142 | 1.119e+01 | 1.246e+01 | 6.631e+00 | 6.610e+02 | 6.873e+02 | 2.961e+02 | 0.0325 | 0.0140 | 0.0100 |   col
   201454571 | 4797 |  171 |   85 | 2.450 | 0.176 | 0.080 | -0.533 | 0.120 | 0.120 |   9.242 |   1.340 |   1.526 |   0.959 |   0.019 |   0.043 | 1.095e-03 | 8.972e-04 | 2.831e-04 | 3.781e+03 | 5.602e+02 | 5.776e+02 | 0.0328 | 0.0128 | 0.0096 |   apo
   201454630 | 6284 |  126 |  101 | 4.164 | 0.120 | 0.192 | -0.057 | 0.120 | 0.210 |   1.471 |   0.475 |   0.236 |   1.236 |   0.137 |   0.160 | 3.670e-01 | 2.014e-01 | 1.848e-01 | 5.655e+02 | 1.379e+02 | 9.405e+01 | 0.0372 | 0.0096 | 0.0112 |   rpm
   201454870 | 6091 |  123 |   74 | 4.246 | 0.120 | 0.144 | -0.395 | 0.250 | 0.250 |   1.197 |   0.224 |   0.159 |   0.983 |   0.102 |   0.085 | 5.006e-01 | 2.928e-01 | 1.848e-01 | 4.556e+02 | 6.871e+01 | 8.134e+01 | 0.0310 | 0.0144 | 0.0080 |   rpm
   201454980 | 3751 |  391 |  279 | 4.948 | 0.138 | 0.161 | -0.136 | 0.200 | 0.280 |   0.300 |   0.153 |   0.101 |   0.320 |   0.205 |   0.147 | 9.948e+00 | 9.674e+00 | 5.545e+00 | 2.963e+02 | 2.081e+02 | 1.222e+02 | 0.0292 | 0.0126 | 0.0090 |   col
   201455100 | 3867 |  378 |  315 | 4.899 | 0.130 | 0.156 | -0.125 | 0.200 | 0.280 |   0.374 |   0.133 |   0.130 |   0.423 |   0.153 |   0.184 | 7.092e+00 | 7.657e+00 | 3.239e+00 | 3.673e+02 | 1.925e+02 | 1.637e+02 | 0.0309 | 0.0140 | 0.0100 |   col
