# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   201659859 | 5151 |  185 |  154 | 4.577 | 0.035 | 0.042 | -0.183 | 0.200 | 0.280 |   0.754 |   0.074 |   0.057 |   0.806 |   0.064 |   0.064 | 1.793e+00 | 3.234e-01 | 3.154e-01 | 4.548e+02 | 6.164e+01 | 4.570e+01 | 0.0312 | 0.0126 | 0.0070 |   rpm
   201659899 | 5899 |  142 |  178 | 4.316 | 0.132 | 0.308 | -0.176 | 0.200 | 0.280 |   1.140 |   0.502 |   0.190 |   1.007 |   0.123 |   0.123 | 6.357e-01 | 4.096e-01 | 4.193e-01 | 4.682e+02 | 1.959e+02 | 8.127e+01 | 0.0308 | 0.0098 | 0.0070 |   rpm
   201660201 | 4888 |  145 |  116 | 4.609 | 0.030 | 0.030 | -0.113 | 0.180 | 0.210 |   0.718 |   0.046 |   0.043 |   0.781 |   0.049 |   0.059 | 2.041e+00 | 2.755e-01 | 2.427e-01 | 4.036e+02 | 3.690e+01 | 3.381e+01 | 0.0330 | 0.0108 | 0.0090 |   rpm
   201660209 | 3731 |   81 |   37 | 4.926 | 0.020 | 0.028 |  0.111 | 0.060 | 0.140 |   0.355 |   0.022 |   0.015 |   0.390 |   0.027 |   0.015 | 8.596e+00 | 7.214e-01 | 1.040e+00 | 8.695e+01 | 7.037e+00 | 2.608e+00 | 0.0170 | 0.0036 | 0.0036 |   rpm
   201660518 | 3477 |  136 |  136 | 5.078 | 0.035 | 0.035 | -0.050 | 0.160 | 0.280 |   0.212 |   0.026 |   0.027 |   0.196 |   0.034 |   0.029 | 2.056e+01 | 4.734e+00 | 3.848e+00 | 1.996e+02 | 3.340e+01 | 3.296e+01 | 0.0260 | 0.0096 | 0.0080 |   rpm
   201660662 | 6229 |  195 |  156 | 4.169 | 0.155 | 0.217 | -0.087 | 0.150 | 0.240 |   1.459 |   0.472 |   0.265 |   1.207 |   0.169 |   0.141 | 3.674e-01 | 2.638e-01 | 1.952e-01 | 3.628e+02 | 1.063e+02 | 6.993e+01 | 0.0313 | 0.0126 | 0.0090 |   rpm
   201660711 | 3822 |  478 |  341 | 4.965 | 0.125 | 0.175 | -0.260 | 0.250 | 0.350 |   0.302 |   0.157 |   0.103 |   0.336 |   0.188 |   0.156 | 9.836e+00 | 1.048e+01 | 5.717e+00 | 6.295e+02 | 4.519e+02 | 3.006e+02 | 0.0328 | 0.0126 | 0.0108 |   col
   201660735 | 4993 |   99 |  119 | 4.569 | 0.042 | 1.008 | -0.028 | 0.180 | 0.210 |   0.781 |   2.019 |   0.057 |   0.854 |   0.233 |   0.061 | 1.664e+00 | 3.551e-01 | 1.619e+00 | 3.404e+02 | 8.646e+02 | 3.980e+01 | 0.0328 | 0.0110 | 0.0110 |   rpm
   201660750 | 3630 |  363 |  259 | 5.010 | 0.105 | 0.126 | -0.096 | 0.160 | 0.320 |   0.268 |   0.140 |   0.079 |   0.268 |   0.166 |   0.104 | 1.375e+01 | 1.099e+01 | 6.954e+00 | 2.594e+02 | 1.876e+02 | 9.459e+01 | 0.0278 | 0.0126 | 0.0090 |   col
   201660955 | 4743 |  115 |  115 | 2.426 | 0.352 | 0.132 | -0.248 | 0.200 | 0.320 |  10.751 |   1.229 |   3.625 |   1.161 |   0.222 |   0.185 | 8.690e-04 | 1.943e-03 | 2.948e-04 | 1.024e+03 | 1.197e+02 | 3.208e+02 | 0.0332 | 0.0140 | 0.0100 |   rpm
   201661487 | 5430 |  166 |  166 | 3.953 | 0.532 | 0.931 | -0.166 | 0.240 | 0.720 |   1.601 |   2.873 |   0.921 |   0.952 |   0.223 |   0.080 | 1.517e-01 | 1.530e+00 | 1.464e-01 | 4.225e+02 | 7.551e+02 | 2.092e+02 | 0.0327 | 0.0132 | 0.0110 |   rpm
   201661761 | 3762 |  302 |  216 | 5.013 | 0.055 | 0.077 | -0.280 | 0.250 | 0.550 |   0.263 |   0.078 |   0.044 |   0.277 |   0.102 |   0.064 | 1.419e+01 | 4.953e+00 | 4.859e+00 | 1.853e+01 | 6.930e+00 | 5.874e+00 | 0.0026 | 0.0028 | 0.0020 |   rpm
   201661817 | 3717 |  603 |  335 | 4.963 | 0.125 | 0.225 | -0.210 | 0.250 | 0.400 |   0.287 |   0.194 |   0.100 |   0.305 |   0.249 |   0.138 | 1.127e+01 | 1.174e+01 | 7.120e+00 | 5.328e+02 | 5.274e+02 | 2.325e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201661820 | 5065 |  160 |   80 | 3.749 | 0.832 | 0.624 | -0.190 | 0.250 | 0.550 |   2.279 |   1.451 |   1.508 |   0.911 |   0.257 |   0.099 | 7.363e-02 | 1.508e+00 | 6.410e-02 | 9.418e+02 | 6.105e+02 | 6.281e+02 | 0.0338 | 0.0168 | 0.0140 |   rpm
   201661954 | 4618 |   55 |   55 | 4.639 | 0.030 | 0.025 |  0.039 | 0.090 | 0.210 |   0.683 |   0.023 |   0.058 |   0.750 |   0.023 |   0.055 | 2.331e+00 | 4.203e-01 | 2.051e-01 | 2.186e+02 | 1.835e+01 | 2.015e+01 | 0.0282 | 0.0108 | 0.0060 |   rpm
   201662098 | 4364 |  234 |   78 | 4.757 | 0.180 | 0.120 | -0.213 | 0.250 | 1.000 |   0.514 |   0.147 |   0.168 |   0.602 |   0.125 |   0.209 | 3.746e+00 | 5.117e+00 | 1.404e+00 | 5.654e+01 | 2.223e+01 | 1.814e+01 | 0.0131 | 0.0048 | 0.0024 |   rpm
   201662129 | 3949 |  351 |  351 | 4.884 | 0.156 | 0.130 | -0.210 | 0.250 | 0.350 |   0.380 |   0.130 |   0.143 |   0.402 |   0.173 |   0.173 | 7.225e+00 | 9.479e+00 | 3.254e+00 | 6.289e+02 | 3.164e+02 | 2.735e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201662342 | 3657 |  457 |  304 | 5.004 | 0.110 | 0.154 | -0.125 | 0.200 | 0.320 |   0.271 |   0.154 |   0.085 |   0.277 |   0.195 |   0.130 | 1.388e+01 | 1.226e+01 | 7.386e+00 | 3.143e+02 | 2.503e+02 | 1.214e+02 | 0.0297 | 0.0126 | 0.0090 |   col
   201662396 | 4670 |   74 |   74 | 2.095 | 0.553 | 1.027 | -0.815 | 0.500 | 1.200 |  13.197 |  29.468 |   6.181 |   0.879 |   0.118 |   0.098 | 3.246e-04 | 1.850e-03 | 3.151e-04 | 3.928e+03 | 8.249e+03 | 1.792e+03 | 0.0353 | 0.0144 | 0.0096 |   rpm
   201662764 | 3837 |  403 |  336 | 4.917 | 0.135 | 0.162 | -0.165 | 0.200 | 0.280 |   0.345 |   0.164 |   0.126 |   0.377 |   0.161 |   0.193 | 7.885e+00 | 9.208e+00 | 3.747e+00 | 4.657e+02 | 2.589e+02 | 2.149e+02 | 0.0326 | 0.0140 | 0.0100 |   col
   201662959 | 6211 |  128 |  128 | 4.194 | 0.135 | 0.189 | -0.071 | 0.150 | 0.210 |   1.404 |   0.401 |   0.231 |   1.179 |   0.148 |   0.123 | 3.697e-01 | 2.299e-01 | 1.818e-01 | 3.143e+02 | 9.642e+01 | 5.468e+01 | 0.0307 | 0.0126 | 0.0090 |   rpm
   201663007 | 5792 |  172 |  138 | 4.407 | 0.080 | 0.400 | -0.345 | 0.250 | 0.400 |   0.974 |   0.588 |   0.120 |   0.909 |   0.079 |   0.079 | 9.047e-01 | 3.910e-01 | 6.897e-01 | 5.902e+02 | 3.474e+02 | 8.438e+01 | 0.0321 | 0.0112 | 0.0080 |   rpm
   201663122 | 5019 |  120 |  151 | 4.598 | 0.035 | 0.042 | -0.206 | 0.300 | 0.360 |   0.721 |   0.071 |   0.055 |   0.765 |   0.070 |   0.070 | 1.974e+00 | 3.559e-01 | 3.471e-01 | 4.325e+02 | 4.282e+01 | 4.633e+01 | 0.0369 | 0.0060 | 0.0072 |   rpm
   201663181 | 3637 |  145 |  174 | 4.996 | 0.090 | 0.075 | -0.060 | 0.180 | 0.240 |   0.272 |   0.067 |   0.072 |   0.275 |   0.091 |   0.091 | 1.245e+01 | 7.191e+00 | 3.935e+00 | 1.134e+02 | 3.439e+01 | 3.514e+01 | 0.0203 | 0.0098 | 0.0070 |   col
   201663270 | 4081 |   64 |   48 | 4.808 | 0.020 | 0.027 | -0.043 | 0.060 | 0.160 |   0.482 |   0.033 |   0.010 |   0.549 |   0.036 |   0.013 | 4.851e+00 | 2.911e-01 | 5.672e-01 | 1.240e+02 | 4.418e+00 | 3.721e+00 | 0.0178 | 0.0080 | 0.0020 |   rpm
   201663542 | 5785 |  140 |  210 | 4.459 | 0.065 | 0.182 | -0.295 | 0.240 | 0.400 |   0.934 |   0.282 |   0.105 |   0.914 |   0.085 |   0.113 | 1.105e+00 | 3.185e-01 | 5.612e-01 | 3.028e+02 | 9.931e+01 | 5.802e+01 | 0.0319 | 0.0108 | 0.0090 |   rpm
   201663603 | 5089 |  152 |  122 | 4.541 | 0.060 | 1.416 | -0.359 | 0.350 | 0.560 |   0.825 |   3.549 |   0.108 |   0.852 |   0.072 |   0.086 | 1.500e+00 | 5.050e-01 | 1.490e+00 | 6.058e+02 | 2.334e+03 | 1.065e+02 | 0.0335 | 0.0144 | 0.0108 |   rpm
   201663668 | 3839 |  523 |  348 | 4.937 | 0.120 | 0.168 | -0.176 | 0.200 | 0.320 |   0.317 |   0.163 |   0.108 |   0.372 |   0.190 |   0.158 | 9.293e+00 | 9.248e+00 | 5.236e+00 | 3.806e+02 | 2.702e+02 | 1.580e+02 | 0.0301 | 0.0126 | 0.0090 |   col
   201663845 | 5634 |  114 |  136 | 4.491 | 0.060 | 0.144 | -0.348 | 0.250 | 0.350 |   0.863 |   0.249 |   0.094 |   0.853 |   0.090 |   0.090 | 1.230e+00 | 4.139e-01 | 7.148e-01 | 6.117e+02 | 1.991e+02 | 8.866e+01 | 0.0345 | 0.0140 | 0.0100 |   rpm
   201663846 | 3776 |  552 |  345 | 4.963 | 0.125 | 0.200 | -0.260 | 0.250 | 0.400 |   0.296 |   0.164 |   0.106 |   0.331 |   0.215 |   0.153 | 9.802e+00 | 1.044e+01 | 5.697e+00 | 6.337e+02 | 5.036e+02 | 2.806e+02 | 0.0328 | 0.0126 | 0.0108 |   col
   201663879 | 5333 |  158 |  158 | 4.461 | 0.096 | 0.848 | -0.110 | 0.200 | 0.520 |   0.928 |   1.761 |   0.131 |   0.928 |   0.193 |   0.064 | 1.155e+00 | 4.212e-01 | 1.100e+00 | 2.264e+02 | 3.782e+02 | 4.440e+01 | 0.0307 | 0.0126 | 0.0090 |   rpm
   201663896 | 5392 |  164 |  131 | 4.559 | 0.055 | 0.066 | -0.472 | 0.300 | 0.420 |   0.763 |   0.087 |   0.093 |   0.782 |   0.076 |   0.076 | 1.689e+00 | 4.373e-01 | 3.474e-01 | 8.467e+02 | 1.143e+02 | 1.194e+02 | 0.0311 | 0.0144 | 0.0090 |   rpm
   201663913 | 3939 |  231 |  192 | 4.859 | 0.096 | 0.080 | -0.083 | 0.200 | 0.280 |   0.403 |   0.083 |   0.093 |   0.461 |   0.100 |   0.120 | 6.492e+00 | 3.609e+00 | 2.001e+00 | 1.246e+02 | 3.409e+01 | 3.139e+01 | 0.0210 | 0.0112 | 0.0070 |   col
   201663976 | 5100 |  101 |  101 | 3.501 | 1.111 | 0.404 | -0.445 | 0.480 | 0.480 |   2.553 |   1.813 |   1.849 |   0.892 |   0.063 |   0.045 | 5.518e-02 | 1.536e+00 | 4.491e-02 | 9.403e+02 | 6.274e+02 | 6.646e+02 | 0.0336 | 0.0154 | 0.0110 |   rpm
   201664731 | 4773 |   97 |   97 | 2.471 | 0.400 | 0.120 | -0.215 | 0.160 | 0.240 |  10.774 |   0.931 |   3.656 |   1.192 |   0.428 |   0.178 | 9.739e-04 | 2.661e-03 | 2.552e-04 | 6.659e+02 | 5.423e+01 | 2.014e+02 | 0.0329 | 0.0126 | 0.0108 |   rpm
   201664797 | 3749 |  460 |  329 | 4.990 | 0.125 | 0.175 | -0.230 | 0.250 | 0.350 |   0.288 |   0.156 |   0.101 |   0.297 |   0.213 |   0.133 | 1.137e+01 | 1.211e+01 | 6.609e+00 | 5.904e+02 | 4.547e+02 | 2.569e+02 | 0.0328 | 0.0126 | 0.0108 |   col
   201664907 | 4896 |   98 |   78 | 4.625 | 0.096 | 3.024 | -1.103 | 0.450 | 0.810 |   0.650 |  22.292 |   0.098 |   0.689 |   0.127 |   0.091 | 2.261e+00 | 1.209e+00 | 2.261e+00 | 1.413e+03 | 4.452e+04 | 2.927e+02 | 0.0374 | 0.0144 | 0.0120 |   rpm
   201665004 | 3755 |   86 |  172 | 4.958 | 0.054 | 0.063 | -0.018 | 0.090 | 0.210 |   0.317 |   0.067 |   0.047 |   0.347 |   0.082 |   0.082 | 1.021e+01 | 3.405e+00 | 2.981e+00 | 6.330e+01 | 2.686e+01 | 1.886e+01 | 0.0142 | 0.0060 | 0.0050 |   rpm
   201665257 | 3390 |   33 |   33 | 5.154 | 0.021 | 0.020 | -0.221 | 0.060 | 0.180 |   0.168 |   0.008 |   0.007 |   0.149 |   0.008 |   0.006 | 3.054e+01 | 3.101e+00 | 2.365e+00 | 2.145e+02 | 6.435e+00 | 2.699e+01 | 0.0270 | 0.0154 | 0.0070 |   rpm
   201665681 | 4910 |   97 |   77 | 2.554 | 0.880 | 0.264 | -0.595 | 0.350 | 0.490 |   7.827 |   3.047 |   4.570 |   0.935 |   0.164 |   0.063 | 1.397e-03 | 2.481e-02 | 7.513e-04 | 2.272e+03 | 7.647e+02 | 1.273e+03 | 0.0330 | 0.0132 | 0.0110 |   rpm
   201665713 | 5933 |  143 |  214 | 4.265 | 0.155 | 0.341 | -0.091 | 0.150 | 0.240 |   1.215 |   0.658 |   0.236 |   1.058 |   0.122 |   0.122 | 4.892e-01 | 4.868e-01 | 3.345e-01 | 4.552e+02 | 2.300e+02 | 1.027e+02 | 0.0349 | 0.0120 | 0.0120 |   rpm
   201666067 | 4957 |   80 |   80 | 3.543 | 1.045 | 0.570 | -0.175 | 0.250 | 0.400 |   2.588 |   1.797 |   1.858 |   0.945 |   0.211 |   0.132 | 4.840e-02 | 1.717e+00 | 3.896e-02 | 7.905e+02 | 5.124e+02 | 5.749e+02 | 0.0347 | 0.0110 | 0.0110 |   rpm
   201666253 | 6281 |  101 |  127 | 4.176 | 0.130 | 0.182 | -0.181 | 0.200 | 0.280 |   1.417 |   0.388 |   0.225 |   1.176 |   0.138 |   0.165 | 3.586e-01 | 2.230e-01 | 1.764e-01 | 4.342e+02 | 1.241e+02 | 7.138e+01 | 0.0318 | 0.0108 | 0.0090 |   rpm
   201666602 | 3693 |  523 |  327 | 4.990 | 0.125 | 0.175 | -0.230 | 0.250 | 0.400 |   0.261 |   0.177 |   0.091 |   0.286 |   0.228 |   0.127 | 1.315e+01 | 1.401e+01 | 7.641e+00 | 6.177e+02 | 6.216e+02 | 2.719e+02 | 0.0325 | 0.0140 | 0.0100 |   col
   201666913 | 4384 |   68 |   86 | 4.685 | 0.035 | 3.507 | -0.178 | 0.200 | 0.760 |   0.616 |  38.600 |   0.051 |   0.686 |   0.165 |   0.055 | 2.818e+00 | 5.543e-01 | 2.818e+00 | 2.693e+02 | 1.505e+04 | 2.313e+01 | 0.0295 | 0.0090 | 0.0090 |   rpm
   201667087 | 6504 |  162 |  162 | 4.143 | 0.130 | 0.156 | -0.076 | 0.120 | 0.240 |   1.527 |   0.346 |   0.239 |   1.286 |   0.153 |   0.153 | 3.178e-01 | 1.688e-01 | 1.272e-01 | 5.569e+02 | 1.339e+02 | 9.155e+01 | 0.0329 | 0.0180 | 0.0108 |   rpm
   201667292 | 3567 |  383 |  319 | 5.023 | 0.120 | 0.120 | -0.185 | 0.240 | 0.320 |   0.233 |   0.136 |   0.074 |   0.229 |   0.168 |   0.093 | 1.617e+01 | 1.500e+01 | 8.815e+00 | 5.070e+02 | 3.640e+02 | 2.119e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201667427 | 4722 |   75 |   56 | 2.350 | 0.270 | 0.990 | -0.743 | 0.250 | 0.900 |  10.482 |  18.682 |   2.913 |   0.896 |   0.066 |   0.079 | 7.233e-04 | 1.306e-03 | 6.950e-04 | 4.849e+03 | 8.843e+03 | 1.150e+03 | 0.0300 | 0.0126 | 0.0070 |   rpm
   201667902 | 3744 |  470 |  335 | 4.964 | 0.130 | 0.182 | -0.230 | 0.250 | 0.400 |   0.273 |   0.155 |   0.099 |   0.312 |   0.199 |   0.142 | 1.119e+01 | 1.246e+01 | 6.631e+00 | 6.247e+02 | 4.939e+02 | 2.758e+02 | 0.0328 | 0.0126 | 0.0108 |   col
   201667910 | 3631 |  370 |  309 | 5.013 | 0.125 | 0.150 | -0.125 | 0.200 | 0.280 |   0.251 |   0.128 |   0.085 |   0.255 |   0.174 |   0.109 | 1.428e+01 | 1.422e+01 | 8.048e+00 | 3.736e+02 | 2.712e+02 | 1.571e+02 | 0.0306 | 0.0140 | 0.0100 |   col
   201667931 | 3757 |  447 |  383 | 4.988 | 0.125 | 0.175 | -0.210 | 0.250 | 0.350 |   0.292 |   0.160 |   0.103 |   0.305 |   0.193 |   0.138 | 1.133e+01 | 1.207e+01 | 6.586e+00 | 5.269e+02 | 4.057e+02 | 2.292e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201668050 | 3774 |  105 |  105 | 4.893 | 0.063 | 0.042 |  0.144 | 0.080 | 0.200 |   0.381 |   0.047 |   0.061 |   0.423 |   0.056 |   0.079 | 7.220e+00 | 2.838e+00 | 1.215e+00 | 1.235e+02 | 2.066e+01 | 2.558e+01 | 0.0234 | 0.0032 | 0.0064 |   rpm
   201668373 | 3525 |  147 |   84 | 5.039 | 0.049 | 0.035 | -0.066 | 0.240 | 0.200 |   0.239 |   0.029 |   0.031 |   0.229 |   0.039 |   0.039 | 1.633e+01 | 5.197e+00 | 3.056e+00 | 2.026e+02 | 3.380e+01 | 2.897e+01 | 0.0280 | 0.0120 | 0.0100 |   rpm
   201668425 | 5282 |  127 |  191 | 4.557 | 0.045 | 0.054 | -0.143 | 0.240 | 0.240 |   0.799 |   0.088 |   0.067 |   0.841 |   0.073 |   0.073 | 1.583e+00 | 3.645e-01 | 3.485e-01 | 3.029e+02 | 4.777e+01 | 3.479e+01 | 0.0312 | 0.0208 | 0.0130 |   rpm
   201668436 | 5735 |  116 |  116 | 4.456 | 0.055 | 0.088 | -0.252 | 0.200 | 0.360 |   0.928 |   0.108 |   0.115 |   0.914 |   0.067 |   0.108 | 1.066e+00 | 3.200e-01 | 2.812e-01 | 3.058e+02 | 4.724e+01 | 5.928e+01 | 0.0297 | 0.0128 | 0.0096 |   rpm
   201668513 | 5786 |  278 |  333 | 4.458 | 0.115 | 0.299 | -0.880 | 0.350 | 0.420 |   0.858 |   0.409 |   0.139 |   0.788 |   0.072 |   0.072 | 1.217e+00 | 6.898e-01 | 8.028e-01 | 2.004e+03 | 1.157e+03 | 4.084e+02 | 0.0334 | 0.0120 | 0.0100 |   rpm
   201668524 | 3849 |  842 |  324 | 4.925 | 0.125 | 0.250 | -0.221 | 0.250 | 0.350 |   0.324 |   0.260 |   0.111 |   0.376 |   0.289 |   0.193 | 8.318e+00 | 8.665e+00 | 5.663e+00 | 3.487e+02 | 4.801e+02 | 1.457e+02 | 0.0301 | 0.0126 | 0.0090 |   col
   201668557 | 3760 |  594 |  297 | 4.955 | 0.115 | 0.207 | -0.176 | 0.240 | 0.320 |   0.326 |   0.198 |   0.106 |   0.355 |   0.210 |   0.150 | 9.473e+00 | 8.787e+00 | 5.693e+00 | 3.431e+02 | 2.923e+02 | 1.378e+02 | 0.0301 | 0.0126 | 0.0090 |   col
   201668695 | 4844 |  115 |  115 | 4.630 | 0.042 | 0.035 | -0.248 | 0.250 | 0.300 |   0.687 |   0.054 |   0.069 |   0.739 |   0.064 |   0.077 | 2.237e+00 | 4.774e-01 | 3.330e-01 | 4.161e+02 | 4.330e+01 | 4.661e+01 | 0.0307 | 0.0128 | 0.0080 |   rpm
   201668710 | 5134 |  121 |  121 | 4.579 | 0.040 | 1.128 | -0.357 | 0.250 | 0.400 |   0.758 |   2.210 |   0.065 |   0.806 |   0.098 |   0.082 | 1.805e+00 | 3.402e-01 | 1.769e+00 | 5.906e+02 | 1.653e+03 | 5.936e+01 | 0.0336 | 0.0126 | 0.0108 |   rpm
   201668772 | 5470 |  131 |  109 | 4.538 | 0.035 | 0.070 | -0.270 | 0.250 | 0.400 |   0.825 |   0.096 |   0.073 |   0.857 |   0.072 |   0.097 | 1.517e+00 | 2.736e-01 | 3.663e-01 | 2.729e+02 | 4.920e+01 | 2.584e+01 | 0.0322 | 0.0080 | 0.0080 |   rpm
   201668870 | 6063 |   96 |  120 | 4.191 | 0.185 | 0.259 | -0.094 | 0.160 | 0.240 |   1.337 |   0.563 |   0.243 |   1.105 |   0.144 |   0.120 | 3.585e-01 | 3.486e-01 | 2.200e-01 | 1.696e+02 | 5.773e+01 | 3.674e+01 | 0.0269 | 0.0140 | 0.0100 |   rpm
   201669024 | 4866 |   58 |   58 | 4.660 | 0.077 | 0.042 | -0.565 | 0.450 | 0.540 |   0.637 |   0.066 |   0.093 |   0.680 |   0.088 |   0.088 | 2.562e+00 | 1.007e+00 | 4.310e-01 | 2.309e+02 | 6.926e+00 | 2.746e+01 | 0.0247 | 0.0120 | 0.0060 |   rpm
   201669267 | 4897 |   77 |   77 | 2.378 | 0.555 | 0.555 | -0.957 | 0.400 | 0.640 |   9.342 |   7.580 |   4.185 |   0.893 |   0.078 |   0.068 | 7.449e-04 | 4.120e-03 | 6.665e-04 | 1.788e+03 | 1.663e+03 | 7.542e+02 | 0.0328 | 0.0140 | 0.0100 |   rpm
   201669777 | 5434 |  127 |  159 | 4.532 | 0.055 | 0.880 | -0.364 | 0.200 | 0.640 |   0.813 |   1.432 |   0.087 |   0.863 |   0.036 |   0.092 | 1.508e+00 | 3.905e-01 | 1.436e+00 | 3.103e+02 | 5.691e+02 | 5.101e+01 | 0.0324 | 0.0120 | 0.0120 |   rpm
   201670300 | 3593 |  114 |   71 | 5.017 | 0.035 | 0.035 | -0.042 | 0.120 | 0.120 |   0.262 |   0.036 |   0.031 |   0.265 |   0.043 |   0.043 | 1.411e+01 | 3.491e+00 | 2.374e+00 | 1.982e+02 | 3.041e+01 | 3.120e+01 | 0.0295 | 0.0120 | 0.0100 |   rpm
   201670503 | 3806 |  428 |  305 | 4.920 | 0.130 | 0.156 | -0.136 | 0.200 | 0.280 |   0.335 |   0.151 |   0.121 |   0.358 |   0.203 |   0.169 | 8.222e+00 | 8.957e+00 | 4.287e+00 | 3.458e+02 | 2.255e+02 | 1.565e+02 | 0.0310 | 0.0126 | 0.0108 |   col
   201670553 | 5278 |  106 |  106 | 4.513 | 0.060 | 1.164 | -0.448 | 0.400 | 0.640 |   0.873 |   2.455 |   0.127 |   0.863 |   0.058 |   0.078 | 1.305e+00 | 5.130e-01 | 1.282e+00 | 4.645e+02 | 1.227e+03 | 7.205e+01 | 0.0317 | 0.0160 | 0.0096 |   rpm
   201670829 | 3639 |  480 |  300 | 5.023 | 0.120 | 0.168 | -0.185 | 0.240 | 0.360 |   0.260 |   0.157 |   0.084 |   0.251 |   0.191 |   0.106 | 1.316e+01 | 1.250e+01 | 7.255e+00 | 5.099e+02 | 4.662e+02 | 2.131e+02 | 0.0319 | 0.0140 | 0.0100 |   col
   201671216 | 5024 |   99 |   99 | 3.187 | 1.428 | 1.190 | -0.734 | 0.420 | 0.980 |   3.230 |   8.772 |   2.562 |   0.827 |   0.104 |   0.065 | 1.188e-02 | 1.484e+00 | 1.167e-02 | 2.960e+03 | 7.838e+03 | 2.334e+03 | 0.0302 | 0.0140 | 0.0070 |   rpm
   201671784 | 5875 |  351 |  105 | 4.557 | 0.025 | 0.135 | -1.282 | 0.480 | 0.160 |   0.742 |   0.156 |   0.036 |   0.729 |   0.064 |   0.025 | 1.772e+00 | 2.070e-01 | 6.942e-01 | 7.797e+02 | 2.368e+02 | 2.543e+01 | 0.0378 | 0.0032 | 0.0112 |   rpm
   201671983 | 4900 |   99 |   79 | 2.799 | 0.564 | 0.564 | -0.425 | 0.300 | 0.300 |   6.123 |   5.279 |   2.476 |   1.055 |   0.229 |   0.143 | 2.883e-03 | 1.625e-02 | 2.287e-03 | 9.699e+02 | 7.296e+02 | 4.164e+02 | 0.0333 | 0.0120 | 0.0100 |   rpm
   201672069 | 4478 |   68 |   68 | 4.685 | 0.035 | 0.042 | -0.123 | 0.150 | 0.300 |   0.619 |   0.048 |   0.059 |   0.684 |   0.046 |   0.064 | 2.808e+00 | 5.063e-01 | 4.290e-01 | 2.728e+02 | 2.770e+01 | 2.514e+01 | 0.0281 | 0.0112 | 0.0080 |   rpm
   201672091 | 3506 |  298 |  476 | 5.063 | 0.126 | 0.126 | -0.150 | 0.200 | 0.280 |   0.213 |   0.097 |   0.067 |   0.218 |   0.139 |   0.104 | 1.851e+01 | 2.052e+01 | 8.567e+00 | 4.162e+02 | 2.697e+02 | 1.877e+02 | 0.0319 | 0.0140 | 0.0120 |   col
   201672361 | 3866 |   70 |  117 | 4.908 | 0.056 | 0.040 | -0.119 | 0.150 | 0.210 |   0.366 |   0.045 |   0.046 |   0.404 |   0.059 |   0.059 | 7.722e+00 | 2.434e+00 | 1.373e+00 | 2.201e+02 | 3.613e+01 | 3.103e+01 | 0.0310 | 0.0096 | 0.0096 |   rpm
   201672437 | 5031 |  100 |   60 | 3.632 | 0.980 | 0.588 | -0.415 | 0.350 | 0.420 |   2.391 |   1.550 |   1.739 |   0.916 |   0.158 |   0.118 | 5.888e-02 | 2.035e+00 | 4.727e-02 | 8.495e+02 | 6.556e+02 | 6.035e+02 | 0.0347 | 0.0080 | 0.0096 |   rpm
   201672482 | 5425 |  609 | 1828 | 4.511 | 0.480 | 0.300 | -0.635 | 0.500 | 0.500 |   0.733 |   0.367 |   0.456 |   0.736 |   0.106 |   0.464 | 1.453e+00 | 8.954e+00 | 9.664e-01 | 1.544e+03 | 1.066e+03 | 1.189e+03 | 0.0320 | 0.0140 | 0.0100 |   col
   201672496 | 5993 |  145 |  145 | 4.258 | 0.145 | 0.203 | -0.092 | 0.160 | 0.240 |   1.237 |   0.369 |   0.211 |   1.078 |   0.097 |   0.116 | 4.897e-01 | 3.324e-01 | 2.526e-01 | 3.228e+02 | 9.114e+01 | 6.042e+01 | 0.0336 | 0.0140 | 0.0100 |   rpm
   201672531 | 6058 |  122 |  122 | 4.238 | 0.125 | 0.175 | -0.243 | 0.250 | 0.250 |   1.244 |   0.300 |   0.178 |   1.040 |   0.098 |   0.118 | 5.039e-01 | 2.676e-01 | 2.490e-01 | 4.898e+02 | 1.189e+02 | 7.368e+01 | 0.0328 | 0.0132 | 0.0110 |   rpm
   201673181 | 4778 |  117 |  146 | 2.461 | 0.324 | 0.108 | -0.207 | 0.240 | 0.280 |  10.807 |   1.065 |   1.990 |   1.256 |   0.571 |   0.238 | 9.294e-04 | 1.504e-03 | 2.146e-04 | 4.331e+02 | 3.527e+01 | 5.693e+01 | 0.0306 | 0.0126 | 0.0090 |   rpm
   201673204 | 5528 |  169 |  169 | 4.495 | 0.055 | 0.308 | -0.264 | 0.250 | 0.400 |   0.878 |   0.579 |   0.096 |   0.886 |   0.075 |   0.090 | 1.236e+00 | 4.162e-01 | 1.040e+00 | 7.278e+02 | 6.610e+02 | 1.129e+02 | 0.0357 | 0.0132 | 0.0110 |   rpm
