# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   202526459 | 7001 |  400 |  285 | 4.016 | 0.234 | 0.234 |  0.014 | 0.120 | 0.100 |   2.003 |   0.765 |   0.553 |   1.594 |   0.252 |   0.210 | 1.792e-01 | 2.370e-01 | 1.021e-01 | 4.951e+02 | 1.682e+02 | 1.255e+02 | 0.2403 | 0.1344 | 0.0960 |   rpm
   202526854 | 6175 |  231 |  154 | 4.196 | 0.140 | 0.140 | -0.089 | 0.150 | 0.210 |   1.339 |   0.293 |   0.241 |   1.165 |   0.124 |   0.149 | 4.225e-01 | 2.627e-01 | 1.860e-01 | 4.525e+02 | 1.135e+02 | 7.699e+01 | 0.2207 | 0.0876 | 0.0730 |   rpm
   202527051 | 7660 | 1163 |  447 | 3.802 | 0.205 | 0.287 |  0.060 | 0.100 | 0.080 |   2.829 |   1.232 |   0.858 |   2.182 |   0.380 |   0.444 | 8.314e-02 | 1.009e-01 | 5.580e-02 | 4.257e+02 | 1.592e+02 | 1.159e+02 | 0.4165 | 0.2388 | 0.1990 |   rpm
   202527844 | 6147 |  246 |  246 | 4.059 | 0.252 | 0.210 | -0.004 | 0.150 | 0.240 |   1.603 |   0.574 |   0.423 |   1.228 |   0.301 |   0.180 | 2.353e-01 | 3.343e-01 | 1.227e-01 | 5.063e+02 | 1.814e+02 | 1.335e+02 | 0.3462 | 0.1308 | 0.1090 |   rpm
   202528405 | 6029 |  304 |  253 | 4.048 | 0.276 | 0.230 | -0.043 | 0.150 | 0.210 |   1.745 |   0.625 |   0.608 |   1.193 |   0.263 |   0.188 | 2.287e-01 | 4.448e-01 | 1.230e-01 | 4.733e+02 | 1.876e+02 | 1.562e+02 | 0.3215 | 0.1708 | 0.1464 |   rpm
   202532858 | 5768 |  479 |  102 | 4.460 | 0.020 | 0.357 | -0.241 | 0.160 | 0.360 |   0.938 |   0.514 |   0.019 |   0.941 |   0.038 |   0.091 | 1.134e+00 | 6.803e-02 | 8.157e-01 | 1.849e+02 | 1.031e+02 | 6.525e+00 | 0.6027 | 0.1512 | 0.0504 |   rpm
   202532942 | 6400 |  426 |  213 | 4.060 | 0.188 | 0.329 |  0.049 | 0.120 | 0.120 |   1.745 |   1.010 |   0.433 |   1.450 |   0.260 |   0.260 | 2.262e-01 | 3.041e-01 | 1.576e-01 | 4.834e+02 | 2.684e+02 | 1.308e+02 | 0.2746 | 0.1400 | 0.1000 |   rpm
   202533382 | 6200 |  319 |  265 | 4.074 | 0.225 | 0.225 |  0.026 | 0.120 | 0.180 |   1.599 |   0.678 |   0.408 |   1.283 |   0.240 |   0.200 | 2.388e-01 | 3.083e-01 | 1.505e-01 | 4.950e+02 | 2.042e+02 | 1.238e+02 | 0.3773 | 0.2590 | 0.1850 |   rpm
   202533649 | 6202 |  260 |  312 | 4.030 | 0.294 | 0.252 | -0.015 | 0.150 | 0.150 |   1.738 |   0.667 |   0.561 |   1.267 |   0.273 |   0.195 | 2.013e-01 | 4.209e-01 | 1.114e-01 | 3.317e+02 | 1.433e+02 | 1.161e+02 | 0.4320 | 0.1056 | 0.1848 |   rpm
   202533810 | 4808 |  247 |   95 | 2.676 | 0.576 | 0.336 | -0.694 | 0.700 | 0.600 |   6.968 |   2.821 |   2.783 |   0.921 |   0.263 |   0.060 | 2.284e-03 | 1.223e-02 | 1.580e-03 | 9.190e+02 | 4.008e+02 | 3.166e+02 | 0.9495 | 0.1500 | 0.2250 |   rpm
   202534070 | 6952 |  446 |  446 | 4.071 | 0.140 | 0.252 |  0.019 | 0.150 | 0.120 |   1.882 |   0.779 |   0.366 |   1.565 |   0.300 |   0.187 | 2.156e-01 | 1.858e-01 | 1.307e-01 | 4.125e+02 | 1.783e+02 | 7.998e+01 | 0.4066 | 0.1280 | 0.1920 |   rpm
   202536655 | 6293 |  235 |  196 | 4.133 | 0.208 | 0.130 | -0.016 | 0.150 | 0.180 |   1.554 |   0.335 |   0.395 |   1.271 |   0.150 |   0.180 | 3.198e-01 | 3.734e-01 | 1.408e-01 | 2.828e+02 | 6.704e+01 | 7.726e+01 | 0.1826 | 0.0928 | 0.0580 |   rpm
   202538585 | 5985 |  145 |  181 | 4.279 | 0.130 | 0.260 | -0.179 | 0.200 | 0.280 |   1.201 |   0.452 |   0.195 |   1.031 |   0.123 |   0.123 | 5.372e-01 | 3.709e-01 | 3.132e-01 | 4.209e+02 | 1.294e+02 | 8.425e+01 | 0.2430 | 0.0940 | 0.0940 |   rpm
   202539362 | 6307 |  550 |  275 | 4.088 | 0.145 | 0.145 | -0.017 | 0.120 | 0.150 |   1.670 |   0.394 |   0.319 |   1.366 |   0.116 |   0.208 | 2.553e-01 | 1.935e-01 | 1.101e-01 | 1.462e+02 | 3.249e+01 | 3.249e+01 | 0.1982 | 0.1924 | 0.0888 |   plx
   202539462 | 6438 |  228 |  152 | 4.060 | 0.200 | 0.280 |  0.053 | 0.100 | 0.140 |   1.793 |   0.856 |   0.436 |   1.404 |   0.261 |   0.186 | 2.090e-01 | 2.765e-01 | 1.308e-01 | 4.671e+02 | 2.386e+02 | 1.192e+02 | 0.1954 | 0.0936 | 0.0624 |   rpm
   202540096 | 6536 |   65 |  631 | 4.267 | 0.020 | 0.486 | -0.028 | 0.050 | 0.050 |   1.379 |   1.080 |   0.028 |   1.293 |   0.036 |   0.026 | 4.897e-01 | 2.938e-02 | 4.001e-01 | 3.362e+02 | 2.342e+02 | 1.009e+01 | 0.9021 | 0.0010 | 0.2052 |   rpm
   202544694 | 4029 |  167 |   95 | 1.366 | 0.295 | 0.354 | -0.082 | 0.200 | 0.360 |  39.083 |  17.357 |  12.019 |   1.293 |   0.401 |   0.287 | 1.941e-05 | 4.057e-05 | 1.203e-05 | 4.329e+02 | 1.818e+02 | 1.818e+02 | 0.2472 | 0.2024 | 0.0616 |   plx
   202545478 | 6270 |  224 |  186 | 4.004 | 0.250 | 0.250 | -0.004 | 0.120 | 0.180 |   1.739 |   0.871 |   0.438 |   1.302 |   0.358 |   0.165 | 2.014e-01 | 2.762e-01 | 1.299e-01 | 5.845e+02 | 3.043e+02 | 1.512e+02 | 0.2550 | 0.0756 | 0.1008 |   rpm
   202546150 | 5393 |  219 |  156 | 3.689 | 0.385 | 1.232 | -0.427 | 0.450 | 0.720 |   2.369 |   6.589 |   0.700 |   1.006 |   0.149 |   0.149 | 6.030e-02 | 1.464e-01 | 5.913e-02 | 3.112e+02 | 7.005e+02 | 7.945e+01 | 0.1946 | 0.0962 | 0.0444 |   rpm
   202548111 | 7453 |  687 |  572 | 4.098 | 0.095 | 0.266 |  0.098 | 0.080 | 0.080 |   1.893 |   0.976 |   0.178 |   1.819 |   0.093 |   0.279 | 2.449e-01 | 7.793e-02 | 1.592e-01 | 8.025e+02 | 4.032e+02 | 7.196e+01 | 0.5527 | 0.2184 | 0.1872 |   rpm
   202548139 | 6236 |  355 |  164 | 4.106 | 0.234 | 0.234 | -0.001 | 0.150 | 0.180 |   1.571 |   0.605 |   0.374 |   1.278 |   0.218 |   0.155 | 3.084e-01 | 3.141e-01 | 1.756e-01 | 3.199e+02 | 1.126e+02 | 8.331e+01 | 0.2036 | 0.1320 | 0.0660 |   rpm
   202548310 | 3661 |  177 |  177 | 4.968 | 0.060 | 0.072 |  0.051 | 0.050 | 0.180 |   0.298 |   0.082 |   0.064 |   0.328 |   0.102 |   0.102 | 1.072e+01 | 5.136e+00 | 3.472e+00 | 9.373e+01 | 3.069e+01 | 2.312e+01 | 0.1079 | 0.1190 | 0.0420 |   rpm
   202548324 | 6060 |  121 |  121 | 4.118 | 0.261 | 0.203 | -0.046 | 0.120 | 0.150 |   1.478 |   0.433 |   0.429 |   1.155 |   0.159 |   0.132 | 2.983e-01 | 4.917e-01 | 1.585e-01 | 2.062e+02 | 7.649e+01 | 6.500e+01 | 0.1605 | 0.0560 | 0.0560 |   rpm
   202548530 | 6551 |  332 |  332 | 3.907 | 0.288 | 0.160 |  0.091 | 0.060 | 0.120 |   2.221 |   0.614 |   0.718 |   1.576 |   0.182 |   0.255 | 1.194e-01 | 2.387e-01 | 5.453e-02 | 7.044e+02 | 1.622e+02 | 2.390e+02 | 0.4759 | 0.1216 | 0.1520 |   rpm
   202551457 | 5170 |  370 |  164 | 4.579 | 0.050 | 0.070 | -0.281 | 0.240 | 0.360 |   0.757 |   0.110 |   0.081 |   0.779 |   0.109 |   0.078 | 1.819e+00 | 4.448e-01 | 4.799e-01 | 2.826e+02 | 5.188e+01 | 4.383e+01 | 0.2937 | 0.1716 | 0.1430 |   rpm
   202551541 | 4542 |  226 |  226 | 2.042 | 0.738 | 0.738 | -0.521 | 0.600 | 0.600 |  14.458 |  17.495 |   7.131 |   0.958 |   0.259 |   0.097 | 2.616e-04 | 2.594e-03 | 2.377e-04 | 4.178e+03 | 4.966e+03 | 2.043e+03 | 0.9721 | 0.1960 | 0.2744 |   rpm
   202551851 | 5865 |  309 |  618 | 4.178 | 0.294 | 0.441 | -0.050 | 0.160 | 0.240 |   1.279 |   1.036 |   0.396 |   1.077 |   0.214 |   0.178 | 4.071e-01 | 6.037e-01 | 3.279e-01 | 4.094e+02 | 2.988e+02 | 1.535e+02 | 0.4767 | 0.1716 | 0.2574 |   rpm
   202552065 | 6033 |  186 |  298 | 4.129 | 0.252 | 0.294 | -0.016 | 0.180 | 0.210 |   1.460 |   0.682 |   0.416 |   1.146 |   0.214 |   0.089 | 3.489e-01 | 4.615e-01 | 2.355e-01 | 1.872e+02 | 7.482e+01 | 6.216e+01 | 0.2704 | 0.1400 | 0.1400 |   rpm
   202552141 | 5511 |   89 |  178 | 3.887 | 0.020 | 0.116 | -0.082 | 0.240 | 0.240 |   2.052 |   0.236 |   0.041 |   1.154 |   0.048 |   0.115 | 1.373e-01 | 8.237e-03 | 4.318e-02 | 5.182e+02 | 1.555e+01 | 4.298e+01 | 1.4134 | 0.0032 | 0.0168 |   rpm
   202552587 | 5065 |   50 |   60 | 2.669 | 0.266 | 0.020 | -1.134 | 0.320 | 0.050 |   7.183 |   0.144 |   1.819 |   0.878 |   0.025 |   0.018 | 2.367e-03 | 3.471e-03 | 1.420e-04 | 9.770e+02 | 2.931e+01 | 1.807e+02 | 1.2792 | 0.0010 | 0.1728 |   rpm
   202552820 | 6455 |  455 |  202 | 3.794 | 0.376 | 0.235 |  0.068 | 0.150 | 0.150 |   2.497 |   1.087 |   0.992 |   1.668 |   0.295 |   0.295 | 7.872e-02 | 2.525e-01 | 4.665e-02 | 5.339e+02 | 2.371e+02 | 1.862e+02 | 0.4780 | 0.1710 | 0.0950 |   rpm
   202552884 | 4874 |  715 |  397 | 2.543 | 1.131 | 0.435 | -0.266 | 0.350 | 0.700 |   8.404 |   5.377 |   5.964 |   1.044 |   0.248 |   0.155 | 1.727e-03 | 8.092e-02 | 1.398e-03 | 2.541e+03 | 1.949e+03 | 1.727e+03 | 1.3989 | 0.5754 | 0.4110 |   rpm
   202552973 | 4686 |  235 |  235 | 2.462 | 0.486 | 0.405 | -0.220 | 0.360 | 0.660 |   9.045 |   5.993 |   3.605 |   1.062 |   0.216 |   0.185 | 1.204e-03 | 4.612e-03 | 9.547e-04 | 2.011e+03 | 1.368e+03 | 8.141e+02 | 1.1945 | 0.2450 | 0.3430 |   rpm
   202553018 | 4682 |  306 |  255 | 2.390 | 0.624 | 0.234 | -0.220 | 0.300 | 0.600 |  10.389 |   4.367 |   4.929 |   1.052 |   0.231 |   0.165 | 7.544e-04 | 5.021e-03 | 4.595e-04 | 2.217e+03 | 9.322e+02 | 9.075e+02 | 1.1345 | 0.2950 | 0.2950 |   rpm
   202553061 | 4766 |   76 |   76 | 3.034 | 0.140 | 0.168 | -0.075 | 0.120 | 0.150 |   5.365 |   1.290 |   0.882 |   1.231 |   0.152 |   0.127 | 6.618e-03 | 4.365e-03 | 3.014e-03 | 1.211e+03 | 2.626e+02 | 2.158e+02 | 0.3486 | 0.2560 | 0.1280 |   rav
   202554180 | 8782 |  161 | 1775 | 3.818 | 0.207 | 0.115 |  0.059 | 0.180 | 0.120 |   3.168 |   0.338 |   0.923 |   2.444 |   0.156 |   0.624 | 7.676e-02 | 9.156e-02 | 2.304e-02 | 5.548e+02 | 8.219e+01 | 1.674e+02 | 1.0913 | 0.1044 | 0.4002 |   rpm
   202554603 | 6412 |   64 | 2632 | 4.307 | 0.592 | 0.020 | -0.072 | 0.160 | 0.050 |   1.276 |   0.026 |   0.893 |   1.203 |   0.024 |   0.776 | 5.790e-01 | 6.984e+00 | 3.474e-02 | 4.266e+02 | 1.280e+01 | 3.282e+02 | 1.7922 | 0.0010 | 1.5788 |   rpm
   202555014 | 4009 |  317 |  264 | 4.823 | 0.075 | 0.090 |  0.012 | 0.150 | 0.360 |   0.464 |   0.093 |   0.089 |   0.524 |   0.083 |   0.111 | 4.926e+00 | 2.530e+00 | 1.439e+00 | 1.464e+02 | 4.448e+01 | 3.898e+01 | 0.4916 | 0.1792 | 0.1792 |   rpm
   202556430 | 6415 |  156 |  195 | 4.194 | 0.140 | 0.168 | -0.043 | 0.120 | 0.270 |   1.403 |   0.426 |   0.214 |   1.271 |   0.121 |   0.145 | 3.805e-01 | 2.366e-01 | 1.871e-01 | 4.569e+02 | 1.440e+02 | 9.563e+01 | 0.2066 | 0.0650 | 0.0650 |   rpm
   202556548 | 4630 |  141 |  113 | 2.468 | 0.315 | 0.105 |  0.012 | 0.160 | 0.240 |  11.296 |   0.948 |   2.980 |   1.312 |   0.381 |   0.211 | 9.086e-04 | 1.577e-03 | 2.114e-04 | 1.448e+03 | 1.397e+02 | 3.496e+02 | 0.3220 | 0.1104 | 0.0920 |   col
   202558355 | 7016 |  754 |  471 | 4.003 | 0.215 | 0.301 |  0.028 | 0.120 | 0.140 |   2.062 |   1.063 |   0.618 |   1.662 |   0.351 |   0.195 | 1.695e-01 | 2.642e-01 | 1.129e-01 | 2.754e+02 | 1.327e+02 | 7.880e+01 | 0.1899 | 0.2020 | 0.1010 |   rpm
   202559547 | 5671 |   56 |   56 | 4.500 | 0.020 | 0.020 |  0.020 | 0.050 | 0.050 |   0.934 |   0.019 |   0.019 |   1.008 |   0.020 |   0.020 | 1.236e+00 | 7.418e-02 | 7.418e-02 | 2.375e+02 | 7.124e+00 | 7.124e+00 | 1.3185 | 0.0010 | 0.0010 |   rpm
   202560203 | 6399 |  453 |  206 | 3.967 | 0.306 | 0.255 |  0.056 | 0.120 | 0.150 |   1.925 |   0.894 |   0.610 |   1.441 |   0.245 |   0.205 | 1.618e-01 | 3.136e-01 | 9.591e-02 | 6.506e+02 | 2.579e+02 | 2.148e+02 | 0.3529 | 0.1464 | 0.1220 |   rpm
   202560219 | 4624 |  137 |  110 | 2.429 | 0.276 | 0.138 | -0.068 | 0.200 | 0.320 |  11.248 |   1.343 |   2.860 |   1.238 |   0.365 |   0.228 | 8.787e-04 | 1.433e-03 | 2.982e-04 | 1.519e+03 | 2.011e+02 | 3.344e+02 | 0.2992 | 0.1190 | 0.0850 |   col
   202561196 | 5796 |  279 |  419 | 4.243 | 0.220 | 0.440 |  0.005 | 0.150 | 0.270 |   1.207 |   0.940 |   0.331 |   1.069 |   0.260 |   0.130 | 4.778e-01 | 6.167e-01 | 3.703e-01 | 3.733e+02 | 2.826e+02 | 1.108e+02 | 0.4423 | 0.1644 | 0.1918 |   rpm
   202561581 | 6316 |  269 |  215 | 4.033 | 0.240 | 0.288 |  0.029 | 0.090 | 0.180 |   1.723 |   0.826 |   0.558 |   1.403 |   0.282 |   0.282 | 2.158e-01 | 3.326e-01 | 1.454e-01 | 3.630e+02 | 1.557e+02 | 1.265e+02 | 0.2318 | 0.1176 | 0.0840 |   rpm
   202562641 | 6767 |  165 |  413 | 4.024 | 0.225 | 0.360 |  0.011 | 0.120 | 0.100 |   1.951 |   1.173 |   0.557 |   1.491 |   0.340 |   0.189 | 1.920e-01 | 1.876e-01 | 1.429e-01 | 5.426e+02 | 3.488e+02 | 1.340e+02 | 0.7271 | 0.1000 | 0.1400 |   rpm
   202563133 | 4119 |  330 |  137 | 4.774 | 0.050 | 0.080 | -0.009 | 0.150 | 0.180 |   0.510 |   0.102 |   0.058 |   0.578 |   0.107 |   0.060 | 4.029e+00 | 1.356e+00 | 1.254e+00 | 1.448e+02 | 3.986e+01 | 3.126e+01 | 0.2379 | 0.2044 | 0.1460 |   rpm
   202563699 | 3957 |   80 |   80 | 0.778 | 0.125 | 0.150 | -0.672 | 0.120 | 0.150 |  64.987 |   9.456 |   9.776 |   0.919 |   0.037 |   0.018 | 3.178e-06 | 1.688e-06 | 1.102e-06 | 5.687e+03 | 7.678e+02 | 8.018e+02 | 0.3517 | 0.2700 | 0.1350 |   rav
   202564230 | 7228 |  308 |  264 | 4.122 | 0.110 | 0.198 |  0.032 | 0.140 | 0.120 |   1.779 |   0.575 |   0.286 |   1.627 |   0.209 |   0.149 | 2.568e-01 | 1.319e-01 | 1.350e-01 | 7.001e+02 | 1.805e+02 | 1.218e+02 | 0.2319 | 0.0960 | 0.0640 |   rpm
   202564237 | 5995 |  185 |  222 | 4.267 | 0.150 | 0.210 | -0.126 | 0.150 | 0.300 |   1.162 |   0.342 |   0.196 |   1.040 |   0.104 |   0.124 | 5.957e-01 | 3.929e-01 | 3.026e-01 | 2.667e+02 | 8.489e+01 | 5.486e+01 | 0.2140 | 0.0972 | 0.0972 |   rpm
   202564584 | 6348 |  561 |  306 | 3.947 | 0.215 | 0.258 |  0.053 | 0.100 | 0.140 |   2.029 |   0.772 |   0.651 |   1.509 |   0.210 |   0.295 | 1.535e-01 | 2.339e-01 | 8.255e-02 | 5.014e+02 | 1.657e+02 | 1.454e+02 | 0.4226 | 0.2240 | 0.1680 |   rpm
   202565282 | 5200 | 1027 |  467 | 3.319 | 0.800 | 1.120 | -0.160 | 0.300 | 0.840 |   3.371 |   6.781 |   2.026 |   1.026 |   0.327 |   0.163 | 2.512e-02 | 3.338e-01 | 2.451e-02 | 1.572e+03 | 3.034e+03 | 9.303e+02 | 1.0387 | 0.7336 | 0.5240 |   rpm
   202566044 | 5989 |  216 |  180 | 4.267 | 0.144 | 0.264 | -0.034 | 0.150 | 0.240 |   1.253 |   0.566 |   0.251 |   1.115 |   0.175 |   0.146 | 5.433e-01 | 3.879e-01 | 3.410e-01 | 3.636e+02 | 1.486e+02 | 7.010e+01 | 0.2071 | 0.1040 | 0.0780 |   rpm
   202566766 | 6383 |  343 |  245 | 4.093 | 0.165 | 0.264 | -0.004 | 0.120 | 0.120 |   1.647 |   0.892 |   0.320 |   1.368 |   0.297 |   0.186 | 2.455e-01 | 2.512e-01 | 1.602e-01 | 5.375e+02 | 2.761e+02 | 1.106e+02 | 0.2312 | 0.1264 | 0.0790 |   rpm
   202566857 | 6292 |  299 |  187 | 3.917 | 0.252 | 0.210 |  0.024 | 0.120 | 0.100 |   2.023 |   0.776 |   0.653 |   1.429 |   0.318 |   0.227 | 1.294e-01 | 2.157e-01 | 7.226e-02 | 5.731e+02 | 2.346e+02 | 1.665e+02 | 0.3137 | 0.1296 | 0.1080 |   rpm
