# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   246186523 | 4313 |  125 |  150 | 4.744 | 0.070 | 0.035 | -0.266 | 0.300 | 0.250 |   0.539 |   0.051 |   0.069 |   0.591 |   0.057 |   0.068 | 3.692e+00 | 1.288e+00 | 6.070e-01 | 2.768e+02 | 3.093e+01 | 4.315e+01 | 0.0364 | 0.0208 | 0.0080 |   rpm
   246186535 | 5809 |  142 |  142 | 4.326 | 0.135 | 0.405 | -0.043 | 0.150 | 0.240 |   1.143 |   0.675 |   0.237 |   1.031 |   0.107 |   0.090 | 6.295e-01 | 4.273e-01 | 4.659e-01 | 3.796e+02 | 1.834e+02 | 9.715e+01 | 0.0427 | 0.0176 | 0.0080 |   rpm
   246186556 | 3823 |  512 |  256 | 4.926 | 0.110 | 0.154 | -0.180 | 0.250 | 0.300 |   0.343 |   0.145 |   0.102 |   0.376 |   0.171 |   0.142 | 8.709e+00 | 7.139e+00 | 4.463e+00 | 3.164e+02 | 2.244e+02 | 1.140e+02 | 0.0398 | 0.0144 | 0.0090 |   col
   246186638 | 3787 |  182 |  182 | 4.927 | 0.060 | 0.072 | -0.048 | 0.120 | 0.180 |   0.347 |   0.079 |   0.054 |   0.382 |   0.098 |   0.084 | 8.480e+00 | 3.226e+00 | 2.720e+00 | 1.154e+02 | 3.687e+01 | 2.073e+01 | 0.0267 | 0.0140 | 0.0050 |   rpm
   246186806 | 4905 |   78 |   78 | 2.980 | 0.425 | 0.680 | -0.422 | 0.300 | 0.360 |   5.307 |   4.676 |   1.928 |   0.995 |   0.211 |   0.096 | 5.911e-03 | 1.789e-02 | 5.275e-03 | 6.575e+02 | 5.478e+02 | 2.310e+02 | 0.0417 | 0.0180 | 0.0090 |   rpm
   246186877 | 6514 |  133 |  133 | 4.107 | 0.130 | 0.156 | -0.020 | 0.120 | 0.180 |   1.676 |   0.458 |   0.266 |   1.352 |   0.154 |   0.128 | 2.689e-01 | 1.622e-01 | 1.163e-01 | 4.390e+02 | 1.546e+02 | 1.546e+02 | 0.0412 | 0.0162 | 0.0090 |   plx
   246187134 | 5166 |  122 |   61 | 4.577 | 0.025 | 0.960 | -0.304 | 0.250 | 0.300 |   0.765 |   1.644 |   0.051 |   0.807 |   0.085 |   0.061 | 1.772e+00 | 2.393e-01 | 1.711e+00 | 1.958e+02 | 3.094e+02 | 2.145e+01 | 0.0367 | 0.0150 | 0.0120 |   rpm
   246187266 | 3692 |  177 |   44 | 4.940 | 0.035 | 0.042 |  0.037 | 0.060 | 0.180 |   0.336 |   0.050 |   0.031 |   0.367 |   0.066 |   0.039 | 9.196e+00 | 1.962e+00 | 1.824e+00 | 1.114e+02 | 2.204e+01 | 9.614e+00 | 0.0248 | 0.0186 | 0.0018 |   rpm
   246187296 | 5960 |  118 |  142 | 4.082 | 0.165 | 0.165 | -0.234 | 0.250 | 0.350 |   1.475 |   0.298 |   0.248 |   1.039 |   0.116 |   0.116 | 2.898e-01 | 2.197e-01 | 1.250e-01 | 2.543e+02 | 4.366e+01 | 4.366e+01 | 0.0406 | 0.0180 | 0.0090 |   plx
   246187537 | 6159 |  148 |  148 | 4.149 | 0.165 | 0.198 | -0.154 | 0.160 | 0.240 |   1.428 |   0.408 |   0.270 |   1.156 |   0.148 |   0.148 | 3.301e-01 | 2.775e-01 | 1.508e-01 | 4.869e+02 | 1.409e+02 | 9.296e+01 | 0.0455 | 0.0168 | 0.0120 |   rpm
   246187544 | 6212 |  124 |  124 | 4.134 | 0.170 | 0.170 | -0.243 | 0.250 | 0.300 |   1.448 |   0.471 |   0.303 |   1.110 |   0.203 |   0.169 | 3.272e-01 | 3.166e-01 | 1.609e-01 | 5.560e+02 | 1.895e+02 | 1.051e+02 | 0.0429 | 0.0140 | 0.0100 |   rpm
   246187657 | 3206 |  770 |  660 | 5.172 | 0.105 | 0.126 | -0.299 | 0.250 | 0.700 |   0.151 |   0.078 |   0.044 |   0.131 |   0.102 |   0.046 | 3.241e+01 | 2.589e+01 | 1.639e+01 | 7.493e+01 | 5.819e+01 | 2.852e+01 | 0.0202 | 0.0090 | 0.0090 |   rpm
   246187737 | 5985 |  119 |  143 | 4.276 | 0.105 | 0.126 |  0.051 | 0.100 | 0.100 |   1.234 |   0.235 |   0.144 |   1.103 |   0.079 |   0.066 | 5.454e-01 | 2.339e-01 | 2.145e-01 | 3.798e+02 | 7.662e+01 | 5.535e+01 | 0.0426 | 0.0132 | 0.0110 |   rav
   246187748 | 4335 |  158 |  131 | 4.716 | 0.045 | 0.045 | -0.054 | 0.100 | 0.120 |   0.574 |   0.051 |   0.056 |   0.646 |   0.053 |   0.053 | 3.306e+00 | 6.686e-01 | 5.561e-01 | 6.322e+01 | 1.058e+01 | 7.648e+00 | 0.0170 | 0.0056 | 0.0040 |   rav
   246187757 | 3798 |   60 |   76 | 4.905 | 0.078 | 0.030 | -0.037 | 0.120 | 0.150 |   0.368 |   0.033 |   0.068 |   0.407 |   0.045 |   0.090 | 7.681e+00 | 3.945e+00 | 9.911e-01 | 1.316e+02 | 1.504e+01 | 3.010e+01 | 0.0272 | 0.0072 | 0.0060 |   rpm
   246187842 | 3408 |  120 |   80 | 5.079 | 0.030 | 0.054 |  0.018 | 0.210 | 0.120 |   0.208 |   0.038 |   0.021 |   0.190 |   0.043 |   0.024 | 2.079e+01 | 3.918e+00 | 5.018e+00 | 9.125e+01 | 2.091e+01 | 1.308e+01 | 0.0222 | 0.0098 | 0.0056 |   rpm
   246188438 | 6422 |  129 |  129 | 4.165 | 0.125 | 0.175 | -0.087 | 0.150 | 0.210 |   1.502 |   0.411 |   0.238 |   1.263 |   0.138 |   0.138 | 3.417e-01 | 2.062e-01 | 1.653e-01 | 3.198e+02 | 9.141e+01 | 5.257e+01 | 0.0387 | 0.0126 | 0.0090 |   rpm
   246188473 | 5381 |  128 |  107 | 4.537 | 0.030 | 0.048 | -0.133 | 0.160 | 0.200 |   0.825 |   0.071 |   0.055 |   0.874 |   0.060 |   0.070 | 1.517e+00 | 2.049e-01 | 2.783e-01 | 1.869e+02 | 2.031e+01 | 1.582e+01 | 0.0332 | 0.0098 | 0.0070 |   rpm
   246188600 | 4421 |  105 |   70 | 4.719 | 0.084 | 0.035 | -0.318 | 0.240 | 0.320 |   0.563 |   0.046 |   0.089 |   0.617 |   0.054 |   0.086 | 3.313e+00 | 1.432e+00 | 4.605e-01 | 2.212e+02 | 2.528e+01 | 3.915e+01 | 0.0341 | 0.0108 | 0.0090 |   rpm
   246188622 | 3536 |  106 |   84 | 5.063 | 0.025 | 0.035 | -0.072 | 0.150 | 0.180 |   0.226 |   0.026 |   0.020 |   0.215 |   0.036 |   0.023 | 1.816e+01 | 3.274e+00 | 2.774e+00 | 9.628e+01 | 2.028e+01 | 1.973e+01 | 0.0279 | 0.0098 | 0.0070 |   rpm
   246188770 | 3940 |  244 |  293 | 4.884 | 0.102 | 0.085 | -0.155 | 0.200 | 0.280 |   0.379 |   0.088 |   0.096 |   0.426 |   0.101 |   0.122 | 6.868e+00 | 5.401e+00 | 2.330e+00 | 3.735e+02 | 1.121e+02 | 1.149e+02 | 0.0428 | 0.0198 | 0.0108 |   rpm
   246188965 | 3817 |   93 |  140 | 4.946 | 0.045 | 0.072 | -0.125 | 0.120 | 0.210 |   0.335 |   0.060 |   0.051 |   0.364 |   0.069 |   0.058 | 9.574e+00 | 2.479e+00 | 2.638e+00 | 2.722e+02 | 5.703e+01 | 4.095e+01 | 0.0466 | 0.0192 | 0.0120 |   rpm
   246189003 | 3672 |  183 |  183 | 5.022 | 0.078 | 0.065 | -0.199 | 0.250 | 0.250 |   0.250 |   0.060 |   0.057 |   0.258 |   0.097 |   0.083 | 1.437e+01 | 7.680e+00 | 4.312e+00 | 1.198e+02 | 3.814e+01 | 3.382e+01 | 0.0278 | 0.0096 | 0.0080 |   rpm
   246189111 | 3692 |  214 |  179 | 4.973 | 0.075 | 0.090 | -0.088 | 0.200 | 0.280 |   0.294 |   0.084 |   0.076 |   0.315 |   0.120 |   0.100 | 1.119e+01 | 6.139e+00 | 3.964e+00 | 2.067e+02 | 7.667e+01 | 6.515e+01 | 0.0358 | 0.0126 | 0.0090 |   rpm
   246189316 | 3453 |  107 |  107 | 5.098 | 0.045 | 0.025 | -0.207 | 0.240 | 0.060 |   0.201 |   0.015 |   0.027 |   0.186 |   0.025 |   0.033 | 2.235e+01 | 5.786e+00 | 2.883e+00 | 7.145e+01 | 1.036e+01 | 1.443e+01 | 0.0207 | 0.0144 | 0.0090 |   rpm
   246189457 | 5842 |  141 |  141 | 4.145 | 0.270 | 0.270 |  0.106 | 0.090 | 0.150 |   1.395 |   0.722 |   0.410 |   1.134 |   0.225 |   0.112 | 3.343e-01 | 5.760e-01 | 2.115e-01 | 1.180e+02 | 6.160e+01 | 3.485e+01 | 0.0294 | 0.0168 | 0.0070 |   rpm
   246189503 | 5203 |  155 |  155 | 4.543 | 0.030 | 0.048 |  0.090 | 0.100 | 0.100 |   0.833 |   0.067 |   0.045 |   0.897 |   0.053 |   0.044 | 1.514e+00 | 2.045e-01 | 2.460e-01 | 1.747e+02 | 2.096e+01 | 1.574e+01 | 0.0346 | 0.0140 | 0.0084 |   rav
   246189533 | 4965 |  185 |  123 | 3.436 | 0.144 | 0.120 | -0.005 | 0.120 | 0.120 |   3.714 |   0.670 |   0.670 |   1.382 |   0.257 |   0.184 | 2.570e-02 | 1.715e-02 | 8.916e-03 | 5.665e+02 | 1.037e+02 | 1.035e+02 | 0.0428 | 0.0162 | 0.0090 |   rav
   246189588 | 5298 |  160 |  128 | 4.545 | 0.035 | 0.049 | -0.179 | 0.200 | 0.240 |   0.810 |   0.068 |   0.062 |   0.846 |   0.053 |   0.074 | 1.566e+00 | 2.740e-01 | 2.755e-01 | 2.812e+02 | 3.547e+01 | 2.651e+01 | 0.0397 | 0.0120 | 0.0100 |   rpm
   246189766 | 5894 |  178 |  107 | 3.999 | 0.060 | 0.072 | -0.090 | 0.250 | 0.300 |   1.808 |   0.066 |   0.064 |   1.152 |   0.169 |   0.121 | 1.984e-01 | 3.740e-02 | 3.713e-02 | 9.157e+01 | 3.653e+00 | 3.653e+00 | 0.0244 | 0.0090 | 0.0050 |   plx
   246189770 | 3404 |  173 |  144 | 5.137 | 0.020 | 0.033 | -0.172 | 0.250 | 0.300 |   0.181 |   0.012 |   0.011 |   0.163 |   0.012 |   0.015 | 2.723e+01 | 2.972e+00 | 3.183e+00 | 1.259e+02 | 1.240e+01 | 1.482e+01 | 0.0325 | 0.0304 | 0.0080 |   rpm
   246190210 | 5590 |   88 |   88 | 4.478 | 0.025 | 0.035 |  0.119 | 0.080 | 0.140 |   0.956 |   0.031 |   0.036 |   1.001 |   0.031 |   0.039 | 1.132e+00 | 1.236e-01 | 1.114e-01 | 7.479e+01 | 3.316e+00 | 3.316e+00 | 0.0194 | 0.0152 | 0.0032 |   plx
   246190275 | 3454 |   34 |  111 | 5.171 | 0.020 | 0.020 | -0.355 | 0.080 | 0.050 |   0.166 |   0.003 |   0.003 |   0.149 |   0.003 |   0.005 | 3.248e+01 | 1.949e+00 | 1.949e+00 | 9.315e+01 | 2.794e+00 | 4.192e+00 | 0.0452 | 0.0010 | 0.0248 |   rpm
   246190460 | 2615 |  477 |  477 | 5.266 | 0.063 | 0.054 | -0.304 | 0.200 | 0.480 |   0.114 |   0.026 |   0.018 |   0.092 |   0.024 |   0.017 | 5.647e+01 | 1.883e+01 | 1.412e+01 | 4.730e+01 | 3.310e+01 | 1.757e+01 | 0.0130 | 0.0144 | 0.0080 |   rpm
   246190517 | 3635 |  301 |  250 | 5.014 | 0.110 | 0.132 | -0.087 | 0.180 | 0.270 |   0.263 |   0.116 |   0.081 |   0.271 |   0.167 |   0.104 | 1.388e+01 | 1.167e+01 | 7.207e+00 | 2.363e+02 | 1.777e+02 | 8.822e+01 | 0.0377 | 0.0162 | 0.0090 |   col
   246190522 | 6055 |  179 |  179 | 4.183 | 0.175 | 0.175 | -0.109 | 0.200 | 0.240 |   1.391 |   0.372 |   0.294 |   1.103 |   0.132 |   0.132 | 3.604e-01 | 3.184e-01 | 1.690e-01 | 5.971e+02 | 1.426e+02 | 1.353e+02 | 0.0426 | 0.0198 | 0.0090 |   rpm
   246190767 | 6067 |  122 |  146 | 4.119 | 0.246 | 0.205 | -0.129 | 0.160 | 0.320 |   1.447 |   0.505 |   0.374 |   1.115 |   0.180 |   0.150 | 3.187e-01 | 3.706e-01 | 1.713e-01 | 3.463e+02 | 1.187e+02 | 8.839e+01 | 0.0401 | 0.0160 | 0.0100 |   rpm
   246190799 | 6016 |  144 |  144 | 4.330 | 0.080 | 0.144 |  0.030 | 0.100 | 0.100 |   1.173 |   0.227 |   0.123 |   1.110 |   0.079 |   0.079 | 6.392e-01 | 2.132e-01 | 2.584e-01 | 1.558e+02 | 3.264e+01 | 1.979e+01 | 0.0327 | 0.0126 | 0.0070 |   rav
   246191142 | 6442 |  103 |  103 | 4.128 | 0.120 | 0.168 |  0.001 | 0.120 | 0.210 |   1.589 |   0.426 |   0.285 |   1.333 |   0.123 |   0.147 | 3.071e-01 | 1.796e-01 | 1.459e-01 | 5.325e+02 | 1.241e+02 | 1.007e+02 | 0.0380 | 0.0132 | 0.0060 |   rpm
   246191231 | 3712 |   75 |  105 | 4.919 | 0.105 | 0.025 |  0.019 | 0.180 | 0.120 |   0.358 |   0.024 |   0.095 |   0.389 |   0.033 |   0.124 | 8.319e+00 | 6.475e+00 | 1.073e+00 | 8.379e+01 | 2.015e+01 | 2.735e+01 | 0.0245 | 0.0176 | 0.0132 |   rpm
   246191232 | 6178 |  102 |  102 | 3.903 | 0.138 | 0.115 | -0.025 | 0.120 | 0.180 |   2.130 |   0.425 |   0.418 |   1.381 |   0.175 |   0.210 | 1.317e-01 | 9.091e-02 | 4.666e-02 | 6.148e+02 | 2.709e+02 | 2.709e+02 | 0.0448 | 0.0220 | 0.0120 |   plx
   246191329 | 6111 |  147 |  122 | 4.082 | 0.245 | 0.175 | -0.154 | 0.200 | 0.320 |   1.465 |   0.493 |   0.369 |   1.141 |   0.172 |   0.172 | 2.949e-01 | 3.444e-01 | 1.589e-01 | 4.949e+02 | 1.412e+02 | 1.287e+02 | 0.0416 | 0.0162 | 0.0090 |   rpm
   246191331 | 6776 |  242 |  161 | 3.958 | 0.102 | 0.085 |  0.006 | 0.100 | 0.120 |   2.128 |   0.271 |   0.240 |   1.575 |   0.108 |   0.090 | 1.504e-01 | 7.103e-02 | 4.144e-02 | 2.307e+02 | 2.409e+01 | 2.409e+01 | 0.0368 | 0.0112 | 0.0070 |   plx
   246191348 | 5426 |  130 |   98 | 4.544 | 0.063 | 0.035 | -0.318 | 0.250 | 0.450 |   0.824 |   0.039 |   0.119 |   0.842 |   0.059 |   0.118 | 1.518e+00 | 5.533e-01 | 1.494e-01 | 2.301e+02 | 2.337e+01 | 4.047e+01 | 0.0405 | 0.0198 | 0.0090 |   rpm
   246191523 | 3513 |  128 |  206 | 5.049 | 0.088 | 0.055 | -0.013 | 0.120 | 0.180 |   0.235 |   0.048 |   0.062 |   0.224 |   0.060 |   0.070 | 1.686e+01 | 1.145e+01 | 4.218e+00 | 1.642e+02 | 3.950e+01 | 5.361e+01 | 0.0330 | 0.0140 | 0.0084 |   rpm
   246191628 | 3835 |  265 |  189 | 4.925 | 0.084 | 0.070 | -0.171 | 0.240 | 0.440 |   0.346 |   0.066 |   0.084 |   0.381 |   0.086 |   0.104 | 8.430e+00 | 5.023e+00 | 2.393e+00 | 2.300e+02 | 5.690e+01 | 6.122e+01 | 0.0358 | 0.0144 | 0.0080 |   rpm
   246191731 | 6042 |  143 |  119 | 4.043 | 0.125 | 0.125 | -0.279 | 0.250 | 0.350 |   1.572 |   0.241 |   0.209 |   1.058 |   0.150 |   0.150 | 2.460e-01 | 1.307e-01 | 8.533e-02 | 2.407e+02 | 3.902e+01 | 3.902e+01 | 0.0378 | 0.0144 | 0.0090 |   plx
   246191785 | 4549 |   91 |   91 | 4.664 | 0.049 | 0.035 | -0.102 | 0.250 | 0.350 |   0.633 |   0.062 |   0.066 |   0.687 |   0.068 |   0.068 | 2.578e+00 | 6.527e-01 | 3.838e-01 | 2.579e+02 | 3.347e+01 | 3.513e+01 | 0.0378 | 0.0168 | 0.0040 |   rpm
   246191912 | 3765 |  142 |  142 | 4.924 | 0.070 | 0.050 | -0.053 | 0.200 | 0.200 |   0.346 |   0.049 |   0.059 |   0.374 |   0.065 |   0.078 | 8.946e+00 | 3.177e+00 | 2.002e+00 | 3.163e+01 | 6.433e+00 | 6.919e+00 | 0.0082 | 0.0030 | 0.0024 |   rpm
   246191930 | 3194 |  204 |   31 | 5.158 | 0.020 | 0.020 |  0.023 | 0.050 | 0.220 |   0.163 |   0.010 |   0.003 |   0.141 |   0.016 |   0.003 | 3.216e+01 | 1.930e+00 | 2.559e+00 | 7.375e+01 | 1.187e+01 | 2.213e+00 | 0.0208 | 0.0012 | 0.0016 |   rpm
   246191979 | 4092 |  195 |  195 | 4.795 | 0.072 | 0.060 | -0.060 | 0.160 | 0.200 |   0.482 |   0.069 |   0.071 |   0.531 |   0.083 |   0.069 | 4.665e+00 | 1.556e+00 | 1.167e+00 | 1.912e+02 | 4.598e+01 | 3.143e+01 | 0.0359 | 0.0144 | 0.0090 |   rpm
   246191983 | 5048 |  124 |   83 | 2.430 | 0.744 | 0.120 | -0.724 | 0.250 | 0.350 |   9.449 |   1.325 |   5.150 |   0.918 |   0.118 |   0.035 | 1.020e-03 | 1.139e-02 | 3.383e-04 | 8.583e+02 | 1.114e+02 | 4.456e+02 | 0.0411 | 0.0176 | 0.0080 |   rpm
   246192012 | 3801 |   61 |   76 | 4.888 | 0.045 | 0.025 |  0.076 | 0.080 | 0.140 |   0.390 |   0.029 |   0.041 |   0.432 |   0.037 |   0.056 | 7.191e+00 | 1.656e+00 | 8.408e-01 | 1.085e+02 | 5.533e+00 | 1.348e+01 | 0.0271 | 0.0060 | 0.0072 |   rpm
   246192047 | 3164 |   38 |  153 | 5.190 | 0.020 | 0.020 | -0.232 | 0.340 | 0.050 |   0.153 |   0.003 |   0.008 |   0.132 |   0.003 |   0.008 | 3.701e+01 | 2.465e+00 | 2.221e+00 | 5.404e+01 | 2.476e+01 | 1.621e+00 | 0.0164 | 0.0116 | 0.0012 |   rpm
   246192509 | 3694 |  174 |  109 | 5.043 | 0.084 | 0.084 | -0.346 | 0.120 | 0.120 |   0.235 |   0.077 |   0.050 |   0.244 |   0.108 |   0.072 | 1.604e+01 | 7.961e+00 | 6.151e+00 | 5.669e+01 | 2.387e+01 | 1.474e+01 | 0.0162 | 0.0080 | 0.0050 |   rav
   246192573 | 3438 |  184 |   81 | 5.073 | 0.045 | 0.045 |  0.023 | 0.120 | 0.270 |   0.210 |   0.042 |   0.026 |   0.199 |   0.056 |   0.038 | 2.014e+01 | 5.509e+00 | 4.326e+00 | 1.069e+02 | 2.794e+01 | 1.634e+01 | 0.0271 | 0.0204 | 0.0024 |   rpm
   246192818 | 3581 |  374 |  374 | 5.038 | 0.125 | 0.125 | -0.175 | 0.250 | 0.400 |   0.228 |   0.110 |   0.074 |   0.235 |   0.153 |   0.095 | 1.627e+01 | 1.619e+01 | 8.115e+00 | 9.034e+01 | 4.608e+01 | 3.525e+01 | 0.0244 | 0.0112 | 0.0080 |   rpm
   246192842 | 4090 |   41 |   49 | 0.407 | 0.147 | 0.105 | -1.486 | 0.360 | 0.200 |  90.978 |  12.283 |  12.827 |   0.821 |   0.016 |   0.016 | 9.918e-07 | 6.428e-07 | 2.977e-07 | 5.685e+04 | 1.164e+05 | 4.616e+04 | 0.0470 | 0.0120 | 0.0100 |   rav
   246193067 | 3520 |  106 |  106 | 5.043 | 0.042 | 0.035 | -0.022 | 0.150 | 0.180 |   0.231 |   0.036 |   0.027 |   0.228 |   0.041 |   0.034 | 1.710e+01 | 3.938e+00 | 3.201e+00 | 1.475e+02 | 2.461e+01 | 2.109e+01 | 0.0340 | 0.0144 | 0.0090 |   col
   246193072 | 5262 |   84 |   63 | 3.839 | 0.741 | 0.091 | -0.105 | 0.200 | 0.160 |   1.928 |   0.504 |   1.166 |   0.962 |   0.317 |   0.113 | 1.283e-01 | 1.730e+00 | 4.526e-02 | 5.471e+02 | 1.496e+02 | 3.391e+02 | 0.0371 | 0.0050 | 0.0050 |   rpm
   246193370 | 6045 |  123 |   99 | 4.403 | 0.045 | 0.045 | -0.557 | 0.300 | 0.360 |   0.988 |   0.059 |   0.055 |   0.883 |   0.131 |   0.073 | 9.151e-01 | 1.356e-01 | 1.181e-01 | 1.311e+02 | 8.767e+00 | 8.767e+00 | 0.0310 | 0.0108 | 0.0072 |   plx
   246193384 | 6622 |  133 |  160 | 4.252 | 0.055 | 0.066 | -0.040 | 0.100 | 0.100 |   1.411 |   0.152 |   0.115 |   1.309 |   0.080 |   0.080 | 4.620e-01 | 1.064e-01 | 1.017e-01 | 4.490e+02 | 5.664e+01 | 4.232e+01 | 0.0422 | 0.0160 | 0.0100 |   rav
   246193531 | 3871 |  116 |   93 | 4.975 | 0.045 | 0.063 | -0.388 | 0.200 | 0.200 |   0.307 |   0.050 |   0.043 |   0.336 |   0.064 |   0.064 | 1.078e+01 | 3.828e+00 | 2.825e+00 | 1.285e+02 | 2.444e+01 | 2.053e+01 | 0.0277 | 0.0112 | 0.0070 |   rpm
   246193545 | 4109 |  474 |   41 | 0.328 | 0.586 | 0.020 | -1.733 | 0.050 | 0.280 | 101.826 |   2.037 |  50.274 |   0.805 |   0.016 |   0.016 | 7.615e-07 | 5.041e-06 | 4.569e-08 | 1.879e+04 | 5.638e+02 | 6.365e+03 | 0.0462 | 0.0036 | 0.0010 |   rav
   246193585 | 3786 |   91 |  137 | 4.993 | 0.050 | 0.050 | -0.213 | 0.150 | 0.240 |   0.285 |   0.045 |   0.046 |   0.307 |   0.056 |   0.067 | 1.193e+01 | 4.236e+00 | 2.669e+00 | 1.722e+02 | 2.460e+01 | 4.036e+01 | 0.0342 | 0.0224 | 0.0070 |   rpm
   246193831 | 4265 |   51 |   68 | 1.074 | 0.176 | 0.132 | -0.933 | 0.120 | 0.120 |  43.932 |   6.648 |   7.525 |   0.891 |   0.018 |   0.050 | 1.000e-05 | 6.750e-06 | 3.573e-06 | 4.014e+03 | 6.447e+04 | 2.162e+03 | 0.0453 | 0.0176 | 0.0110 |   rav
   246193874 | 5216 |  167 |   83 | 3.110 | 1.309 | 0.935 | -0.740 | 0.650 | 0.250 |   3.848 |   5.450 |   3.026 |   0.908 |   0.141 |   0.054 | 1.259e-02 | 6.331e-01 | 1.212e-02 | 9.458e+02 | 1.553e+03 | 7.031e+02 | 0.0420 | 0.0120 | 0.0100 |   rpm
   246193939 | 5280 |  103 |  103 | 4.480 | 0.114 | 1.007 | -0.608 | 0.450 | 0.250 |   0.914 |   1.846 |   0.181 |   0.883 |   0.027 |   0.110 | 1.174e+00 | 7.299e-01 | 1.137e+00 | 1.640e+02 | 2.894e+02 | 3.822e+01 | 0.0366 | 0.0192 | 0.0144 |   rpm
   246194016 | 4993 |  152 |   91 | 2.408 | 0.030 | 0.025 | -0.555 | 0.150 | 0.120 |  10.179 |   0.382 |   0.583 |   0.956 |   0.023 |   0.040 | 9.028e-04 | 1.243e-04 | 6.991e-05 | 1.519e+03 | 4.688e+01 | 4.558e+01 | 0.0433 | 0.0180 | 0.0100 |   rav
   246194097 | 5979 |  179 |  179 | 4.278 | 0.145 | 0.290 | -0.106 | 0.200 | 0.280 |   1.251 |   0.437 |   0.241 |   1.056 |   0.118 |   0.098 | 5.069e-01 | 4.501e-01 | 3.115e-01 | 1.282e+02 | 5.039e+01 | 3.094e+01 | 0.0286 | 0.0140 | 0.0070 |   rpm
   246194159 | 6356 |  196 |  157 | 4.043 | 0.065 | 0.065 | -0.048 | 0.150 | 0.210 |   1.794 |   0.150 |   0.116 |   1.348 |   0.083 |   0.132 | 2.218e-01 | 5.423e-02 | 4.358e-02 | 1.806e+02 | 1.180e+01 | 1.180e+01 | 0.0348 | 0.0132 | 0.0072 |   plx
   246194716 | 5012 |   81 |   61 | 4.576 | 0.040 | 1.128 | -0.070 | 0.160 | 0.320 |   0.782 |   2.344 |   0.056 |   0.851 |   0.113 |   0.062 | 1.690e+00 | 3.186e-01 | 1.661e+00 | 1.293e+02 | 3.592e+02 | 1.257e+01 | 0.0343 | 0.0220 | 0.0120 |   rpm
   246194882 | 3478 |  174 |  145 | 5.091 | 0.045 | 0.054 | -0.155 | 0.200 | 0.240 |   0.200 |   0.039 |   0.028 |   0.190 |   0.045 |   0.032 | 2.097e+01 | 6.045e+00 | 4.692e+00 | 1.110e+02 | 3.600e+01 | 3.609e+01 | 0.0269 | 0.0126 | 0.0090 |   rpm
   246194964 | 6860 |  168 |  168 | 4.206 | 0.050 | 0.070 |  0.050 | 0.100 | 0.100 |   1.561 |   0.158 |   0.121 |   1.443 |   0.088 |   0.088 | 3.701e-01 | 8.002e-02 | 7.748e-02 | 4.930e+02 | 5.257e+01 | 4.750e+01 | 0.0440 | 0.0180 | 0.0090 |   rav
   246194977 | 3577 |   71 |   71 | 5.045 | 0.036 | 0.030 | -0.111 | 0.150 | 0.120 |   0.240 |   0.023 |   0.027 |   0.232 |   0.025 |   0.030 | 1.685e+01 | 3.595e+00 | 2.574e+00 | 1.399e+02 | 2.117e+01 | 2.120e+01 | 0.0309 | 0.0140 | 0.0070 |   rpm
   246195110 | 4905 |   79 |   79 | 3.124 | 0.250 | 0.500 | -0.322 | 0.200 | 0.240 |   4.789 |   3.787 |   1.114 |   1.075 |   0.216 |   0.135 | 9.126e-03 | 1.154e-02 | 7.615e-03 | 4.844e+02 | 1.442e+02 | 1.442e+02 | 0.0417 | 0.0160 | 0.0100 |   plx
   246195570 | 3892 |   46 |   46 | 4.874 | 0.030 | 0.030 | -0.042 | 0.120 | 0.080 |   0.411 |   0.027 |   0.031 |   0.463 |   0.031 |   0.044 | 6.645e+00 | 9.845e-01 | 8.575e-01 | 1.162e+02 | 1.286e+01 | 1.158e+01 | 0.0293 | 0.0208 | 0.0080 |   rpm
   246195801 | 5447 |  163 |  196 | 3.815 | 0.070 | 0.084 | -0.045 | 0.120 | 0.120 |   2.225 |   0.330 |   0.242 |   1.189 |   0.133 |   0.111 | 1.031e-01 | 3.856e-02 | 2.806e-02 | 4.311e+02 | 5.979e+01 | 4.422e+01 | 0.0411 | 0.0176 | 0.0080 |   rav
   246195999 | 4666 |  109 |  164 | 4.686 | 0.090 | 0.045 | -0.448 | 0.250 | 0.450 |   0.595 |   0.062 |   0.097 |   0.637 |   0.060 |   0.095 | 2.930e+00 | 1.404e+00 | 5.209e-01 | 2.790e+02 | 3.476e+01 | 5.840e+01 | 0.0356 | 0.0204 | 0.0060 |   rpm
   246196012 | 3527 |  104 |  104 | 5.077 | 0.035 | 0.049 | -0.155 | 0.200 | 0.200 |   0.211 |   0.031 |   0.020 |   0.200 |   0.040 |   0.025 | 2.021e+01 | 3.810e+00 | 4.341e+00 | 1.555e+02 | 2.386e+01 | 2.069e+01 | 0.0350 | 0.0154 | 0.0084 |   rpm
   246196026 | 3841 |   78 |  156 | 5.000 | 0.055 | 0.066 | -0.372 | 0.350 | 0.250 |   0.279 |   0.056 |   0.047 |   0.297 |   0.071 |   0.060 | 1.256e+01 | 4.190e+00 | 3.669e+00 | 2.554e+02 | 4.535e+01 | 3.851e+01 | 0.0335 | 0.0120 | 0.0060 |   rpm
