# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   206388628 | 4633 |  109 |  109 | 2.423 | 0.162 | 0.135 | -0.063 | 0.160 | 0.280 |  11.391 |   1.992 |   1.470 |   1.306 |   0.341 |   0.244 | 7.811e-04 | 4.569e-04 | 2.883e-04 | 9.346e+02 | 1.275e+03 | 1.275e+03 | 0.0432 | 0.0180 | 0.0100 |   plx
   206389149 | 3538 |  196 |  196 | 5.042 | 0.078 | 0.065 | -0.045 | 0.160 | 0.240 |   0.228 |   0.060 |   0.048 |   0.221 |   0.092 |   0.066 | 1.611e+01 | 9.658e+00 | 5.218e+00 | 2.175e+02 | 7.792e+01 | 5.737e+01 | 0.0372 | 0.0140 | 0.0084 |   rpm
   206389260 | 4527 |  109 |  109 | 4.653 | 0.054 | 0.030 | -0.000 | 0.150 | 0.120 |   0.651 |   0.042 |   0.054 |   0.720 |   0.038 |   0.053 | 2.514e+00 | 5.648e-01 | 2.991e-01 | 2.961e+02 | 2.782e+01 | 3.498e+01 | 0.0427 | 0.0100 | 0.0100 |   rpm
   206390037 | 5389 |  133 |  100 | 4.434 | 0.096 | 0.688 |  0.032 | 0.200 | 0.160 |   0.992 |   1.454 |   0.126 |   1.012 |   0.256 |   0.085 | 9.605e-01 | 5.000e-01 | 8.780e-01 | 3.118e+02 | 4.547e+02 | 2.966e+01 | 0.0563 | 0.0192 | 0.0192 |   rpm
   206391178 | 5299 |  108 |  108 | 4.521 | 0.040 | 0.040 |  0.061 | 0.150 | 0.210 |   0.863 |   0.069 |   0.064 |   0.909 |   0.048 |   0.058 | 1.389e+00 | 2.733e-01 | 2.284e-01 | 5.681e+02 | 4.344e+01 | 5.569e+01 | 0.0483 | 0.0330 | 0.0110 |   rpm
   206392586 | 4829 |   77 |   77 | 3.347 | 0.198 | 0.264 | -0.026 | 0.150 | 0.180 |   3.669 |   1.157 |   0.652 |   1.211 |   0.127 |   0.127 | 2.032e-02 | 1.623e-02 | 1.139e-02 | 5.093e+02 | 1.407e+02 | 1.407e+02 | 0.0450 | 0.0180 | 0.0100 |   plx
   206393122 | 3739 |   91 |  137 | 4.955 | 0.055 | 0.055 | -0.062 | 0.100 | 0.060 |   0.323 |   0.049 |   0.058 |   0.354 |   0.057 |   0.079 | 9.715e+00 | 3.819e+00 | 2.345e+00 | 1.141e+02 | 2.181e+01 | 2.478e+01 | 0.0315 | 0.0374 | 0.0110 |   rpm
   206393365 | 5989 |  144 |  144 | 3.943 | 0.095 | 0.095 | -0.534 | 0.150 | 0.150 |   1.723 |   0.272 |   0.198 |   0.984 |   0.131 |   0.082 | 1.796e-01 | 7.119e-02 | 5.929e-02 | 3.098e+02 | 5.419e+01 | 3.369e+01 | 0.0409 | 0.0162 | 0.0090 |   rav
   206395696 | 3748 |  119 |  104 | 4.960 | 0.050 | 0.025 | -0.100 | 0.150 | 0.270 |   0.317 |   0.026 |   0.043 |   0.339 |   0.036 |   0.057 | 1.060e+01 | 2.992e+00 | 1.619e+00 | 2.288e+02 | 2.745e+01 | 3.208e+01 | 0.0351 | 0.0072 | 0.0060 |   rpm
   206396695 | 4437 |  135 |  162 | 4.690 | 0.064 | 0.040 | -0.053 | 0.150 | 0.270 |   0.610 |   0.058 |   0.086 |   0.679 |   0.052 |   0.093 | 2.841e+00 | 9.564e-01 | 4.230e-01 | 5.071e+02 | 6.451e+01 | 8.842e+01 | 0.0450 | 0.0160 | 0.0120 |   rpm
   206397817 | 3956 |  279 |  116 | 4.854 | 0.065 | 0.078 | -0.090 | 0.120 | 0.240 |   0.410 |   0.087 |   0.061 |   0.470 |   0.087 |   0.087 | 6.229e+00 | 2.271e+00 | 1.940e+00 | 1.500e+02 | 4.413e+01 | 2.523e+01 | 0.0327 | 0.0112 | 0.0080 |   rpm
   206398070 | 4042 |   80 |   48 | 1.491 | 0.243 | 1.215 | -0.118 | 0.250 | 1.550 |  29.814 |  78.733 |   6.001 |   1.019 |   0.033 |   0.215 | 3.561e-05 | 3.224e-05 | 3.499e-05 | 3.133e+03 | 7.483e+03 | 4.921e+02 | 0.0437 | 0.0156 | 0.0156 |   rpm
   206398171 | 5208 |  106 |   85 | 4.542 | 0.025 | 0.035 |  0.098 | 0.120 | 0.150 |   0.836 |   0.053 |   0.036 |   0.900 |   0.038 |   0.038 | 1.490e+00 | 1.627e-01 | 1.742e-01 | 1.925e+02 | 1.549e+01 | 1.202e+01 | 0.0363 | 0.0162 | 0.0090 |   rpm
   206398398 | 5671 |  136 |  136 | 4.256 | 0.145 | 0.319 |  0.128 | 0.120 | 0.150 |   1.197 |   0.562 |   0.192 |   1.039 |   0.074 |   0.053 | 5.499e-01 | 3.627e-01 | 3.695e-01 | 3.565e+02 | 5.421e+01 | 5.421e+01 | 0.0496 | 0.0312 | 0.0156 |   plx
   206399795 | 5549 |  153 |  109 | 4.428 | 0.090 | 0.600 |  0.099 | 0.150 | 0.180 |   0.969 |   1.257 |   0.089 |   0.994 |   0.262 |   0.066 | 1.014e+00 | 3.074e-01 | 9.043e-01 | 2.716e+02 | 3.091e+02 | 3.110e+01 | 0.0391 | 0.0240 | 0.0100 |   rpm
   206400131 | 5452 |  166 |  133 | 4.511 | 0.045 | 0.072 | -0.152 | 0.200 | 0.280 |   0.855 |   0.095 |   0.072 |   0.881 |   0.070 |   0.081 | 1.369e+00 | 2.769e-01 | 3.112e-01 | 7.764e+02 | 1.101e+02 | 8.124e+01 | 0.0435 | 0.0198 | 0.0090 |   rpm
   206400185 | 5821 |  176 |  141 | 3.818 | 0.102 | 0.085 | -0.275 | 0.150 | 0.150 |   2.200 |   0.332 |   0.341 |   1.186 |   0.148 |   0.148 | 1.073e-01 | 5.067e-02 | 3.442e-02 | 4.247e+02 | 6.970e+01 | 7.080e+01 | 0.0412 | 0.0144 | 0.0090 |   rav
   206400704 | 5609 |  169 |  169 | 3.961 | 0.384 | 0.144 |  0.046 | 0.150 | 0.240 |   1.745 |   0.402 |   0.631 |   1.079 |   0.115 |   0.082 | 1.783e-01 | 5.074e-01 | 6.449e-02 | 3.445e+02 | 6.407e+01 | 6.407e+01 | 0.0465 | 0.0264 | 0.0132 |   plx
   206400744 | 3487 |  157 |  220 | 5.060 | 0.084 | 0.070 | -0.010 | 0.150 | 0.210 |   0.219 |   0.060 |   0.055 |   0.202 |   0.083 |   0.059 | 1.855e+01 | 1.153e+01 | 6.151e+00 | 1.566e+02 | 5.561e+01 | 4.785e+01 | 0.0317 | 0.0112 | 0.0080 |   col
   206400806 | 4494 |   99 |  199 | 4.664 | 0.130 | 0.025 |  0.098 | 0.090 | 0.420 |   0.657 |   0.028 |   0.132 |   0.728 |   0.029 |   0.153 | 2.557e+00 | 1.969e+00 | 2.676e-01 | 1.264e+02 | 9.039e+00 | 3.691e+01 | 0.0274 | 0.0144 | 0.0080 |   rpm
   206401012 | 5077 |  142 |  101 | 4.562 | 0.035 | 0.063 | -0.032 | 0.200 | 0.240 |   0.804 |   0.093 |   0.061 |   0.859 |   0.053 |   0.064 | 1.638e+00 | 2.864e-01 | 3.723e-01 | 6.083e+02 | 9.952e+01 | 6.240e+01 | 0.0476 | 0.0242 | 0.0132 |   rpm
   206401233 | 5667 |   68 |  206 | 4.446 | 0.070 | 0.050 | -0.049 | 0.120 | 0.090 |   0.965 |   0.098 |   0.103 |   0.958 |   0.083 |   0.038 | 1.048e+00 | 3.335e-01 | 1.961e-01 | 4.609e+02 | 5.624e+01 | 5.948e+01 | 0.0457 | 0.0432 | 0.0090 |   rpm
   206402340 | 3826 |  363 |  151 | 4.945 | 0.065 | 0.078 | -0.237 | 0.300 | 0.480 |   0.340 |   0.065 |   0.074 |   0.373 |   0.072 |   0.101 | 8.865e+00 | 4.553e+00 | 2.589e+00 | 1.578e+02 | 4.039e+01 | 4.311e+01 | 0.0318 | 0.0140 | 0.0100 |   rpm
   206402496 | 3601 |  106 |   85 | 5.021 | 0.020 | 0.036 | -0.045 | 0.120 | 0.120 |   0.261 |   0.037 |   0.022 |   0.262 |   0.052 |   0.031 | 1.452e+01 | 1.960e+00 | 2.663e+00 | 1.301e+02 | 2.289e+01 | 1.253e+01 | 0.0280 | 0.0108 | 0.0072 |   rpm
   206402585 | 3615 |  174 |  145 | 4.999 | 0.075 | 0.090 | -0.045 | 0.120 | 0.180 |   0.264 |   0.079 |   0.061 |   0.266 |   0.118 |   0.084 | 1.348e+01 | 7.159e+00 | 4.676e+00 | 1.257e+02 | 5.582e+01 | 3.316e+01 | 0.0317 | 0.0176 | 0.0096 |   rpm
   206402592 | 5617 |  133 |  133 | 4.461 | 0.055 | 0.110 | -0.100 | 0.250 | 0.250 |   0.937 |   0.174 |   0.100 |   0.937 |   0.070 |   0.084 | 1.125e+00 | 2.750e-01 | 3.985e-01 | 6.445e+02 | 1.361e+02 | 7.272e+01 | 0.0437 | 0.0216 | 0.0090 |   rpm
   206402840 | 6717 |  206 |  247 | 4.239 | 0.040 | 0.048 |  0.010 | 0.120 | 0.120 |   1.471 |   0.066 |   0.064 |   1.371 |   0.058 |   0.070 | 4.244e-01 | 6.288e-02 | 6.318e-02 | 1.051e+02 | 3.152e+00 | 3.152e+00 | 0.0255 | 0.0096 | 0.0060 |   plx
   206403114 | 4994 |  119 |   99 | 4.580 | 0.030 | 0.025 |  0.043 | 0.120 | 0.210 |   0.767 |   0.036 |   0.048 |   0.827 |   0.043 |   0.051 | 1.809e+00 | 2.396e-01 | 1.781e-01 | 5.212e+02 | 4.505e+01 | 3.479e+01 | 0.0449 | 0.0200 | 0.0100 |   rpm
   206403841 | 5363 |  130 |  163 | 4.538 | 0.045 | 0.054 | -0.139 | 0.150 | 0.270 |   0.814 |   0.074 |   0.068 |   0.844 |   0.076 |   0.076 | 1.529e+00 | 3.093e-01 | 2.573e-01 | 7.623e+02 | 9.301e+01 | 8.290e+01 | 0.0426 | 0.0160 | 0.0100 |   rpm
   206404431 | 3402 |   54 |   41 | 5.075 | 0.042 | 0.030 |  0.035 | 0.140 | 0.080 |   0.212 |   0.017 |   0.026 |   0.196 |   0.018 |   0.029 | 2.001e+01 | 5.124e+00 | 2.381e+00 | 1.263e+02 | 8.663e+00 | 1.569e+01 | 0.0274 | 0.0100 | 0.0050 |   rpm
   206404469 | 6118 |  152 |  190 | 4.257 | 0.100 | 0.120 | -0.217 | 0.200 | 0.360 |   1.212 |   0.189 |   0.164 |   1.023 |   0.128 |   0.154 | 5.555e-01 | 2.474e-01 | 1.985e-01 | 1.179e+02 | 1.872e+01 | 1.911e+01 | 0.0270 | 0.0080 | 0.0050 |   rpm
   206404628 | 3504 |   70 |   42 | 5.103 | 0.045 | 0.045 | -0.245 | 0.120 | 0.080 |   0.197 |   0.027 |   0.023 |   0.181 |   0.016 |   0.023 | 2.346e+01 | 4.745e+00 | 5.664e+00 | 1.156e+02 | 7.699e+00 | 2.545e+01 | 0.0259 | 0.0138 | 0.0024 |   rpm
   206404894 | 5096 |  123 |   82 | 4.563 | 0.040 | 0.712 | -0.129 | 0.200 | 0.320 |   0.779 |   0.107 |   0.069 |   0.847 |   0.067 |   0.081 | 1.657e+00 | 3.123e-01 | 1.541e+00 | 4.944e+02 | 1.063e+02 | 5.071e+01 | 0.0426 | 0.0198 | 0.0090 |   rpm
   206404930 | 6198 |  223 |  186 | 4.136 | 0.185 | 0.222 | -0.032 | 0.150 | 0.210 |   1.474 |   0.554 |   0.300 |   1.230 |   0.168 |   0.140 | 3.409e-01 | 3.162e-01 | 1.858e-01 | 2.027e+02 | 6.896e+01 | 4.389e+01 | 0.0359 | 0.0126 | 0.0090 |   rpm
   206405353 | 4936 |  120 |   90 | 3.018 | 0.200 | 0.360 | -0.167 | 0.200 | 0.480 |   5.637 |   3.564 |   0.808 |   1.385 |   0.634 |   0.453 | 6.563e-03 | 5.658e-03 | 4.670e-03 | 1.642e+02 | 2.561e+01 | 2.561e+01 | 0.0318 | 0.0108 | 0.0060 |   plx
   206405529 | 3750 |  364 |  304 | 4.938 | 0.130 | 0.156 | -0.102 | 0.200 | 0.240 |   0.313 |   0.149 |   0.117 |   0.346 |   0.194 |   0.161 | 8.749e+00 | 1.243e+01 | 4.562e+00 | 2.944e+02 | 1.920e+02 | 1.332e+02 | 0.0392 | 0.0180 | 0.0100 |   col
   206406196 | 5488 |  152 |   87 | 4.490 | 0.050 | 0.080 | -0.041 | 0.200 | 0.240 |   0.905 |   0.117 |   0.087 |   0.918 |   0.058 |   0.081 | 1.207e+00 | 2.951e-01 | 3.183e-01 | 6.703e+02 | 1.147e+02 | 7.152e+01 | 0.0440 | 0.0160 | 0.0096 |   rpm
   206406223 | 4596 |   92 |   74 | 2.449 | 0.480 | 0.096 |  0.062 | 0.120 | 0.150 |  11.149 |   0.864 |   4.617 |   1.268 |   0.142 |   0.118 | 8.652e-04 | 3.696e-03 | 1.700e-04 | 1.395e+03 | 1.039e+02 | 5.307e+02 | 0.0482 | 0.0264 | 0.0120 |   rpm
   206406253 | 5314 |  107 |  107 | 4.540 | 0.030 | 0.036 |  0.037 | 0.120 | 0.180 |   0.844 |   0.063 |   0.049 |   0.909 |   0.037 |   0.060 | 1.499e+00 | 2.024e-01 | 1.784e-01 | 2.377e+02 | 3.540e+01 | 3.540e+01 | 0.0414 | 0.0216 | 0.0108 |   plx
   206406275 | 6535 |  200 |  241 | 4.081 | 0.192 | 0.224 |  0.009 | 0.120 | 0.150 |   1.701 |   0.655 |   0.353 |   1.384 |   0.178 |   0.148 | 2.657e-01 | 2.178e-01 | 1.508e-01 | 2.592e+02 | 1.032e+02 | 5.519e+01 | 0.0385 | 0.0160 | 0.0080 |   rpm
   206406531 | 6101 |  149 |  124 | 3.978 | 0.150 | 0.150 |  0.028 | 0.120 | 0.150 |   1.871 |   0.447 |   0.361 |   1.298 |   0.173 |   0.144 | 1.787e-01 | 1.319e-01 | 7.588e-02 | 6.940e+02 | 3.015e+02 | 3.015e+02 | 0.0454 | 0.0220 | 0.0110 |   plx
   206407149 | 4367 |  132 |  105 | 4.704 | 0.072 | 0.040 | -0.086 | 0.200 | 0.200 |   0.592 |   0.058 |   0.086 |   0.657 |   0.054 |   0.087 | 3.072e+00 | 1.120e+00 | 4.872e-01 | 1.564e+02 | 2.112e+01 | 2.869e+01 | 0.0318 | 0.0096 | 0.0072 |   rpm
   206407306 | 3764 |  176 |  146 | 4.930 | 0.096 | 0.060 | -0.109 | 0.200 | 0.280 |   0.340 |   0.068 |   0.086 |   0.371 |   0.086 |   0.103 | 8.879e+00 | 5.721e+00 | 2.372e+00 | 1.498e+02 | 3.705e+01 | 3.986e+01 | 0.0320 | 0.0112 | 0.0070 |   rpm
   206407421 | 6009 |  120 |  120 | 4.243 | 0.156 | 0.182 | -0.023 | 0.180 | 0.180 |   1.255 |   0.380 |   0.216 |   1.115 |   0.094 |   0.094 | 5.030e-01 | 3.222e-01 | 2.515e-01 | 4.886e+02 | 1.167e+02 | 9.419e+01 | 0.0457 | 0.0140 | 0.0120 |   rpm
   206407503 | 5918 |  141 |  141 | 4.273 | 0.120 | 0.264 |  0.096 | 0.100 | 0.120 |   1.255 |   0.472 |   0.201 |   1.129 |   0.099 |   0.082 | 5.256e-01 | 3.507e-01 | 3.197e-01 | 4.105e+02 | 1.509e+02 | 8.592e+01 | 0.0503 | 0.0288 | 0.0144 |   rpm
   206407946 | 3708 |  153 |  131 | 4.956 | 0.060 | 0.072 | -0.007 | 0.120 | 0.180 |   0.307 |   0.077 |   0.052 |   0.327 |   0.103 |   0.069 | 1.013e+01 | 4.347e+00 | 3.042e+00 | 8.901e+01 | 2.264e+01 | 2.068e+01 | 0.0223 | 0.0096 | 0.0060 |   rpm
   206408038 | 5782 |  138 |  138 | 4.353 | 0.115 | 0.230 | -0.046 | 0.160 | 0.240 |   1.079 |   0.357 |   0.187 |   0.989 |   0.111 |   0.079 | 7.342e-01 | 4.731e-01 | 3.860e-01 | 3.508e+02 | 1.106e+02 | 6.235e+01 | 0.0433 | 0.0160 | 0.0120 |   rpm
   206408348 | 3605 |  335 |  239 | 5.009 | 0.115 | 0.138 | -0.102 | 0.200 | 0.280 |   0.253 |   0.116 |   0.079 |   0.272 |   0.169 |   0.127 | 1.262e+01 | 1.115e+01 | 5.919e+00 | 2.839e+02 | 2.247e+02 | 1.093e+02 | 0.0394 | 0.0160 | 0.0100 |   col
   206408456 | 5386 |  129 |  129 | 4.525 | 0.040 | 0.056 | -0.112 | 0.200 | 0.280 |   0.836 |   0.074 |   0.081 |   0.880 |   0.058 |   0.093 | 1.474e+00 | 2.982e-01 | 2.924e-01 | 7.003e+02 | 8.184e+01 | 7.328e+01 | 0.0449 | 0.0242 | 0.0110 |   rpm
   206408679 | 5951 |  181 |  181 | 4.034 | 0.364 | 0.260 | -0.011 | 0.150 | 0.150 |   1.574 |   0.749 |   0.587 |   1.173 |   0.242 |   0.173 | 2.321e-01 | 6.667e-01 | 1.439e-01 | 1.102e+02 | 5.774e+01 | 3.789e+01 | 0.0271 | 0.0210 | 0.0070 |   rpm
   206409426 | 6254 |  189 |  151 | 4.182 | 0.130 | 0.260 |  0.121 | 0.090 | 0.150 |   1.515 |   0.631 |   0.266 |   1.306 |   0.216 |   0.120 | 3.546e-01 | 2.271e-01 | 2.091e-01 | 5.437e+02 | 2.390e+02 | 1.246e+02 | 0.0486 | 0.0182 | 0.0130 |   rpm
   206410345 | 5678 |  135 |  169 | 4.408 | 0.090 | 0.522 | -0.013 | 0.150 | 0.270 |   1.013 |   0.921 |   0.118 |   1.007 |   0.118 |   0.099 | 9.382e-01 | 3.569e-01 | 7.935e-01 | 3.452e+02 | 3.029e+02 | 5.273e+01 | 0.0453 | 0.0264 | 0.0110 |   rpm
   206410740 | 3749 |  119 |  149 | 4.962 | 0.072 | 0.060 | -0.075 | 0.150 | 0.270 |   0.318 |   0.052 |   0.069 |   0.337 |   0.063 |   0.088 | 1.002e+01 | 4.971e+00 | 2.505e+00 | 1.396e+02 | 3.744e+01 | 3.380e+01 | 0.0306 | 0.0112 | 0.0070 |   rpm
   206411202 | 3444 |  166 |  103 | 5.096 | 0.030 | 0.078 | -0.067 | 0.150 | 0.150 |   0.202 |   0.054 |   0.022 |   0.185 |   0.068 |   0.028 | 2.188e+01 | 4.125e+00 | 7.425e+00 | 1.078e+02 | 3.807e+01 | 1.667e+01 | 0.0265 | 0.0126 | 0.0024 |   rpm
   206411904 | 4549 |   72 |   72 | 2.598 | 0.336 | 0.288 |  0.144 | 0.090 | 0.120 |   9.084 |   3.024 |   2.891 |   1.247 |   0.091 |   0.109 | 1.491e-03 | 2.971e-03 | 9.084e-04 | 8.266e+02 | 1.787e+02 | 2.677e+02 | 0.0491 | 0.0360 | 0.0150 |   rpm
   206412599 | 5791 |  140 |  140 | 4.378 | 0.085 | 0.289 |  0.065 | 0.120 | 0.150 |   1.084 |   0.479 |   0.124 |   1.048 |   0.099 |   0.071 | 7.800e-01 | 2.844e-01 | 5.090e-01 | 2.573e+02 | 1.224e+02 | 3.576e+01 | 0.0410 | 0.0180 | 0.0100 |   rpm
