# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   203036556 | 4724 |  197 |  112 | 1.673 | 0.676 | 0.156 | -1.187 | 0.200 | 0.320 |  21.965 |   4.394 |  11.374 |   0.877 |   0.021 |   0.048 | 7.252e-05 | 5.306e-04 | 2.676e-05 | 8.520e+03 | 1.106e+03 | 4.112e+03 | 0.3125 | 0.1590 | 0.0530 |   rpm
   203040002 | 5351 |  480 |  266 | 3.786 | 0.572 | 1.144 | -0.171 | 0.250 | 0.750 |   2.141 |   4.451 |   1.302 |   0.963 |   0.318 |   0.136 | 1.004e-01 | 7.044e-01 | 9.882e-02 | 1.554e+03 | 2.974e+03 | 9.166e+02 | 0.5805 | 0.3312 | 0.2070 |   rpm
   203049398 | 4924 |  263 |  116 | 2.404 | 0.400 | 0.300 | -0.857 | 0.300 | 0.250 |   8.856 |   3.969 |   3.774 |   0.905 |   0.069 |   0.021 | 9.342e-04 | 3.486e-03 | 6.027e-04 | 2.778e+03 | 1.179e+03 | 1.144e+03 | 0.3531 | 0.1254 | 0.0684 |   rpm
   203057214 | 5370 |  536 |  447 | 4.395 | 0.258 | 1.720 | -0.509 | 0.550 | 0.660 |   0.966 |   5.747 |   0.332 |   0.867 |   0.144 |   0.201 | 8.761e-01 | 1.325e+00 | 8.737e-01 | 1.323e+03 | 6.491e+03 | 5.636e+02 | 0.4159 | 0.3440 | 0.1720 |   rpm
   203057891 | 4754 |   76 |   76 | 2.500 | 0.460 | 0.575 | -0.291 | 0.250 | 0.900 |   8.703 |   6.456 |   3.120 |   1.040 |   0.260 |   0.174 | 1.019e-03 | 4.455e-03 | 8.296e-04 | 1.592e+03 | 8.717e+02 | 5.633e+02 | 0.3463 | 0.0816 | 0.0816 |   rpm
   203060131 | 5778 |  280 |  280 | 4.402 | 0.115 | 0.230 | -0.111 | 0.200 | 0.520 |   1.018 |   0.320 |   0.207 |   0.936 |   0.125 |   0.104 | 9.508e-01 | 5.389e-01 | 4.873e-01 | 2.722e+02 | 1.922e+02 | 6.381e+01 | 0.2043 | 0.1190 | 0.1190 |   rpm
   203061000 | 4861 |  174 |  145 | 2.315 | 2.160 | 0.270 | -0.735 | 0.630 | 0.450 |  10.586 |   3.178 |   9.778 |   0.888 |   0.099 |   0.071 | 6.792e-04 | 1.355e+00 | 3.928e-04 | 6.595e+03 | 2.508e+03 | 6.025e+03 | 0.3168 | 0.1440 | 0.0864 |   rpm
   203062489 | 4780 |  152 |   76 | 2.372 | 0.328 | 0.205 | -0.473 | 0.360 | 0.300 |  10.716 |   1.897 |   1.612 |   1.039 |   0.165 |   0.137 | 8.591e-04 | 1.380e-03 | 3.870e-04 | 1.674e+03 | 4.073e+02 | 1.578e+02 | 0.3363 | 0.1092 | 0.0468 |   rpm
   203063207 | 6656 |  275 |  275 | 4.110 | 0.070 | 0.098 |  0.044 | 0.100 | 0.120 |   1.717 |   0.193 |   0.126 |   1.437 |   0.086 |   0.086 | 2.718e-01 | 8.159e-02 | 8.027e-02 | 3.427e+02 | 2.642e+01 | 2.642e+01 | 0.2056 | 0.1152 | 0.0768 |   plx
   203066668 | 4914 |  473 |  147 | 2.485 | 0.756 | 0.108 | -0.401 | 0.300 | 0.660 |   8.958 |   2.012 |   4.460 |   1.022 |   0.317 |   0.144 | 1.177e-03 | 1.275e-02 | 3.886e-04 | 2.122e+03 | 4.814e+02 | 1.011e+03 | 0.3813 | 0.3400 | 0.0850 |   rpm
   203067765 | 4790 |   57 |   76 | 2.187 | 0.336 | 1.008 | -0.983 | 0.350 | 0.840 |  11.887 |  20.255 |   3.701 |   0.890 |   0.037 |   0.073 | 4.211e-04 | 9.044e-04 | 4.048e-04 | 2.914e+03 | 5.201e+03 | 9.293e+02 | 0.4194 | 0.0770 | 0.0770 |   rpm
   203072491 | 4787 |  115 |  115 | 2.725 | 0.498 | 0.498 | -0.236 | 0.200 | 0.600 |   6.814 |   5.701 |   3.104 |   1.082 |   0.175 |   0.175 | 2.672e-03 | 1.365e-02 | 2.235e-03 | 1.522e+03 | 1.227e+03 | 5.920e+02 | 0.3380 | 0.1218 | 0.0870 |   rpm
   203084992 | 3886 |   47 |  141 | 4.842 | 0.045 | 0.020 |  0.134 | 0.160 | 0.060 |   0.443 |   0.012 |   0.057 |   0.500 |   0.016 |   0.078 | 5.722e+00 | 1.481e+00 | 3.433e-01 | 1.157e+02 | 2.468e+01 | 3.711e+01 | 0.0728 | 0.1850 | 0.0350 |   rpm
   203088913 | 4834 |  173 |  144 | 2.529 | 1.890 | 0.735 | -0.532 | 0.500 | 0.600 |   8.800 |   7.177 |   7.990 |   0.909 |   0.115 |   0.096 | 1.009e-03 | 9.282e-01 | 8.925e-04 | 4.702e+03 | 4.811e+03 | 4.253e+03 | 0.3221 | 0.1274 | 0.0910 |   rpm
   203092485 | 4737 |  131 |   94 | 2.082 | 0.474 | 0.395 | -0.932 | 0.490 | 0.350 |  13.084 |   7.321 |   4.694 |   0.895 |   0.075 |   0.030 | 3.173e-04 | 1.302e-03 | 2.357e-04 | 5.308e+03 | 2.561e+03 | 1.999e+03 | 0.3480 | 0.1104 | 0.0828 |   rpm
   203094314 | 4755 |  186 |  149 | 2.420 | 0.450 | 0.090 | -0.401 | 0.350 | 0.490 |  10.192 |   1.254 |   3.908 |   1.040 |   0.170 |   0.170 | 9.148e-04 | 3.670e-03 | 2.209e-04 | 2.076e+03 | 2.172e+02 | 7.271e+02 | 0.4289 | 0.1680 | 0.1400 |   rpm
   203096253 | 4957 |  377 |  269 | 3.864 | 0.805 | 1.610 | -0.175 | 0.250 | 0.900 |   1.605 |   8.460 |   1.026 |   0.859 |   0.123 |   0.088 | 1.089e-01 | 1.805e+00 | 1.082e-01 | 1.240e+03 | 5.765e+03 | 8.198e+02 | 0.3803 | 0.3376 | 0.2110 |   rpm
   203096296 | 4767 |  113 |  141 | 2.298 | 0.275 | 0.550 | -0.881 | 0.720 | 0.300 |  11.395 |   7.903 |   2.090 |   0.902 |   0.316 |   0.029 | 6.364e-04 | 8.015e-04 | 5.275e-04 | 2.997e+03 | 2.211e+03 | 5.609e+02 | 0.3431 | 0.1188 | 0.0792 |   rpm
   203101848 | 3638 |  603 |  377 | 5.039 | 0.100 | 0.100 | -0.306 | 0.280 | 0.840 |   0.239 |   0.096 |   0.080 |   0.226 |   0.141 |   0.088 | 1.638e+01 | 1.209e+01 | 7.941e+00 | 2.426e+02 | 1.652e+02 | 9.827e+01 | 0.1118 | 0.0976 | 0.0610 |   rpm
   203101909 | 4945 |  115 |  115 | 2.224 | 0.955 | 0.764 | -0.956 | 0.600 | 1.080 |   9.897 |  12.734 |   6.377 |   0.900 |   0.194 |   0.097 | 4.601e-04 | 2.187e-02 | 4.255e-04 | 1.623e+03 | 2.765e+03 | 1.022e+03 | 0.2976 | 0.1222 | 0.0376 |   rpm
   203103048 | 4953 |  137 |   59 | 2.613 | 0.660 | 0.440 | -0.821 | 0.490 | 0.350 |   7.074 |   4.693 |   3.605 |   0.903 |   0.217 |   0.026 | 1.601e-03 | 1.756e-02 | 1.213e-03 | 1.402e+03 | 1.001e+03 | 6.544e+02 | 0.3138 | 0.0276 | 0.0230 |   rpm
   203103877 | 6257 |  253 |  253 | 4.219 | 0.115 | 0.184 | -0.476 | 0.500 | 0.800 |   1.255 |   0.350 |   0.232 |   0.963 |   0.302 |   0.165 | 4.353e-01 | 3.108e-01 | 2.031e-01 | 1.515e+03 | 4.823e+02 | 3.117e+02 | 0.3179 | 0.1456 | 0.0672 |   rpm
   203105906 | 4782 |  241 |  241 | 2.277 | 0.902 | 0.410 | -0.536 | 0.500 | 0.600 |  10.741 |   5.479 |   6.747 |   0.949 |   0.118 |   0.073 | 7.000e-04 | 1.320e-02 | 5.201e-04 | 5.193e+03 | 3.268e+03 | 3.036e+03 | 0.5188 | 0.2736 | 0.2280 |   rpm
   203105967 | 4945 |  171 |  171 | 2.804 | 0.558 | 0.558 | -0.451 | 0.400 | 0.480 |   6.065 |   4.740 |   2.661 |   0.992 |   0.286 |   0.122 | 3.445e-03 | 1.942e-02 | 2.926e-03 | 1.146e+03 | 8.563e+02 | 4.900e+02 | 0.3969 | 0.2176 | 0.1360 |   rpm
   203108421 | 4895 |  270 |  193 | 2.471 | 0.525 | 0.125 | -0.339 | 0.660 | 0.660 |   9.752 |   1.291 |   3.519 |   1.020 |   0.947 |   0.125 | 1.112e-03 | 4.511e-03 | 3.972e-04 | 4.275e+03 | 6.334e+02 | 1.385e+03 | 0.8117 | 0.2148 | 0.1790 |   rpm
   203108850 | 5144 |  157 |  220 | 2.433 | 0.280 | 0.180 | -0.916 | 0.250 | 0.400 |   9.372 |   2.211 |   1.789 |   0.900 |   0.022 |   0.033 | 1.007e-03 | 6.525e-04 | 5.136e-04 | 2.512e+03 | 7.736e+02 | 3.422e+02 | 0.4139 | 0.1100 | 0.1320 |   rpm
   203112599 | 4681 |  115 |  115 | 2.405 | 0.174 | 0.174 | -0.126 | 0.200 | 0.240 |  12.001 |   2.184 |   0.878 |   1.365 |   0.671 |   0.373 | 7.426e-04 | 3.814e-04 | 2.910e-04 | 1.009e+03 | 2.326e+02 | 2.326e+02 | 0.3494 | 0.0756 | 0.0882 |   plx
   203116340 | 5331 |  160 |  160 | 2.457 | 0.035 | 0.035 | -1.066 | 0.250 | 0.250 |   9.172 |   0.876 |   0.183 |   0.889 |   0.021 |   0.021 | 1.120e-03 | 8.840e-05 | 1.819e-04 | 2.129e+03 | 1.840e+02 | 7.227e+01 | 0.3749 | 0.0100 | 0.1220 |   rpm
   203117292 | 4952 |  204 |  163 | 2.446 | 1.036 | 0.070 | -0.441 | 0.250 | 0.350 |   9.119 |   1.497 |   5.808 |   1.004 |   0.335 |   0.105 | 1.072e-03 | 3.093e-02 | 2.681e-04 | 1.543e+03 | 3.078e+02 | 8.985e+02 | 0.3819 | 0.1968 | 0.0984 |   rpm
   203121094 | 6049 |  189 |  189 | 4.359 | 0.054 | 0.126 | -0.131 | 0.250 | 0.300 |   1.120 |   0.172 |   0.092 |   1.093 |   0.111 |   0.177 | 7.149e-01 | 1.768e-01 | 1.825e-01 | 2.322e+02 | 1.424e+01 | 1.424e+01 | 0.1380 | 0.0960 | 0.0360 |   plx
   203123583 | 4705 |  215 |  215 | 2.400 | 0.322 | 0.138 | -0.444 | 0.490 | 0.350 |  10.233 |   1.679 |   2.682 |   0.968 |   0.091 |   0.076 | 8.238e-04 | 1.343e-03 | 2.732e-04 | 7.111e+03 | 1.186e+03 | 1.888e+03 | 0.5179 | 0.3094 | 0.2210 |   rpm
   203125367 | 4511 |  335 |  670 | 4.636 | 0.210 | 1.722 | -0.080 | 0.250 | 0.550 |   0.619 |   4.127 |   0.230 |   0.697 |   0.205 |   0.246 | 2.244e+00 | 3.525e+00 | 2.240e+00 | 3.599e+02 | 2.538e+03 | 1.803e+02 | 0.2110 | 0.3600 | 0.0900 |   rpm
   203127159 | 4813 |  115 |  115 | 2.447 | 0.324 | 0.108 | -0.212 | 0.240 | 0.240 |  10.832 |   0.855 |   1.668 |   1.198 |   0.991 |   0.207 | 9.475e-04 | 1.223e-03 | 2.086e-04 | 8.980e+02 | 1.763e+02 | 1.763e+02 | 0.2884 | 0.0936 | 0.0780 |   plx
   203128698 | 4786 |  198 |  113 | 2.257 | 0.534 | 0.445 | -0.822 | 0.540 | 0.300 |  10.215 |   7.132 |   4.804 |   0.910 |   0.156 |   0.027 | 6.250e-04 | 2.366e-03 | 4.944e-04 | 3.427e+03 | 2.055e+03 | 1.477e+03 | 0.3403 | 0.1380 | 0.0690 |   rpm
   203129856 | 5103 |  306 |  153 | 3.403 | 0.112 | 0.992 | -0.346 | 0.080 | 0.800 |   3.338 |   6.495 |   0.067 |   1.071 |   0.235 |   0.196 | 2.833e-02 | 7.748e-03 | 2.734e-02 | 6.971e+02 | 1.087e+03 | 5.190e+01 | 0.5049 | 0.2420 | 0.1452 |   rpm
   203130596 | 4907 |  151 |   90 | 2.825 | 0.552 | 1.104 | -0.761 | 0.480 | 0.300 |   5.936 |  14.809 |   2.936 |   0.892 |   0.127 |   0.090 | 3.498e-03 | 2.316e-02 | 3.438e-03 | 1.808e+03 | 4.228e+03 | 8.711e+02 | 0.3634 | 0.0360 | 0.1020 |   rpm
   203131339 |10244 | 1687 | 1406 | 3.969 | 0.175 | 0.210 |  0.058 | 0.120 | 0.120 |   2.830 |   0.769 |   0.514 |   2.804 |   0.540 |   0.450 | 1.200e-01 | 8.613e-02 | 6.373e-02 | 7.476e+02 | 1.942e+02 | 1.942e+02 | 0.3129 | 0.1116 | 0.1116 |   plx
   203136240 | 6681 |  199 |  199 | 3.997 | 0.120 | 0.144 |  0.039 | 0.120 | 0.120 |   1.991 |   0.375 |   0.316 |   1.521 |   0.123 |   0.123 | 1.852e-01 | 1.083e-01 | 6.833e-02 | 3.908e+02 | 5.314e+01 | 5.314e+01 | 0.1952 | 0.0672 | 0.0672 |   plx
   203136263 | 4944 |  175 |  146 | 2.427 | 1.073 | 0.174 | -0.696 | 0.480 | 0.400 |   9.480 |   1.897 |   6.306 |   0.910 |   0.073 |   0.041 | 9.108e-04 | 2.349e-02 | 3.492e-04 | 6.291e+03 | 1.134e+03 | 3.964e+03 | 0.3657 | 0.1554 | 0.1110 |   rpm
   203136552 | 4568 |  110 |  138 | 1.389 | 1.078 | 0.132 | -1.117 | 0.770 | 0.350 |  30.941 |   4.486 |  21.584 |   0.888 |   0.125 |   0.021 | 2.829e-05 | 1.129e-03 | 9.855e-06 | 8.830e+03 | 1.449e+03 | 5.873e+03 | 0.3941 | 0.1284 | 0.1284 |   rpm
   203139809 | 4991 |   60 |  100 | 2.407 | 0.024 | 0.162 | -0.758 | 0.350 | 0.490 |  10.011 |   1.914 |   0.538 |   0.914 |   0.175 |   0.042 | 9.177e-04 | 1.215e-04 | 3.823e-04 | 1.454e+03 | 2.543e+02 | 1.126e+02 | 0.3428 | 0.0294 | 0.0546 |   rpm
   203139813 | 4911 |  145 |  145 | 3.712 | 0.824 | 1.648 | -0.249 | 0.200 | 1.200 |   1.815 |  10.307 |   1.348 |   0.844 |   0.166 |   0.095 | 6.154e-02 | 2.475e+00 | 6.120e-02 | 8.809e+02 | 4.945e+03 | 6.524e+02 | 0.2842 | 0.1240 | 0.1488 |   rpm
   203145797 | 4812 |  424 |  353 | 2.415 | 2.212 | 0.168 | -0.331 | 0.450 | 0.540 |   9.995 |   2.200 |   9.314 |   0.914 |   0.123 |   0.172 | 8.717e-04 | 2.199e+00 | 3.838e-04 | 6.338e+03 | 2.133e+03 | 5.825e+03 | 0.4561 | 0.4230 | 0.2350 |   rpm
   203148637 | 4762 |  142 |  142 | 2.344 | 0.801 | 0.445 | -0.654 | 0.560 | 0.400 |  10.471 |   6.125 |   5.900 |   0.911 |   0.114 |   0.044 | 6.487e-04 | 8.557e-03 | 5.001e-04 | 5.726e+03 | 3.603e+03 | 3.104e+03 | 0.3238 | 0.1376 | 0.0860 |   rpm
   203152289 | 5074 |  243 |  291 | 2.418 | 0.420 | 0.075 | -0.654 | 0.560 | 0.420 |   9.611 |   1.173 |   3.820 |   0.933 |   0.111 |   0.049 | 9.743e-04 | 3.636e-03 | 2.437e-04 | 7.058e+03 | 8.248e+02 | 2.718e+03 | 0.9805 | 0.2550 | 0.2550 |   col
   203152545 | 4888 |  290 |  116 | 2.733 | 0.189 | 0.351 | -0.365 | 0.480 | 0.480 |   9.189 |   1.361 |   1.404 |   1.089 |   0.942 |   0.205 | 1.902e-03 | 2.297e-03 | 1.122e-03 | 1.669e+03 | 3.329e+02 | 2.775e+02 | 0.3532 | 0.2788 | 0.0984 |   rpm
   203153068 | 4822 |  146 |  117 | 2.727 | 0.392 | 0.245 | -0.590 | 0.350 | 0.250 |   6.662 |   1.865 |   2.337 |   0.960 |   0.164 |   0.082 | 2.572e-03 | 6.765e-03 | 1.548e-03 | 1.801e+03 | 5.169e+02 | 6.428e+02 | 0.3614 | 0.0840 | 0.0980 |   rpm
   203154205 | 4796 |  187 |  224 | 2.358 | 2.250 | 0.090 | -0.504 | 0.450 | 0.450 |  10.784 |   1.040 |  10.065 |   0.919 |   0.108 |   0.152 | 7.233e-04 | 1.955e+00 | 1.871e-04 | 8.213e+03 | 7.304e+02 | 7.627e+03 | 0.4019 | 0.2920 | 0.1752 |   rpm
   203154314 | 4849 |  174 |  116 | 2.330 | 0.438 | 0.511 | -0.874 | 0.490 | 0.350 |  10.232 |   6.686 |   3.583 |   0.901 |   0.093 |   0.026 | 6.667e-04 | 1.417e-03 | 5.315e-04 | 4.021e+03 | 2.500e+03 | 1.174e+03 | 0.3726 | 0.1560 | 0.0780 |   rpm
   203155801 | 4895 |  308 |  220 | 3.231 | 0.975 | 0.975 | -0.169 | 0.200 | 0.720 |   2.998 |   5.471 |   2.297 |   0.944 |   0.258 |   0.162 | 2.264e-02 | 1.362e-01 | 2.176e-02 | 1.356e+03 | 2.146e+03 | 9.968e+02 | 0.4606 | 0.2912 | 0.2496 |   rpm
   203159036 | 4887 |  199 |  142 | 2.796 | 1.575 | 1.125 | -0.684 | 0.700 | 0.500 |   4.493 |  11.521 |   3.734 |   0.883 |   0.079 |   0.079 | 3.585e-03 | 7.898e-01 | 3.509e-03 | 2.561e+03 | 6.258e+03 | 2.108e+03 | 0.2976 | 0.0720 | 0.1152 |   rpm
   203167148 | 4824 |  144 |  115 | 2.678 | 0.245 | 0.392 | -0.611 | 0.400 | 0.640 |   7.072 |   3.856 |   1.889 |   0.929 |   0.200 |   0.059 | 2.375e-03 | 3.787e-03 | 1.807e-03 | 2.005e+03 | 1.034e+03 | 5.153e+02 | 0.3712 | 0.1344 | 0.0840 |   rpm
   203169474 | 4497 |  108 |  162 | 1.355 | 0.084 | 0.072 | -0.972 | 0.200 | 0.280 |  32.804 |   2.024 |   3.351 |   0.896 |   0.018 |   0.025 | 2.452e-05 | 9.017e-06 | 4.359e-06 | 9.027e+03 | 6.992e+02 | 3.665e+02 | 0.4275 | 0.0168 | 0.1536 |   rpm
   203171502 | 5074 |  217 |  155 | 2.444 | 1.173 | 0.115 | -0.702 | 0.560 | 0.400 |   9.241 |   1.757 |   6.346 |   0.914 |   0.176 |   0.044 | 1.061e-03 | 4.799e-02 | 3.679e-04 | 4.856e+03 | 8.598e+02 | 3.262e+03 | 0.3551 | 0.1600 | 0.1000 |   rpm
   203172674 | 4861 |  229 |  191 | 2.385 | 2.006 | 0.085 | -0.549 | 0.480 | 0.400 |  10.192 |   1.113 |   8.125 |   0.921 |   0.079 |   0.095 | 8.694e-04 | 1.545e+00 | 2.249e-04 | 8.145e+03 | 8.767e+02 | 7.328e+03 | 0.4300 | 0.3168 | 0.1728 |   rpm
   203174744 | 4845 |  172 |  115 | 2.295 | 0.700 | 0.250 | -0.780 | 0.480 | 0.400 |  10.224 |   3.593 |   6.082 |   0.900 |   0.078 |   0.035 | 7.295e-04 | 1.102e-02 | 4.074e-04 | 6.589e+03 | 2.299e+03 | 3.739e+03 | 0.3455 | 0.1264 | 0.0948 |   rpm
   203174962 | 4759 |  148 |  119 | 2.411 | 0.483 | 0.126 | -0.386 | 0.300 | 0.420 |  10.266 |   1.391 |   4.348 |   1.042 |   0.205 |   0.136 | 9.002e-04 | 4.209e-03 | 2.716e-04 | 1.964e+03 | 3.067e+02 | 7.648e+02 | 0.3833 | 0.1220 | 0.1220 |   rpm
   203176277 | 4855 |  177 |   88 | 2.581 | 0.690 | 0.276 | -0.446 | 0.360 | 0.600 |   7.743 |   3.372 |   3.704 |   0.968 |   0.292 |   0.092 | 1.465e-03 | 1.322e-02 | 8.613e-04 | 1.888e+03 | 7.787e+02 | 8.739e+02 | 0.3678 | 0.1320 | 0.0600 |   rpm
   203179701 | 4804 |  234 |  195 | 2.545 | 1.962 | 0.654 | -0.586 | 0.600 | 0.600 |   8.055 |   7.884 |   7.316 |   0.898 |   0.136 |   0.113 | 1.315e-03 | 1.320e+00 | 1.167e-03 | 4.407e+03 | 4.435e+03 | 3.975e+03 | 0.3184 | 0.2304 | 0.0960 |   rpm
   203185008 | 4751 |  151 |  189 | 2.904 | 1.660 | 0.830 | -0.312 | 0.400 | 0.720 |   5.557 |   8.053 |   4.783 |   0.906 |   0.241 |   0.151 | 3.710e-03 | 1.460e+00 | 3.465e-03 | 1.616e+03 | 2.332e+03 | 1.389e+03 | 0.3147 | 0.1740 | 0.1218 |   rpm
   203185188 | 4813 |  144 |  173 | 4.608 | 0.070 | 0.910 | -0.184 | 0.240 | 0.900 |   0.699 |   0.273 |   0.132 |   0.778 |   0.080 |   0.128 | 1.988e+00 | 8.593e-01 | 1.927e+00 | 4.225e+02 | 9.790e+02 | 8.750e+01 | 0.2091 | 0.1246 | 0.0712 |   rpm
   203188512 | 4829 |   80 |  120 | 2.633 | 0.170 | 0.272 | -0.031 | 0.120 | 0.240 |  10.746 |   1.678 |   1.717 |   1.979 |   0.559 |   0.782 | 1.389e-03 | 1.025e-03 | 6.733e-04 | 7.997e+02 | 1.653e+02 | 8.860e+01 | 0.3093 | 0.0912 | 0.0760 |   rpm
   203193926 | 6530 |  197 |  197 | 4.201 | 0.090 | 0.162 | -0.002 | 0.120 | 0.240 |   1.505 |   0.252 |   0.182 |   1.298 |   0.112 |   0.134 | 3.606e-01 | 1.488e-01 | 1.531e-01 | 3.020e+02 | 5.774e+01 | 5.774e+01 | 0.1525 | 0.0546 | 0.0468 |   plx
   203194719 | 5878 |  141 |  176 | 4.188 | 0.210 | 0.180 | -0.087 | 0.200 | 0.200 |   1.338 |   0.313 |   0.291 |   1.034 |   0.097 |   0.061 | 4.357e-01 | 4.217e-01 | 2.143e-01 | 1.589e+02 | 6.650e+00 | 6.650e+00 | 0.1430 | 0.0480 | 0.0480 |   plx
   203195139 | 5022 |  181 |  120 | 2.314 | 0.342 | 0.741 | -1.266 | 0.780 | 1.040 |  10.664 |  12.367 |   3.657 |   0.874 |   0.087 |   0.087 | 6.075e-04 | 1.588e-03 | 5.499e-04 | 2.158e+03 | 2.269e+03 | 7.712e+02 | 0.4414 | 0.0032 | 0.1464 |   rpm
   203199412 | 4348 |  465 |   51 | 4.695 | 0.020 | 1.197 |  0.094 | 0.080 | 0.240 |   0.601 |   2.640 |   0.012 |   0.670 |   0.275 |   0.013 | 3.019e+00 | 1.811e-01 | 2.984e+00 | 1.229e+02 | 5.589e+02 | 3.688e+00 | 0.0666 | 0.3036 | 0.0024 |   rpm
   203199420 | 4750 |  135 |  135 | 2.378 | 0.468 | 0.180 | -0.611 | 0.490 | 0.350 |  10.156 |   2.196 |   3.807 |   0.934 |   0.093 |   0.058 | 8.502e-04 | 3.694e-03 | 4.357e-04 | 6.667e+03 | 1.535e+03 | 2.613e+03 | 0.3774 | 0.1760 | 0.1100 |   rpm
