# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   205896873 | 5968 |  146 |  146 | 4.315 | 0.100 | 0.240 | -0.272 | 0.250 | 0.250 |   1.106 |   0.378 |   0.138 |   0.987 |   0.102 |   0.085 | 6.834e-01 | 3.044e-01 | 3.796e-01 | 4.158e+02 | 1.477e+02 | 6.353e+01 | 0.0470 | 0.0192 | 0.0120 |   rpm
   205897043 | 4808 |   77 |   96 | 4.633 | 0.020 | 0.044 | -0.058 | 0.200 | 0.240 |   0.708 |   0.063 |   0.049 |   0.792 |   0.055 |   0.066 | 2.171e+00 | 2.371e-01 | 3.695e-01 | 1.614e+02 | 3.554e+01 | 2.005e+01 | 0.0419 | 0.0090 | 0.0162 |   rpm
   205897059 | 6012 |  120 |  120 | 4.279 | 0.105 | 0.189 | -0.110 | 0.160 | 0.240 |   1.195 |   0.323 |   0.166 |   1.054 |   0.091 |   0.091 | 5.682e-01 | 2.531e-01 | 2.754e-01 | 5.665e+02 | 1.533e+02 | 7.875e+01 | 0.0427 | 0.0144 | 0.0090 |   rpm
   205897280 | 5575 |  112 |  112 | 4.346 | 0.168 | 0.560 |  0.022 | 0.150 | 0.210 |   1.113 |   1.208 |   0.231 |   1.030 |   0.218 |   0.073 | 6.692e-01 | 5.769e-01 | 5.758e-01 | 1.989e+02 | 1.808e+02 | 5.848e+01 | 0.0394 | 0.0176 | 0.0110 |   rpm
   205897389 | 4158 |  160 |  160 | 4.763 | 0.054 | 0.045 | -0.054 | 0.180 | 0.180 |   0.513 |   0.050 |   0.054 |   0.577 |   0.050 |   0.060 | 4.022e+00 | 1.065e+00 | 7.150e-01 | 3.388e+02 | 4.752e+01 | 4.937e+01 | 0.0412 | 0.0180 | 0.0090 |   rpm
   205897543 | 5402 |  212 |  170 | 3.833 | 0.098 | 0.070 | -0.074 | 0.150 | 0.150 |   2.096 |   0.277 |   0.290 |   1.128 |   0.116 |   0.116 | 1.169e-01 | 4.821e-02 | 2.923e-02 | 1.842e+02 | 2.342e+01 | 2.465e+01 | 0.0335 | 0.0112 | 0.0084 |   rav
   205897774 | 5795 |  114 |  114 | 4.404 | 0.100 | 0.200 | -0.092 | 0.120 | 0.240 |   1.024 |   0.278 |   0.128 |   0.994 |   0.063 |   0.101 | 8.797e-01 | 3.918e-01 | 4.264e-01 | 3.739e+02 | 1.069e+02 | 6.147e+01 | 0.0436 | 0.0180 | 0.0090 |   rpm
   205897829 | 5098 |  123 |  154 | 3.636 | 0.115 | 0.161 | -0.158 | 0.120 | 0.120 |   2.686 |   0.680 |   0.400 |   1.220 |   0.115 |   0.115 | 5.853e-02 | 3.108e-02 | 2.629e-02 | 6.038e+02 | 1.336e+02 | 8.033e+01 | 0.0428 | 0.0220 | 0.0100 |   rav
   205898099 | 4196 |  205 |  205 | 4.760 | 0.096 | 0.060 | -0.036 | 0.120 | 0.150 |   0.527 |   0.064 |   0.099 |   0.596 |   0.068 |   0.109 | 3.924e+00 | 1.961e+00 | 1.029e+00 | 1.834e+02 | 3.208e+01 | 4.619e+01 | 0.0350 | 0.0128 | 0.0080 |   rpm
   205898160 | 5907 |  117 |  117 | 4.273 | 0.135 | 0.243 | -0.047 | 0.200 | 0.200 |   1.208 |   0.440 |   0.192 |   1.082 |   0.084 |   0.101 | 5.418e-01 | 3.268e-01 | 3.101e-01 | 4.151e+02 | 1.273e+02 | 8.507e+01 | 0.0439 | 0.0192 | 0.0120 |   rpm
   205898238 | 6235 |  122 |  122 | 4.156 | 0.145 | 0.174 | -0.128 | 0.180 | 0.360 |   1.445 |   0.398 |   0.265 |   1.161 |   0.169 |   0.197 | 3.622e-01 | 2.389e-01 | 1.650e-01 | 4.225e+02 | 9.968e+01 | 8.065e+01 | 0.0405 | 0.0112 | 0.0096 |   rpm
   205898439 | 5028 |  150 |  210 | 2.364 | 0.065 | 0.104 | -0.773 | 0.150 | 0.150 |  10.346 |   1.424 |   0.801 |   0.911 |   0.040 |   0.018 | 7.923e-04 | 2.051e-04 | 2.442e-04 | 1.249e+03 | 1.313e+02 | 8.607e+01 | 0.0418 | 0.0160 | 0.0080 |   rav
   205898454 | 6009 |  149 |  124 | 4.188 | 0.170 | 0.204 | -0.018 | 0.120 | 0.210 |   1.382 |   0.361 |   0.286 |   1.125 |   0.117 |   0.117 | 3.984e-01 | 3.101e-01 | 1.987e-01 | 5.646e+02 | 1.715e+02 | 1.120e+02 | 0.0453 | 0.0200 | 0.0100 |   rpm
   205898527 | 5960 |  121 |  121 | 4.200 | 0.205 | 0.246 | -0.041 | 0.160 | 0.200 |   1.306 |   0.464 |   0.292 |   1.093 |   0.127 |   0.106 | 3.863e-01 | 4.115e-01 | 2.245e-01 | 2.948e+02 | 1.136e+02 | 7.014e+01 | 0.0408 | 0.0198 | 0.0090 |   rpm
   205898849 | 3571 |  358 |  298 | 5.010 | 0.125 | 0.150 | -0.115 | 0.200 | 0.280 |   0.249 |   0.125 |   0.083 |   0.254 |   0.172 |   0.108 | 1.411e+01 | 1.404e+01 | 7.038e+00 | 3.581e+02 | 2.571e+02 | 1.496e+02 | 0.0395 | 0.0180 | 0.0100 |   col
   205898872 | 5883 |  140 |   93 | 4.349 | 0.075 | 0.210 | -0.033 | 0.120 | 0.180 |   1.112 |   0.344 |   0.114 |   1.044 |   0.088 |   0.088 | 7.223e-01 | 2.190e-01 | 3.782e-01 | 4.390e+02 | 1.365e+02 | 4.683e+01 | 0.0450 | 0.0260 | 0.0100 |   rpm
   205898882 | 3907 |  269 |  192 | 4.877 | 0.080 | 0.096 | -0.073 | 0.150 | 0.270 |   0.400 |   0.081 |   0.079 |   0.451 |   0.094 |   0.113 | 6.698e+00 | 3.869e+00 | 2.117e+00 | 2.821e+02 | 8.299e+01 | 7.508e+01 | 0.0390 | 0.0144 | 0.0090 |   rpm
   205898894 | 3920 |  346 |  346 | 4.881 | 0.156 | 0.130 | -0.170 | 0.250 | 0.300 |   0.384 |   0.135 |   0.147 |   0.419 |   0.151 |   0.182 | 7.167e+00 | 9.403e+00 | 3.228e+00 | 5.181e+02 | 2.643e+02 | 2.272e+02 | 0.0411 | 0.0180 | 0.0090 |   col
   205898942 | 3738 |  471 |  336 | 4.960 | 0.125 | 0.175 | -0.193 | 0.250 | 0.350 |   0.289 |   0.157 |   0.102 |   0.323 |   0.208 |   0.149 | 1.116e+01 | 1.215e+01 | 6.548e+00 | 6.032e+02 | 4.499e+02 | 2.577e+02 | 0.0416 | 0.0180 | 0.0090 |   col
   205899208 | 6402 |  158 |  158 | 4.163 | 0.110 | 0.198 |  0.008 | 0.150 | 0.180 |   1.531 |   0.450 |   0.258 |   1.313 |   0.137 |   0.114 | 3.354e-01 | 1.901e-01 | 1.719e-01 | 5.066e+02 | 1.466e+02 | 9.670e+01 | 0.0418 | 0.0162 | 0.0090 |   rpm
   205899250 | 5514 |  131 |  164 | 3.940 | 0.532 | 0.380 | -0.143 | 0.180 | 0.690 |   1.832 |   0.880 |   0.996 |   0.993 |   0.175 |   0.097 | 1.648e-01 | 9.755e-01 | 1.156e-01 | 6.545e+02 | 2.876e+02 | 3.547e+02 | 0.0423 | 0.0216 | 0.0090 |   rpm
   205899663 | 3958 |  186 |  124 | 4.858 | 0.045 | 0.072 | -0.050 | 0.150 | 0.240 |   0.420 |   0.075 |   0.047 |   0.480 |   0.075 |   0.062 | 5.991e+00 | 1.380e+00 | 1.509e+00 | 1.556e+02 | 3.821e+01 | 1.787e+01 | 0.0338 | 0.0112 | 0.0080 |   rpm
   205899671 | 3787 |  834 |  347 | 4.908 | 0.168 | 0.252 | -0.170 | 0.250 | 0.400 |   0.331 |   0.250 |   0.124 |   0.371 |   0.283 |   0.177 | 8.182e+00 | 9.925e+00 | 5.491e+00 | 3.959e+02 | 5.403e+02 | 1.818e+02 | 0.0403 | 0.0162 | 0.0090 |   col
   205899782 | 5786 |  115 |  138 | 4.299 | 0.186 | 0.341 | -0.047 | 0.160 | 0.240 |   1.179 |   0.605 |   0.285 |   1.035 |   0.119 |   0.099 | 5.933e-01 | 6.070e-01 | 4.100e-01 | 3.737e+02 | 1.927e+02 | 9.604e+01 | 0.0421 | 0.0220 | 0.0100 |   rpm
   205899868 | 4018 |  434 |  197 | 4.837 | 0.055 | 0.154 | -0.059 | 0.160 | 0.240 |   0.434 |   0.158 |   0.062 |   0.490 |   0.166 |   0.069 | 5.519e+00 | 1.960e+00 | 2.663e+00 | 2.971e+02 | 1.684e+02 | 5.561e+01 | 0.0408 | 0.0180 | 0.0090 |   rpm
   205900489 | 5708 |  139 |  116 | 4.405 | 0.090 | 0.480 | -0.014 | 0.150 | 0.210 |   1.024 |   0.839 |   0.116 |   1.013 |   0.102 |   0.085 | 8.985e-01 | 2.997e-01 | 7.387e-01 | 1.892e+02 | 1.488e+02 | 2.555e+01 | 0.0374 | 0.0198 | 0.0090 |   rpm
   205900728 | 3871 |  419 |  349 | 4.888 | 0.145 | 0.145 | -0.121 | 0.200 | 0.320 |   0.363 |   0.159 |   0.128 |   0.383 |   0.183 |   0.183 | 7.275e+00 | 1.010e+01 | 3.753e+00 | 3.929e+02 | 2.532e+02 | 1.766e+02 | 0.0403 | 0.0162 | 0.0090 |   col
   205900901 | 5574 |   67 |  179 | 3.775 | 0.060 | 0.072 | -0.065 | 0.120 | 0.180 |   2.406 |   0.306 |   0.272 |   1.254 |   0.160 |   0.114 | 8.874e-02 | 2.558e-02 | 2.326e-02 | 6.041e+02 | 8.156e+01 | 7.186e+01 | 0.0480 | 0.0204 | 0.0170 |   rav
   205901168 | 5662 |   91 |  113 | 4.429 | 0.075 | 0.120 | -0.062 | 0.210 | 0.180 |   0.975 |   0.155 |   0.102 |   0.986 |   0.047 |   0.075 | 9.721e-01 | 2.947e-01 | 3.686e-01 | 2.332e+02 | 5.634e+01 | 2.840e+01 | 0.0354 | 0.0160 | 0.0100 |   rpm
   205901212 | 5046 |  141 |   80 | 3.644 | 0.896 | 0.320 | -0.074 | 0.150 | 0.360 |   2.567 |   0.976 |   1.813 |   1.006 |   0.269 |   0.168 | 5.376e-02 | 1.281e+00 | 3.533e-02 | 7.597e+02 | 3.075e+02 | 5.285e+02 | 0.0401 | 0.0252 | 0.0090 |   rpm
   205901226 | 4910 |   98 |   78 | 3.703 | 0.020 | 0.720 |  0.057 | 0.120 | 0.420 |   2.578 |   2.092 |   0.334 |   1.161 |   0.106 |   0.247 | 7.046e-02 | 5.913e-03 | 6.387e-02 | 1.047e+03 | 7.939e+02 | 1.118e+02 | 0.0548 | 0.0224 | 0.0192 |   rpm
   205901259 | 6145 |  148 |  148 | 4.196 | 0.135 | 0.135 | -0.135 | 0.120 | 0.150 |   1.358 |   0.308 |   0.213 |   1.136 |   0.111 |   0.111 | 4.008e-01 | 2.418e-01 | 1.733e-01 | 3.189e+02 | 7.344e+01 | 5.058e+01 | 0.0399 | 0.0144 | 0.0080 |   rav
   205901278 | 4038 |  284 |  126 | 4.820 | 0.055 | 0.088 | -0.083 | 0.240 | 0.200 |   0.463 |   0.093 |   0.057 |   0.530 |   0.097 |   0.069 | 5.006e+00 | 1.518e+00 | 1.551e+00 | 2.637e+02 | 8.391e+01 | 4.182e+01 | 0.0383 | 0.0160 | 0.0080 |   rpm
   205901354 | 4781 |   75 |   75 | 3.295 | 0.162 | 0.135 |  0.100 | 0.100 | 0.120 |   4.016 |   0.884 |   0.614 |   1.273 |   0.130 |   0.108 | 1.771e-02 | 1.068e-02 | 6.664e-03 | 4.046e+02 | 8.363e+01 | 5.864e+01 | 0.0405 | 0.0160 | 0.0080 |   rav
   205901365 | 5840 |  118 |   95 | 4.384 | 0.085 | 0.153 | -0.168 | 0.200 | 0.200 |   1.027 |   0.252 |   0.118 |   0.976 |   0.078 |   0.078 | 8.097e-01 | 3.210e-01 | 3.658e-01 | 3.413e+02 | 8.503e+01 | 5.014e+01 | 0.0417 | 0.0234 | 0.0090 |   rpm
   205901417 | 5712 |  140 |  140 | 4.006 | 0.380 | 0.190 |  0.112 | 0.200 | 0.240 |   1.552 |   0.576 |   0.554 |   1.062 |   0.266 |   0.083 | 2.443e-01 | 6.572e-01 | 1.420e-01 | 7.495e+02 | 3.190e+02 | 2.598e+02 | 0.0552 | 0.0130 | 0.0156 |   rpm
   205901524 | 5736 |  137 |   91 | 4.072 | 0.348 | 0.290 | -0.088 | 0.180 | 0.270 |   1.438 |   0.669 |   0.529 |   1.045 |   0.136 |   0.136 | 2.575e-01 | 7.891e-01 | 1.629e-01 | 5.300e+02 | 2.291e+02 | 1.856e+02 | 0.0444 | 0.0132 | 0.0110 |   rpm
   205901703 | 6216 |  288 |  192 | 3.996 | 0.336 | 0.280 |  0.018 | 0.120 | 0.150 |   1.718 |   1.017 |   0.639 |   1.337 |   0.339 |   0.242 | 1.886e-01 | 5.219e-01 | 1.262e-01 | 1.518e+02 | 1.055e+02 | 5.400e+01 | 0.0311 | 0.0144 | 0.0080 |   rpm
   205901713 | 4909 |   57 |  114 | 2.423 | 0.774 | 0.108 | -0.529 | 0.250 | 0.350 |   9.895 |   1.182 |   5.403 |   0.954 |   0.168 |   0.064 | 9.257e-04 | 1.122e-02 | 2.794e-04 | 2.039e+03 | 2.892e+02 | 1.034e+03 | 0.0412 | 0.0198 | 0.0090 |   rpm
   205901944 | 6211 |  148 |  124 | 4.169 | 0.154 | 0.132 | -0.218 | 0.240 | 0.320 |   1.399 |   0.267 |   0.225 |   1.122 |   0.149 |   0.208 | 3.719e-01 | 2.568e-01 | 1.318e-01 | 3.524e+02 | 8.234e+01 | 5.657e+01 | 0.0387 | 0.0108 | 0.0072 |   rpm
   205901983 | 5369 |  160 |  128 | 4.488 | 0.060 | 0.690 | -0.088 | 0.200 | 0.280 |   0.909 |   1.299 |   0.082 |   0.932 |   0.102 |   0.073 | 1.225e+00 | 2.821e-01 | 1.123e+00 | 4.124e+02 | 5.682e+02 | 5.072e+01 | 0.0423 | 0.0176 | 0.0080 |   rpm
   205902142 | 4928 |  156 |   78 | 4.606 | 0.025 | 0.035 | -0.074 | 0.150 | 0.240 |   0.732 |   0.050 |   0.039 |   0.786 |   0.055 |   0.055 | 1.994e+00 | 2.177e-01 | 2.693e-01 | 1.869e+02 | 3.947e+01 | 1.086e+01 | 0.0371 | 0.0168 | 0.0120 |   rpm
   205902289 | 5432 |  131 |  131 | 4.496 | 0.040 | 0.608 | -0.008 | 0.120 | 0.210 |   0.905 |   1.011 |   0.074 |   0.942 |   0.049 |   0.069 | 1.256e+00 | 2.368e-01 | 1.114e+00 | 3.840e+02 | 4.036e+02 | 4.333e+01 | 0.0412 | 0.0294 | 0.0070 |   rpm
   205902352 | 4803 |   76 |   57 | 4.605 | 0.040 | 0.025 |  0.065 | 0.120 | 0.300 |   0.743 |   0.026 |   0.078 |   0.813 |   0.020 |   0.093 | 1.944e+00 | 4.477e-01 | 1.547e-01 | 2.009e+02 | 4.208e+01 | 2.069e+01 | 0.0401 | 0.0070 | 0.0050 |   rpm
   205902368 | 5696 |  113 |  113 | 4.427 | 0.085 | 0.527 | -0.272 | 0.250 | 0.350 |   0.964 |   0.784 |   0.155 |   0.918 |   0.090 |   0.090 | 9.483e-01 | 4.067e-01 | 7.891e-01 | 3.735e+02 | 2.685e+02 | 7.737e+01 | 0.0418 | 0.0144 | 0.0080 |   rpm
   205902410 | 5555 |  166 |  132 | 4.478 | 0.055 | 0.187 | -0.055 | 0.150 | 0.210 |   0.924 |   0.271 |   0.087 |   0.950 |   0.069 |   0.083 | 1.188e+00 | 2.735e-01 | 5.230e-01 | 3.396e+02 | 1.206e+02 | 4.040e+01 | 0.0413 | 0.0126 | 0.0108 |   rpm
   205902486 | 5428 |  129 |  108 | 4.524 | 0.035 | 0.070 | -0.108 | 0.160 | 0.240 |   0.841 |   0.096 |   0.049 |   0.881 |   0.065 |   0.065 | 1.448e+00 | 2.145e-01 | 3.496e-01 | 2.880e+02 | 4.711e+01 | 3.507e+01 | 0.0377 | 0.0120 | 0.0060 |   rpm
   205902563 | 6089 |  151 |  126 | 4.232 | 0.125 | 0.200 | -0.183 | 0.200 | 0.280 |   1.280 |   0.334 |   0.196 |   1.079 |   0.105 |   0.148 | 4.531e-01 | 2.903e-01 | 2.030e-01 | 6.378e+02 | 1.614e+02 | 1.122e+02 | 0.0433 | 0.0200 | 0.0100 |   rpm
   205902815 | 6884 |  166 |  166 | 4.214 | 0.045 | 0.072 |  0.070 | 0.100 | 0.100 |   1.555 |   0.148 |   0.114 |   1.451 |   0.076 |   0.076 | 3.707e-01 | 7.497e-02 | 8.426e-02 | 4.046e+02 | 4.853e+01 | 3.645e+01 | 0.0416 | 0.0198 | 0.0090 |   rav
   205902846 | 5406 |  162 |  162 | 3.845 | 0.084 | 0.070 |  0.035 | 0.120 | 0.120 |   2.127 |   0.276 |   0.290 |   1.180 |   0.104 |   0.104 | 1.177e-01 | 4.854e-02 | 2.943e-02 | 4.013e+02 | 4.587e+01 | 4.888e+01 | 0.0406 | 0.0162 | 0.0090 |   rav
   205902984 | 4156 |  275 |  275 | 4.771 | 0.090 | 0.090 | -0.102 | 0.200 | 0.240 |   0.496 |   0.106 |   0.087 |   0.551 |   0.103 |   0.103 | 4.318e+00 | 2.143e+00 | 1.432e+00 | 2.925e+02 | 8.779e+01 | 7.903e+01 | 0.0383 | 0.0128 | 0.0080 |   rpm
   205903013 | 5940 |  118 |  118 | 4.281 | 0.140 | 0.280 | -0.088 | 0.200 | 0.240 |   1.208 |   0.444 |   0.215 |   1.080 |   0.084 |   0.118 | 5.197e-01 | 3.731e-01 | 3.235e-01 | 4.665e+02 | 1.692e+02 | 9.252e+01 | 0.0399 | 0.0168 | 0.0070 |   rpm
