# EPIC|Teff|sTeff+|sTeff-|logg|slogg+|slogg-|FeH|sFeH+|sFeH-|Rad|sRad+|sRad-|Mass|sMass+|sMass-|rho|srho+|srho-|dis|dis+|dis-|ebv|ebv+|ebv-|prov
   205929473 | 3961 | 1251 |  500 | 4.901 | 0.160 | 0.288 | -0.274 | 0.300 | 0.540 |   0.361 |   0.310 |   0.146 |   0.418 |   0.286 |   0.204 | 6.576e+00 | 9.382e+00 | 4.675e+00 | 6.564e+02 | 1.021e+03 | 3.205e+02 | 0.0416 | 0.0162 | 0.0090 |   col
   205929551 | 4258 |  154 |  154 | 4.746 | 0.045 | 0.054 | -0.039 | 0.120 | 0.120 |   0.544 |   0.062 |   0.056 |   0.614 |   0.069 |   0.057 | 3.614e+00 | 7.814e-01 | 7.566e-01 | 1.001e+02 | 2.058e+01 | 1.251e+01 | 0.0253 | 0.0070 | 0.0070 |   rav
   205929562 | 4722 |  111 |   74 | 4.624 | 0.032 | 0.020 |  0.042 | 0.180 | 0.240 |   0.707 |   0.030 |   0.043 |   0.772 |   0.032 |   0.051 | 2.147e+00 | 2.955e-01 | 1.889e-01 | 3.035e+02 | 2.441e+01 | 1.947e+01 | 0.0387 | 0.0196 | 0.0070 |   rpm
   205929572 | 4813 |   76 |   76 | 2.420 | 0.325 | 0.520 | -0.738 | 0.300 | 0.300 |   9.285 |   7.333 |   2.832 |   0.916 |   0.055 |   0.055 | 9.020e-04 | 1.822e-03 | 7.481e-04 | 4.005e+03 | 2.460e+03 | 1.208e+03 | 0.0430 | 0.0160 | 0.0100 |   rpm
   205929651 | 5498 |   87 |  175 | 4.427 | 0.100 | 0.700 | -0.146 | 0.160 | 0.400 |   0.954 |   1.257 |   0.148 |   0.933 |   0.132 |   0.075 | 9.910e-01 | 4.748e-01 | 9.035e-01 | 4.041e+02 | 4.764e+02 | 7.488e+01 | 0.0412 | 0.0192 | 0.0080 |   rpm
   205929676 | 3919 |   47 |   39 | 4.852 | 0.020 | 0.020 | -0.001 | 0.080 | 0.080 |   0.434 |   0.009 |   0.009 |   0.487 |   0.012 |   0.010 | 5.992e+00 | 3.595e-01 | 3.595e-01 | 1.677e+02 | 5.031e+00 | 5.031e+00 | 0.0444 | 0.0080 | 0.0192 |   rpm
   205929691 | 5547 |  163 |  130 | 3.938 | 0.483 | 0.092 |  0.000 | 0.100 | 0.120 |   1.707 |   0.398 |   0.717 |   1.022 |   0.160 |   0.062 | 1.777e-01 | 7.944e-01 | 6.687e-02 | 4.721e+02 | 9.028e+01 | 1.928e+02 | 0.0393 | 0.0130 | 0.0050 |   rav
   205929709 | 4361 |  205 |  246 | 4.747 | 0.136 | 0.085 | -0.238 | 0.250 | 0.350 |   0.522 |   0.106 |   0.133 |   0.581 |   0.112 |   0.134 | 3.591e+00 | 3.004e+00 | 1.135e+00 | 1.983e+02 | 5.424e+01 | 5.694e+01 | 0.0348 | 0.0144 | 0.0080 |   rpm
   205929760 | 4312 |  175 |  210 | 4.733 | 0.066 | 0.055 | -0.059 | 0.160 | 0.240 |   0.556 |   0.068 |   0.072 |   0.621 |   0.068 |   0.082 | 3.410e+00 | 1.297e+00 | 7.013e-01 | 4.359e+02 | 7.624e+01 | 7.666e+01 | 0.0408 | 0.0162 | 0.0090 |   rpm
   205929769 | 5622 |  134 |   89 | 4.461 | 0.050 | 0.520 | -0.092 | 0.150 | 0.300 |   0.935 |   0.855 |   0.096 |   0.942 |   0.090 |   0.075 | 1.076e+00 | 2.786e-01 | 9.131e-01 | 3.753e+02 | 3.158e+02 | 4.158e+01 | 0.0418 | 0.0168 | 0.0060 |   rpm
   205929811 | 3881 |  433 |  361 | 4.887 | 0.145 | 0.145 | -0.199 | 0.250 | 0.400 |   0.352 |   0.184 |   0.136 |   0.399 |   0.173 |   0.208 | 7.252e+00 | 9.827e+00 | 3.700e+00 | 6.368e+02 | 4.079e+02 | 2.852e+02 | 0.0416 | 0.0180 | 0.0090 |   col
   205929903 | 5139 |  154 |  154 | 4.576 | 0.020 | 0.028 | -0.014 | 0.090 | 0.120 |   0.785 |   0.045 |   0.035 |   0.859 |   0.042 |   0.051 | 1.708e+00 | 1.996e-01 | 1.787e-01 | 1.874e+02 | 1.903e+01 | 1.451e+01 | 0.0353 | 0.0098 | 0.0070 |   rav
   205929927 | 3848 |   45 |  105 | 4.912 | 0.112 | 0.042 | -0.046 | 0.240 | 0.480 |   0.369 |   0.033 |   0.107 |   0.409 |   0.044 |   0.141 | 7.927e+00 | 6.498e+00 | 1.303e+00 | 1.249e+02 | 1.686e+01 | 3.729e+01 | 0.0275 | 0.0024 | 0.0042 |   rpm
   205929936 | 5174 |   62 |  104 | 4.539 | 0.055 | 0.902 | -0.158 | 0.250 | 0.400 |   0.824 |   1.627 |   0.059 |   0.884 |   0.087 |   0.062 | 1.465e+00 | 3.625e-01 | 1.406e+00 | 3.885e+02 | 7.422e+02 | 3.418e+01 | 0.0479 | 0.0260 | 0.0130 |   rpm
   205929982 | 4054 |  129 |  129 | 4.847 | 0.066 | 0.055 | -0.288 | 0.150 | 0.150 |   0.424 |   0.058 |   0.061 |   0.480 |   0.064 |   0.077 | 5.861e+00 | 2.082e+00 | 1.312e+00 | 7.805e+01 | 1.931e+01 | 1.313e+01 | 0.0202 | 0.0072 | 0.0060 |   rav
   205930058 | 3601 |  110 |  132 | 4.984 | 0.072 | 0.045 |  0.049 | 0.160 | 0.080 |   0.287 |   0.052 |   0.067 |   0.289 |   0.075 |   0.090 | 1.202e+01 | 7.028e+00 | 3.005e+00 | 1.021e+02 | 2.555e+01 | 2.401e+01 | 0.0246 | 0.0072 | 0.0040 |   rpm
   205930137 | 6328 |  126 |  126 | 4.225 | 0.095 | 0.152 | -0.247 | 0.200 | 0.360 |   1.306 |   0.235 |   0.168 |   1.119 |   0.119 |   0.190 | 4.688e-01 | 2.088e-01 | 1.889e-01 | 6.273e+02 | 1.255e+02 | 8.844e+01 | 0.0402 | 0.0128 | 0.0080 |   rpm
   205930168 | 4068 |  286 |  119 | 4.801 | 0.045 | 0.090 | -0.043 | 0.150 | 0.120 |   0.475 |   0.113 |   0.048 |   0.545 |   0.104 |   0.060 | 4.713e+00 | 1.289e+00 | 1.663e+00 | 5.709e+01 | 1.727e+01 | 9.822e+00 | 0.0180 | 0.0096 | 0.0060 |   rpm
   205930191 | 5940 |  177 |  106 | 4.451 | 0.054 | 0.099 | -0.805 | 0.320 | 0.200 |   0.869 |   0.164 |   0.058 |   0.790 |   0.081 |   0.025 | 1.168e+00 | 2.492e-01 | 3.747e-01 | 2.464e+02 | 1.218e+02 | 5.470e+01 | 0.0376 | 0.0084 | 0.0060 |   rpm
   205930275 | 3686 |  590 |  328 | 4.985 | 0.125 | 0.200 | -0.193 | 0.250 | 0.450 |   0.263 |   0.178 |   0.092 |   0.290 |   0.233 |   0.130 | 1.113e+01 | 1.159e+01 | 7.033e+00 | 6.096e+02 | 6.135e+02 | 2.684e+02 | 0.0416 | 0.0162 | 0.0090 |   col
   205930293 | 3729 |  908 |  324 | 4.960 | 0.125 | 0.275 | -0.199 | 0.250 | 0.450 |   0.289 |   0.241 |   0.102 |   0.315 |   0.287 |   0.144 | 1.113e+01 | 1.159e+01 | 8.050e+00 | 4.673e+02 | 7.022e+02 | 2.039e+02 | 0.0416 | 0.0162 | 0.0090 |   col
   205930326 | 5596 |  136 |   90 | 4.418 | 0.075 | 0.525 | -0.001 | 0.150 | 0.180 |   0.981 |   0.981 |   0.092 |   0.979 |   0.127 |   0.049 | 9.647e-01 | 2.925e-01 | 8.214e-01 | 4.183e+02 | 3.899e+02 | 4.976e+01 | 0.0461 | 0.0160 | 0.0100 |   rpm
   205930391 | 4105 |   97 |   81 | 4.786 | 0.042 | 0.035 | -0.052 | 0.150 | 0.150 |   0.490 |   0.048 |   0.037 |   0.549 |   0.054 |   0.045 | 4.498e+00 | 7.867e-01 | 7.911e-01 | 2.942e+02 | 3.925e+01 | 2.638e+01 | 0.0398 | 0.0288 | 0.0096 |   rpm
   205930438 | 5015 |  152 |  121 | 2.417 | 0.030 | 0.036 | -0.605 | 0.120 | 0.150 |  10.051 |   0.522 |   0.688 |   0.955 |   0.076 |   0.048 | 9.299e-04 | 1.378e-04 | 1.011e-04 | 1.103e+03 | 5.837e+01 | 3.989e+01 | 0.0419 | 0.0180 | 0.0090 |   rav
   205930485 | 4158 |  236 |  197 | 4.772 | 0.065 | 0.078 | -0.077 | 0.200 | 0.280 |   0.505 |   0.076 |   0.066 |   0.574 |   0.089 |   0.089 | 4.104e+00 | 1.432e+00 | 1.062e+00 | 3.045e+02 | 7.011e+01 | 5.698e+01 | 0.0394 | 0.0154 | 0.0070 |   rpm
   205930527 | 4173 |  164 |  197 | 4.781 | 0.065 | 0.065 | -0.104 | 0.200 | 0.240 |   0.495 |   0.071 |   0.062 |   0.563 |   0.071 |   0.071 | 4.166e+00 | 1.326e+00 | 1.006e+00 | 4.391e+02 | 8.881e+01 | 7.387e+01 | 0.0422 | 0.0180 | 0.0090 |   rpm
   205930577 | 5878 |  235 |  282 | 4.360 | 0.140 | 0.336 | -0.574 | 0.400 | 0.400 |   1.035 |   0.455 |   0.223 |   0.863 |   0.071 |   0.071 | 7.851e-01 | 5.329e-01 | 5.340e-01 | 1.431e+03 | 6.994e+02 | 3.151e+02 | 0.0426 | 0.0176 | 0.0080 |   rpm
   205930580 | 5862 |  122 |  122 | 4.362 | 0.090 | 0.234 | -0.097 | 0.200 | 0.240 |   1.087 |   0.364 |   0.158 |   1.012 |   0.081 |   0.081 | 7.844e-01 | 3.109e-01 | 4.324e-01 | 2.212e+02 | 7.719e+01 | 3.075e+01 | 0.0375 | 0.0162 | 0.0090 |   rpm
   205930596 | 5462 |  166 |  166 | 3.772 | 0.055 | 0.077 | -0.381 | 0.090 | 0.120 |   2.189 |   0.359 |   0.160 |   1.067 |   0.169 |   0.092 | 9.707e-02 | 2.099e-02 | 2.610e-02 | 5.123e+02 | 7.753e+01 | 3.858e+01 | 0.0414 | 0.0180 | 0.0090 |   rav
   205930624 | 3803 |  257 |  214 | 4.910 | 0.096 | 0.080 | -0.049 | 0.150 | 0.240 |   0.361 |   0.082 |   0.090 |   0.390 |   0.106 |   0.127 | 7.857e+00 | 4.711e+00 | 2.545e+00 | 2.495e+02 | 9.236e+01 | 7.672e+01 | 0.0383 | 0.0160 | 0.0100 |   rpm
   205930631 | 5003 |   79 |   59 | 3.142 | 0.265 | 0.477 | -0.714 | 0.250 | 0.350 |   4.172 |   2.440 |   1.218 |   0.917 |   0.047 |   0.047 | 1.194e-02 | 1.770e-02 | 9.613e-03 | 1.934e+03 | 1.109e+03 | 5.573e+02 | 0.0396 | 0.0176 | 0.0096 |   rpm
   205930655 | 4003 |  450 |  270 | 4.844 | 0.095 | 0.152 | -0.096 | 0.200 | 0.280 |   0.414 |   0.171 |   0.090 |   0.469 |   0.164 |   0.117 | 5.865e+00 | 3.430e+00 | 2.787e+00 | 2.985e+02 | 1.887e+02 | 7.873e+01 | 0.0389 | 0.0160 | 0.0080 |   rpm
   205930685 | 5353 |  128 |  128 | 4.493 | 0.055 | 0.770 | -0.145 | 0.150 | 0.510 |   0.917 |   1.353 |   0.114 |   0.910 |   0.155 |   0.059 | 1.210e+00 | 3.852e-01 | 1.127e+00 | 3.660e+02 | 5.084e+02 | 4.796e+01 | 0.0410 | 0.0216 | 0.0120 |   rpm
   205930745 | 5848 |   93 |   93 | 4.384 | 0.075 | 0.195 | -0.122 | 0.150 | 0.180 |   1.043 |   0.267 |   0.103 |   1.014 |   0.072 |   0.072 | 8.553e-01 | 2.314e-01 | 4.383e-01 | 3.568e+02 | 8.827e+01 | 4.432e+01 | 0.0421 | 0.0192 | 0.0060 |   rpm
   205930806 | 4273 |  242 |  339 | 4.744 | 0.112 | 0.080 | -0.114 | 0.200 | 0.240 |   0.534 |   0.090 |   0.118 |   0.597 |   0.089 |   0.125 | 3.657e+00 | 2.179e+00 | 1.038e+00 | 4.765e+02 | 1.275e+02 | 1.346e+02 | 0.0419 | 0.0162 | 0.0090 |   rpm
   205930827 | 7619 |  152 |  152 | 4.231 | 0.042 | 0.070 | -0.102 | 0.100 | 0.080 |   1.581 |   0.158 |   0.097 |   1.571 |   0.092 |   0.077 | 3.964e-01 | 5.872e-02 | 8.727e-02 | 3.685e+02 | 4.401e+01 | 2.853e+01 | 0.0390 | 0.0168 | 0.0070 |   rav
   205930831 | 6195 |  126 |  126 | 4.193 | 0.120 | 0.168 | -0.150 | 0.200 | 0.320 |   1.391 |   0.236 |   0.202 |   1.128 |   0.110 |   0.154 | 3.797e-01 | 2.361e-01 | 1.456e-01 | 6.163e+02 | 1.061e+02 | 1.070e+02 | 0.0420 | 0.0112 | 0.0080 |   rpm
   205930855 | 4920 |   78 |   78 | 2.935 | 0.450 | 0.630 | -0.466 | 0.250 | 0.350 |   5.350 |   4.778 |   2.254 |   0.984 |   0.214 |   0.076 | 5.160e-03 | 2.467e-02 | 4.494e-03 | 8.376e+02 | 6.979e+02 | 2.943e+02 | 0.0431 | 0.0162 | 0.0090 |   rpm
   205930900 | 3763 |  433 |  309 | 4.960 | 0.125 | 0.175 | -0.170 | 0.250 | 0.300 |   0.318 |   0.160 |   0.123 |   0.333 |   0.185 |   0.154 | 9.649e+00 | 1.005e+01 | 4.923e+00 | 4.989e+02 | 3.425e+02 | 2.324e+02 | 0.0416 | 0.0180 | 0.0090 |   col
   205930903 | 5531 |  166 |  233 | 4.469 | 0.030 | 1.092 | -0.106 | 0.160 | 0.720 |   0.946 |   2.192 |   0.087 |   0.935 |   0.100 |   0.080 | 1.133e+00 | 2.135e-01 | 1.105e+00 | 3.710e+02 | 7.088e+02 | 4.638e+01 | 0.0383 | 0.0180 | 0.0100 |   rpm
   205931007 | 4615 |   74 |   74 | 2.344 | 0.847 | 0.462 | -0.342 | 0.400 | 0.400 |  10.229 |   6.452 |   6.056 |   0.973 |   0.130 |   0.097 | 7.311e-04 | 1.143e-02 | 5.734e-04 | 3.132e+03 | 1.641e+03 | 1.783e+03 | 0.0439 | 0.0108 | 0.0060 |   rpm
   205931045 | 6852 |  166 |  207 | 4.222 | 0.035 | 0.063 |  0.094 | 0.060 | 0.120 |   1.532 |   0.134 |   0.089 |   1.452 |   0.059 |   0.083 | 3.953e-01 | 5.337e-02 | 7.250e-02 | 5.505e+02 | 9.212e+01 | 6.660e+01 | 0.0447 | 0.0160 | 0.0100 |   rav
   205931069 | 3525 |  183 |  219 | 5.048 | 0.096 | 0.080 | -0.018 | 0.150 | 0.240 |   0.231 |   0.074 |   0.066 |   0.218 |   0.107 |   0.077 | 1.721e+01 | 1.269e+01 | 6.350e+00 | 1.775e+02 | 7.495e+01 | 6.118e+01 | 0.0340 | 0.0140 | 0.0120 |   col
   205931083 | 5508 |  222 |  266 | 4.546 | 0.060 | 0.096 | -0.601 | 0.240 | 0.240 |   0.767 |   0.148 |   0.080 |   0.755 |   0.093 |   0.051 | 1.600e+00 | 4.613e-01 | 5.859e-01 | 1.949e+02 | 7.045e+01 | 5.175e+01 | 0.0354 | 0.0180 | 0.0100 |   rpm
   205931093 | 3762 |  447 |  319 | 4.960 | 0.125 | 0.175 | -0.193 | 0.250 | 0.350 |   0.313 |   0.168 |   0.110 |   0.337 |   0.188 |   0.157 | 9.682e+00 | 1.032e+01 | 5.627e+00 | 5.462e+02 | 4.096e+02 | 2.341e+02 | 0.0416 | 0.0162 | 0.0090 |   col
   205931197 | 4025 |  468 |  280 | 4.837 | 0.095 | 0.152 | -0.074 | 0.160 | 0.280 |   0.439 |   0.153 |   0.097 |   0.481 |   0.169 |   0.121 | 5.371e+00 | 3.240e+00 | 2.597e+00 | 3.361e+02 | 2.207e+02 | 9.093e+01 | 0.0397 | 0.0144 | 0.0090 |   rpm
   205931255 | 5811 |   92 |  115 | 4.408 | 0.075 | 0.195 | -0.092 | 0.150 | 0.240 |   1.021 |   0.264 |   0.111 |   1.003 |   0.052 |   0.103 | 8.586e-01 | 3.376e-01 | 4.162e-01 | 3.575e+02 | 9.505e+01 | 4.898e+01 | 0.0427 | 0.0176 | 0.0080 |   rpm
   205931348 | 4845 |   77 |   58 | 2.320 | 0.320 | 0.960 | -0.902 | 0.400 | 1.120 |  10.421 |  19.911 |   3.440 |   0.893 |   0.073 |   0.087 | 7.128e-04 | 1.367e-03 | 6.841e-04 | 2.689e+03 | 4.928e+03 | 7.093e+02 | 0.0436 | 0.0210 | 0.0150 |   rpm
   205931354 | 4882 |   98 |   78 | 2.567 | 0.812 | 0.348 | -0.479 | 0.250 | 0.500 |   7.608 |   3.876 |   4.032 |   0.988 |   0.244 |   0.111 | 1.718e-03 | 1.838e-02 | 1.216e-03 | 1.490e+03 | 7.713e+02 | 7.465e+02 | 0.0412 | 0.0252 | 0.0090 |   rpm
   205931533 | 4125 |  199 |  199 | 4.794 | 0.065 | 0.078 | -0.107 | 0.200 | 0.240 |   0.488 |   0.079 |   0.068 |   0.540 |   0.089 |   0.074 | 4.453e+00 | 1.554e+00 | 1.152e+00 | 4.145e+02 | 9.193e+01 | 7.524e+01 | 0.0431 | 0.0198 | 0.0090 |   rpm
   205931546 | 5982 |  119 |  119 | 4.052 | 0.150 | 0.125 | -0.124 | 0.120 | 0.150 |   1.633 |   0.294 |   0.295 |   1.109 |   0.124 |   0.093 | 2.538e-01 | 1.812e-01 | 9.181e-02 | 6.327e+02 | 1.090e+02 | 1.262e+02 | 0.0413 | 0.0144 | 0.0090 |   rav
   205931564 | 5036 |  150 |  150 | 4.591 | 0.030 | 0.030 | -0.069 | 0.100 | 0.120 |   0.749 |   0.043 |   0.040 |   0.815 |   0.049 |   0.049 | 1.908e+00 | 2.328e-01 | 2.462e-01 | 1.422e+02 | 1.372e+01 | 1.251e+01 | 0.0302 | 0.0108 | 0.0060 |   rav
   205931577 | 6375 |  153 |  153 | 4.163 | 0.125 | 0.175 | -0.054 | 0.120 | 0.210 |   1.488 |   0.452 |   0.227 |   1.278 |   0.135 |   0.135 | 3.598e-01 | 2.104e-01 | 1.876e-01 | 2.476e+02 | 7.079e+01 | 4.801e+01 | 0.0377 | 0.0128 | 0.0080 |   rpm
   205931579 | 3629 |  384 |  240 | 5.001 | 0.110 | 0.154 | -0.076 | 0.180 | 0.270 |   0.262 |   0.150 |   0.082 |   0.292 |   0.184 |   0.138 | 1.213e+01 | 1.072e+01 | 6.456e+00 | 2.506e+02 | 1.983e+02 | 9.643e+01 | 0.0382 | 0.0160 | 0.0100 |   col
   205931608 | 3910 |   62 |  108 | 4.884 | 0.040 | 0.025 | -0.154 | 0.120 | 0.120 |   0.397 |   0.027 |   0.042 |   0.444 |   0.032 |   0.058 | 6.963e+00 | 1.603e+00 | 7.572e-01 | 1.991e+02 | 2.235e+01 | 2.545e+01 | 0.0342 | 0.0144 | 0.0080 |   rpm
   205931622 | 5159 |  148 |   63 | 3.713 | 0.856 | 0.535 | -0.259 | 0.300 | 0.540 |   2.213 |   1.642 |   1.398 |   0.918 |   0.167 |   0.044 | 7.143e-02 | 1.193e+00 | 5.958e-02 | 4.148e+02 | 2.800e+02 | 2.509e+02 | 0.0368 | 0.0160 | 0.0080 |   rpm
   205931628 | 4082 |  280 |  234 | 4.808 | 0.080 | 0.096 | -0.114 | 0.200 | 0.240 |   0.458 |   0.099 |   0.081 |   0.516 |   0.115 |   0.096 | 5.037e+00 | 2.328e+00 | 1.844e+00 | 3.965e+02 | 1.394e+02 | 1.031e+02 | 0.0422 | 0.0180 | 0.0090 |   rpm
   205931660 | 4005 |  144 |  120 | 4.861 | 0.045 | 0.054 | -0.202 | 0.120 | 0.150 |   0.411 |   0.061 |   0.045 |   0.472 |   0.060 |   0.060 | 6.312e+00 | 1.453e+00 | 1.390e+00 | 3.448e+01 | 6.330e+00 | 4.518e+00 | 0.0085 | 0.0048 | 0.0024 |   rav
   205931661 | 6500 |  102 |  127 | 4.182 | 0.100 | 0.160 | -0.125 | 0.200 | 0.200 |   1.445 |   0.388 |   0.212 |   1.292 |   0.141 |   0.198 | 3.703e-01 | 1.902e-01 | 1.630e-01 | 5.114e+02 | 1.480e+02 | 9.763e+01 | 0.0435 | 0.0120 | 0.0140 |   rpm
   205931694 | 5975 |  183 |  146 | 4.185 | 0.180 | 0.180 | -0.097 | 0.200 | 0.280 |   1.317 |   0.349 |   0.276 |   1.077 |   0.122 |   0.122 | 4.220e-01 | 3.821e-01 | 2.273e-01 | 5.768e+02 | 1.443e+02 | 1.356e+02 | 0.0420 | 0.0180 | 0.0090 |   rpm
   205931714 | 5341 |  128 |  106 | 4.448 | 0.108 | 0.774 | -0.168 | 0.200 | 0.400 |   0.933 |   1.467 |   0.129 |   0.919 |   0.212 |   0.071 | 1.099e+00 | 4.714e-01 | 1.026e+00 | 3.442e+02 | 4.458e+02 | 6.978e+01 | 0.0405 | 0.0210 | 0.0070 |   rpm
   205931799 | 5069 |   80 |   80 | 3.587 | 0.924 | 0.420 | -0.323 | 0.350 | 0.420 |   2.395 |   1.123 |   1.640 |   0.929 |   0.173 |   0.072 | 5.910e-02 | 1.378e+00 | 4.525e-02 | 8.439e+02 | 3.537e+02 | 5.686e+02 | 0.0410 | 0.0112 | 0.0080 |   rpm
   205931805 | 4634 |   75 |   75 | 1.833 | 0.552 | 0.460 | -0.898 | 0.540 | 0.450 |  17.512 |  12.023 |   8.159 |   0.905 |   0.167 |   0.035 | 1.293e-04 | 7.292e-04 | 1.026e-04 | 1.919e+03 | 1.137e+03 | 8.210e+02 | 0.0440 | 0.0180 | 0.0100 |   rpm
   205931849 | 4852 |   96 |  116 | 2.392 | 0.040 | 0.072 | -0.405 | 0.150 | 0.150 |  10.878 |   0.875 |   0.585 |   1.031 |   0.134 |   0.067 | 8.245e-04 | 9.002e-05 | 1.947e-04 | 8.657e+02 | 6.963e+01 | 4.086e+01 | 0.0425 | 0.0162 | 0.0090 |   rav
   205931870 | 5925 |  119 |  119 | 4.156 | 0.234 | 0.234 | -0.033 | 0.160 | 0.200 |   1.423 |   0.516 |   0.379 |   1.107 |   0.143 |   0.107 | 3.266e-01 | 5.052e-01 | 1.800e-01 | 5.066e+02 | 1.445e+02 | 1.501e+02 | 0.0430 | 0.0126 | 0.0090 |   rpm
   205931960 | 6479 |  156 |  156 | 4.223 | 0.090 | 0.126 | -0.084 | 0.120 | 0.150 |   1.409 |   0.249 |   0.179 |   1.266 |   0.099 |   0.099 | 4.048e-01 | 1.670e-01 | 1.552e-01 | 1.500e+02 | 2.901e+01 | 2.055e+01 | 0.0312 | 0.0098 | 0.0070 |   rav
   205931975 | 5319 |   83 |  104 | 4.553 | 0.030 | 1.092 | -0.320 | 0.200 | 0.600 |   0.807 |   2.059 |   0.057 |   0.881 |   0.021 |   0.075 | 1.580e+00 | 2.134e-01 | 1.544e+00 | 1.844e+02 | 3.857e+02 | 2.268e+01 | 0.0357 | 0.0192 | 0.0120 |   rpm
   205932013 | 3792 |  256 |  183 | 4.905 | 0.098 | 0.084 | -0.048 | 0.160 | 0.240 |   0.356 |   0.075 |   0.084 |   0.386 |   0.099 |   0.118 | 7.682e+00 | 4.979e+00 | 2.306e+00 | 1.862e+02 | 5.147e+01 | 5.389e+01 | 0.0345 | 0.0144 | 0.0080 |   rpm
   205932033 | 4831 |   77 |   77 | 3.187 | 0.135 | 0.162 | -0.164 | 0.150 | 0.120 |   4.556 |   0.711 |   0.728 |   1.180 |   0.101 |   0.122 | 1.141e-02 | 8.416e-03 | 4.843e-03 | 1.064e+03 | 1.815e+02 | 1.550e+02 | 0.0439 | 0.0156 | 0.0130 |   rav
   205932044 | 7396 |  150 |  150 | 4.201 | 0.035 | 0.063 |  0.088 | 0.100 | 0.120 |   1.658 |   0.139 |   0.093 |   1.619 |   0.067 |   0.067 | 3.426e-01 | 5.531e-02 | 6.477e-02 | 2.977e+02 | 2.225e+02 | 1.425e+02 | 0.0354 | 0.0160 | 0.0080 |   rav
   205932062 | 5277 |  105 |  105 | 4.548 | 0.020 | 0.056 | -0.055 | 0.200 | 0.240 |   0.825 |   0.086 |   0.053 |   0.881 |   0.062 |   0.062 | 1.539e+00 | 1.681e-01 | 3.138e-01 | 3.660e+02 | 5.655e+01 | 2.348e+01 | 0.0398 | 0.0160 | 0.0050 |   rpm
   205932097 | 4946 |   59 |   79 | 3.191 | 0.110 | 0.176 | -0.443 | 0.120 | 0.150 |   4.109 |   0.877 |   0.530 |   0.996 |   0.129 |   0.049 | 1.346e-02 | 6.679e-03 | 5.803e-03 | 1.031e+03 | 2.241e+02 | 1.351e+02 | 0.0428 | 0.0140 | 0.0100 |   rav
   205932111 | 6298 |  127 |  101 | 4.087 | 0.185 | 0.222 | -0.044 | 0.120 | 0.150 |   1.592 |   0.634 |   0.339 |   1.278 |   0.201 |   0.126 | 2.872e-01 | 2.664e-01 | 1.726e-01 | 2.365e+02 | 9.528e+01 | 5.080e+01 | 0.0384 | 0.0144 | 0.0090 |   rpm
   205932159 | 3619 |  334 |  239 | 4.993 | 0.110 | 0.132 | -0.076 | 0.180 | 0.240 |   0.258 |   0.146 |   0.080 |   0.281 |   0.175 |   0.131 | 1.256e+01 | 1.083e+01 | 6.603e+00 | 2.229e+02 | 1.742e+02 | 8.516e+01 | 0.0362 | 0.0160 | 0.0100 |   col
   205932188 | 3718 |  146 |  117 | 4.962 | 0.055 | 0.077 | -0.050 | 0.150 | 0.270 |   0.309 |   0.073 |   0.050 |   0.339 |   0.073 |   0.088 | 1.066e+01 | 3.885e+00 | 3.318e+00 | 1.058e+02 | 2.911e+01 | 1.940e+01 | 0.0265 | 0.0112 | 0.0070 |   rpm
   205932218 | 4418 |  228 |  411 | 4.706 | 0.132 | 0.072 | -0.143 | 0.200 | 0.240 |   0.578 |   0.077 |   0.138 |   0.642 |   0.085 |   0.136 | 3.133e+00 | 2.337e+00 | 8.211e-01 | 5.956e+02 | 1.221e+02 | 2.005e+02 | 0.0409 | 0.0144 | 0.0080 |   rpm
   205932262 | 6296 |  125 |   75 | 4.155 | 0.168 | 0.168 | -0.078 | 0.120 | 0.300 |   1.474 |   0.370 |   0.295 |   1.201 |   0.151 |   0.126 | 3.274e-01 | 2.864e-01 | 1.364e-01 | 4.778e+02 | 1.046e+02 | 1.011e+02 | 0.0402 | 0.0112 | 0.0070 |   rpm
   205932300 | 3574 |  287 |  239 | 5.023 | 0.110 | 0.110 | -0.048 | 0.160 | 0.240 |   0.244 |   0.103 |   0.073 |   0.250 |   0.150 |   0.094 | 1.458e+01 | 1.226e+01 | 6.661e+00 | 2.452e+02 | 1.434e+02 | 9.048e+01 | 0.0382 | 0.0160 | 0.0100 |   col
   205932341 | 6152 |   99 |   74 | 4.295 | 0.105 | 0.195 | -0.708 | 0.400 | 0.200 |   1.108 |   0.233 |   0.132 |   0.888 |   0.126 |   0.052 | 6.391e-01 | 2.574e-01 | 2.983e-01 | 4.587e+02 | 1.151e+02 | 7.329e+01 | 0.0425 | 0.0132 | 0.0110 |   rpm
   205932644 | 5561 |  134 |  167 | 3.798 | 0.078 | 0.065 | -0.103 | 0.120 | 0.150 |   2.256 |   0.275 |   0.291 |   1.230 |   0.102 |   0.143 | 1.016e-01 | 3.609e-02 | 2.274e-02 | 5.217e+02 | 6.232e+01 | 6.607e+01 | 0.0386 | 0.0180 | 0.0090 |   rav
   205932647 | 6269 |  125 |  150 | 4.085 | 0.162 | 0.090 | -0.300 | 0.120 | 0.150 |   1.515 |   0.263 |   0.258 |   1.097 |   0.129 |   0.108 | 2.793e-01 | 2.060e-01 | 8.156e-02 | 4.252e+02 | 7.667e+01 | 7.671e+01 | 0.0408 | 0.0144 | 0.0080 |   rav
